receiver_context,target_clean,max_regulatory_potential,sum_regulatory_potential,n_supporting_glial_ligands,best_ligand,supporting_ligands_top5,celltype,logFC,PValue,FDR,direction,rank_in_vascular_receiver
Cerebrovascular cells,SERPINB1,0.06953252784295873,0.36081673683012944,20,EGF,EGF:0.0695;IGF1:0.0575;PDGFB:0.0555;VEGFA:0.0548;IL18:0.0145,Cerebrovascular cells,0.698020323814768,0.0100119089157656,0.908262525040509,AD-enriched_nominal,42
Cerebrovascular cells,ITPR3,0.06927394835926293,0.16698312895007586,20,FGF2,FGF2:0.0693;JAM2:0.0099;IL1B:0.0077;IL18:0.0073;IGF1:0.0069,Cerebrovascular cells,0.45177746848356,0.0316127502842482,0.908262525040509,AD-enriched_nominal,43
Cerebrovascular cells,PRKD2,0.0691602185420571,0.20842543945225694,20,ANGPT1,ANGPT1:0.0692;IL1B:0.0556;IL18:0.0084;FGF2:0.0057;VEGFA:0.0054,Cerebrovascular cells,0.537653617968559,0.0063514553602847,0.908262525040509,AD-enriched_nominal,44
Cerebrovascular cells,VAMP5,0.06898106380981847,0.16302022735009958,20,IL18,IL18:0.069;IGF1:0.0078;IL1B:0.0076;VEGFA:0.006;ANGPT1:0.0059,Cerebrovascular cells,0.446473160871128,0.0322496975792428,0.908262525040509,AD-enriched_nominal,45
Cerebrovascular cells,RABAC1,0.06849667373823906,0.1756586637197012,20,ANGPT1,ANGPT1:0.0685;JAM2:0.0112;IL18:0.0098;IL1B:0.0074;IGF1:0.007,Cerebrovascular cells,0.317915705611552,0.0403648716993673,0.908262525040509,AD-enriched_nominal,46
Cerebrovascular cells,MED1,0.06843420802752694,0.16766995320115108,20,IL18,IL18:0.0684;IGF1:0.0087;IL1B:0.0079;JAM2:0.0065;FGF2:0.0063,Cerebrovascular cells,0.484682940892677,0.0151441506276927,0.908262525040509,AD-enriched_nominal,47
Cerebrovascular cells,TMEM44,0.06840237606744415,0.20131221855478823,20,VEGFA,VEGFA:0.0684;PDGFB:0.0529;IL1B:0.0068;IL18:0.0067;JAM2:0.0059,Cerebrovascular cells,0.451345210359339,0.0386664079480994,0.908262525040509,AD-enriched_nominal,48
Cerebrovascular cells,DHX9,0.06833472993638891,0.17208287559353466,20,TNFSF10,TNFSF10:0.0683;IL18:0.0081;IL1B:0.008;ANGPT1:0.0066;IGF1:0.0065,Cerebrovascular cells,0.233841993702961,0.0483918356803423,0.908262525040509,AD-enriched_nominal,49
Cerebrovascular cells,AIF1L,0.06812125128563551,0.22703974944542724,20,FGF1,FGF1:0.0681;HGF:0.0544;JAM2:0.0109;IL1B:0.0083;IGF1:0.0075,Cerebrovascular cells,0.578525779275199,0.0218596272536863,0.908262525040509,AD-enriched_nominal,50
Cerebrovascular cells,SCARB2,0.06755087223484778,0.163976538269165,20,TNFSF10,TNFSF10:0.0676;IL1B:0.0073;IGF1:0.0072;IL18:0.0069;FGF2:0.0056,Cerebrovascular cells,0.334754068729408,0.00561999601571816,0.908262525040509,AD-enriched_nominal,51
Cerebrovascular cells,RASSF8,0.06747219821298771,0.2166149129685826,20,PDGFC,PDGFC:0.0675;FGF1:0.0669;IL18:0.0077;IL1B:0.0066;IGF1:0.0065,Cerebrovascular cells,0.306683888836472,0.017331272848761,0.908262525040509,AD-enriched_nominal,52
Cerebrovascular cells,B3GNT2,0.06698917434052927,0.2026601263390785,20,PDGFB,PDGFB:0.067;IL1B:0.0549;IGF1:0.0068;IL18:0.0055;TNFSF10:0.0054,Cerebrovascular cells,0.439389648837141,0.0142722601219042,0.908262525040509,AD-enriched_nominal,53
Cerebrovascular cells,S1PR3,0.06692326956623486,0.1575716888281491,20,VEGFA,VEGFA:0.0669;JAM2:0.0087;IGF1:0.0066;IL1B:0.0064;IL18:0.0061,Cerebrovascular cells,0.56371840036421506,0.0111365810707061,0.908262525040509,AD-enriched_nominal,54
Cerebrovascular cells,CDK2AP2,0.060841559032955385,0.29236623081294333,20,LGALS1,LGALS1:0.0608;IL1B:0.0544;FGF2:0.0527;PDGFB:0.0246;PDGFC:0.0244,Cerebrovascular cells,0.492011250926225,0.0323487581018516,0.908262525040509,AD-enriched_nominal,55
Cerebrovascular cells,ETV6,0.057924509477533456,0.192428998283124,20,IL1B,IL1B:0.0579;IL18:0.0119;IGF1:0.0089;FGF2:0.0087;HGF:0.0085,Cerebrovascular cells,0.30053228789238,0.0401778144425988,0.908262525040509,AD-enriched_nominal,56
Cerebrovascular cells,SAMHD1,0.05662905188843693,0.21175780375479503,20,IL1B,IL1B:0.0566;HGF:0.0545;IL18:0.0092;JAM2:0.0084;IGF1:0.0072,Cerebrovascular cells,0.776846652582419,0.00109614421135665,0.775591345862384,AD-enriched_nominal,57
Cerebrovascular cells,TSPO,0.056373879305488345,0.14455586179706215,20,IL1B,IL1B:0.0564;IL18:0.0072;IGF1:0.0063;JAM2:0.0063;ANGPT1:0.0057,Cerebrovascular cells,0.545687299754978,0.0220994311984635,0.908262525040509,AD-enriched_nominal,58
Cerebrovascular cells,TPST2,0.05636281619621928,0.16676531791674765,20,IGF1,IGF1:0.0564;IL18:0.0107;IL1B:0.0084;FGF2:0.0069;ANGPT1:0.0069,Cerebrovascular cells,0.465040490949267,0.0479495513106645,0.908262525040509,AD-enriched_nominal,59
Cerebrovascular cells,RAMP3,0.05589292080433495,0.11745721676200567,20,IGF1,IGF1:0.0559;JAM2:0.0045;IL1B:0.0044;IL18:0.0041;HGF:0.0039,Cerebrovascular cells,0.714892165476049,0.0287290843214633,0.908262525040509,AD-enriched_nominal,60
Cerebrovascular cells,SGMS1,0.05577766622291511,0.24687211832798234,20,IGF1,IGF1:0.0558;EGF:0.0538;IL18:0.0118;IL1B:0.0109;FGF2:0.0092,Cerebrovascular cells,0.225983008266077,0.0403576769756876,0.908262525040509,AD-enriched_nominal,61
Cerebrovascular cells,FES,0.05571459127597179,0.14673921947266313,20,IL1B,IL1B:0.0557;JAM2:0.0102;IGF1:0.0064;IL18:0.0058;PDGFB:0.0056,Cerebrovascular cells,0.522794304660916,0.0302719150515523,0.908262525040509,AD-enriched_nominal,62
Cerebrovascular cells,RPS6KA3,0.05346579676533596,0.13973056031477024,20,EGF,EGF:0.0535;IL1B:0.0071;IGF1:0.0066;IL18:0.0064;HGF:0.0055,Cerebrovascular cells,0.330246551036888,0.026869832092339,0.908262525040509,AD-enriched_nominal,63
Cerebrovascular cells,DBI,0.05308481241534008,0.1539725686640696,20,PDGFB,PDGFB:0.0531;JAM2:0.0088;IL1B:0.0081;IGF1:0.008;IL18:0.0069,Cerebrovascular cells,0.555174463509193,0.014291715963451,0.908262525040509,AD-enriched_nominal,64
Cerebrovascular cells,NEDD4,0.05277698883267281,0.14871838813477392,20,VEGFA,VEGFA:0.0528;JAM2:0.0093;IL18:0.0078;IL1B:0.0073;IGF1:0.0073,Cerebrovascular cells,0.351917358038427,0.0427503636866721,0.908262525040509,AD-enriched_nominal,65
Cerebrovascular cells,LITAF,0.04924191492166386,0.18118103293520277,20,IL1B,IL1B:0.0492;JAM2:0.0105;IGF1:0.0097;IL18:0.0096;FGF2:0.0083,Cerebrovascular cells,0.88250113653302,0.00127378140743822,0.775591345862384,AD-enriched_nominal,66
Cerebrovascular cells,APOL6,0.04736172973599893,0.21550003930615802,20,IL1B,IL1B:0.0474;IGF1:0.0465;HGF:0.0451;IL18:0.0074;JAM2:0.0056,Cerebrovascular cells,0.621295718509628,0.0218537256728439,0.908262525040509,AD-enriched_nominal,67
Cerebrovascular cells,VPS26A,0.04723169354258055,0.15843971630892187,20,IGF1,IGF1:0.0472;IL1B:0.0089;JAM2:0.0084;IL18:0.0074;HGF:0.0071,Cerebrovascular cells,0.364707145351644,0.0333626083784768,0.908262525040509,AD-enriched_nominal,68
Cerebrovascular cells,SPIDR,0.04625160308636132,0.1252432719650856,20,IGF1,IGF1:0.0463;IL18:0.0075;IL1B:0.0061;JAM2:0.0056;FGF2:0.005,Cerebrovascular cells,0.251566221955745,0.0312992218460314,0.908262525040509,AD-enriched_nominal,69
Cerebrovascular cells,UBE2Q1,0.04579500715373062,0.15641384323483123,20,HGF,HGF:0.0458;IL18:0.0097;JAM2:0.0085;IL1B:0.0083;ANGPT1:0.0072,Cerebrovascular cells,0.458903915267441,0.0249271451687258,0.908262525040509,AD-enriched_nominal,70
Cerebrovascular cells,ZC3H13,0.044836772581066116,0.09835588497364157,20,IGF1,IGF1:0.0448;IL1B:0.004;ANGPT1:0.0036;IL18:0.0033;VEGFA:0.0033,Cerebrovascular cells,0.241963123528947,0.0339698497354019,0.908262525040509,AD-enriched_nominal,71
Cerebrovascular cells,STAU2,0.03955626761489196,0.12595281134120812,20,EGF,EGF:0.0396;IL1B:0.0072;IGF1:0.0064;IL18:0.0059;JAM2:0.0058,Cerebrovascular cells,0.433735391562592,0.0235968354546914,0.908262525040509,AD-enriched_nominal,72
Cerebrovascular cells,CDC27,0.026299694869431157,0.11870797119108907,20,VEGFA,VEGFA:0.0263;IL1B:0.0074;IGF1:0.0069;ANGPT1:0.0066;IL18:0.0063,Cerebrovascular cells,0.187759219180394,0.0497150400515254,0.908262525040509,AD-enriched_nominal,73
Cerebrovascular cells,PGAP1,0.0253113256106855,0.09936158361500995,20,VEGFA,VEGFA:0.0253;IGF1:0.0057;IL1B:0.0056;IL18:0.0051;FGF2:0.0049,Cerebrovascular cells,0.728479155475168,0.0391308392982439,0.908262525040509,AD-enriched_nominal,74
Cerebrovascular cells,PLP1,0.024221435888931123,0.0887857650376777,20,IL1B,IL1B:0.0242;IL18:0.0055;IGF1:0.0047;JAM2:0.0042;PDGFB:0.0041,Cerebrovascular cells,0.847223085650702,0.0181386111350815,0.908262525040509,AD-enriched_nominal,75
Cerebrovascular cells,EIF3J,0.022212221108741076,0.13861049756879576,20,LRIG1,LRIG1:0.0222;IL1B:0.0088;IL18:0.0081;IGF1:0.008;FGF2:0.0076,Cerebrovascular cells,0.351222079393442,0.0373988106416996,0.908262525040509,AD-enriched_nominal,76
Cerebrovascular cells,GSTP1,0.0153637884220348,0.16233809128117271,20,IL18,IL18:0.0154;IL1B:0.0131;ICAM1:0.0104;IGF1:0.0102;ANGPT1:0.0101,Cerebrovascular cells,0.472004676947474,0.0226217711146207,0.908262525040509,AD-enriched_nominal,77
Cerebrovascular cells,DUSP22,0.013798203061040317,0.13298491336343277,20,IL18,IL18:0.0138;IL1B:0.0104;ANGPT1:0.0092;FGF2:0.0077;HGF:0.0075,Cerebrovascular cells,0.34547274933227,0.0237604984355171,0.908262525040509,AD-enriched_nominal,78
Cerebrovascular cells,PSME1,0.011869493153643634,0.13007770784686187,20,IL18,IL18:0.0119;IL1B:0.0101;FGF2:0.008;IGF1:0.0076;ICAM1:0.0076,Cerebrovascular cells,0.672091021786638,0.0124266219139536,0.908262525040509,AD-enriched_nominal,79
Cerebrovascular cells,MCFD2,0.011065110317993307,0.12608590119747354,20,JAM2,JAM2:0.0111;IL1B:0.0092;IGF1:0.0084;IL18:0.008;FGF2:0.0076,Cerebrovascular cells,0.359058592825257,0.025526388739837,0.908262525040509,AD-enriched_nominal,80
Cerebrovascular cells,OPA3,0.010948536285999478,0.13095247408525856,20,IL18,IL18:0.0109;IL1B:0.0096;IGF1:0.0087;FGF2:0.0079;ANGPT1:0.0074,Cerebrovascular cells,0.576590337596572,0.0164682527185036,0.908262525040509,AD-enriched_nominal,81
