"avg.exp","pct.exp","features.plot","id","avg.exp.scaled","feature.groups"
5.28177550068637,63.8618346545866,"GFAP","Homeostatic",-1.1348246044113,"Reactive"
0.352153568586727,10.6964892412231,"CD44","Homeostatic",-0.973073842341113,"Reactive"
0.993277008500728,35.3001132502831,"VIM","Homeostatic",-1.06304730422757,"Intermediate"
11.5487846239302,93.9354473386183,"CLU","Homeostatic",-0.322038048468453,"Intermediate"
3.3324585216527,72.9048697621744,"ALDH1L1","Homeostatic",-0.787598058559063,"Homeostatic"
85.9778950134074,99.8244620611551,"SLC1A2","Homeostatic",0.840137534539935,"Homeostatic"
10.0599541217499,91.5515288788222,"GLUL","Homeostatic",0.660299365936721,"Homeostatic"
13.0819789177354,79.5355334381002,"GFAP","Intermediate",0.382669676054974,"Reactive"
2.34262896031826,36.9652523136022,"CD44","Intermediate",-0.0518360657201549,"Reactive"
1.21416430856221,37.3057447180024,"VIM","Intermediate",0.921969322765757,"Intermediate"
15.0701263963347,87.0700192072638,"CLU","Intermediate",1.1213411688836,"Intermediate"
4.39614057650297,66.5444386240615,"ALDH1L1","Intermediate",1.12507666028946,"Homeostatic"
59.0911413156869,96.6299982538851,"SLC1A2","Intermediate",0.265953602841147,"Homeostatic"
9.25219589300845,77.2917757988476,"GLUL","Intermediate",0.490218259181789,"Homeostatic"
16.1405418448967,93.699265558562,"GFAP","Reactive",0.752154928356328,"Reactive"
8.62721358492713,76.3432547352145,"CD44","Reactive",1.02490990806127,"Reactive"
1.12448923788894,33.7069965210669,"VIM","Reactive",0.141077981461815,"Intermediate"
10.5633362292061,92.5396211828373,"CLU","Reactive",-0.799303120415146,"Intermediate"
3.56218971106758,70.8929261693081,"ALDH1L1","Reactive",-0.3374786017304,"Homeostatic"
23.8342737182758,94.9362195593351,"SLC1A2","Reactive",-1.10609113738108,"Homeostatic"
3.93271743085096,63.9350599149594,"GLUL","Reactive",-1.15051762511851,"Homeostatic"
