"celltype","gene","logFC","logCPM","F","PValue","FDR","n_cells","n_samples_AD","n_samples_CN","assay","direction","neglog10P"
"Excitatory","AL359649.1",0.353932908436995,-0.622777818268563,2.83849654770673,0.0965000377595204,0.992957765619551,127723,33,33,"decontX","Not significant",1.01547251672099
"Excitatory","NR4A3",0.54267850645409,3.41436974518403,2.84074938002017,0.0965017211436062,0.992957765619551,127723,33,33,"decontX","Not significant",1.01546494078569
"Excitatory","UHRF2",0.0859727385637043,5.94142350050965,2.83958528472276,0.0965662160592692,0.992957765619551,127723,33,33,"decontX","Not significant",1.0151747860616
"Excitatory","PLEKHM1",-0.0798072903942368,4.68868299691045,2.83890797196295,0.0966054193792997,0.992957765619551,127723,33,33,"decontX","Not significant",1.01499850981114
"Excitatory","COTL1",0.186961480294184,3.01332459675897,2.83887971980049,0.0966097289686877,0.992957765619551,127723,33,33,"decontX","Not significant",1.01497913626919
"Excitatory","SPACA6P-AS",0.282872249722277,-1.26586509102844,2.82760070808326,0.0966854762869161,0.992957765619551,127723,33,33,"decontX","Not significant",1.01463875903152
"Excitatory","FZD1",0.278994739208712,1.66003163767233,2.837263724766,0.0967151284803438,0.992957765619551,127723,33,33,"decontX","Not significant",1.01450558691349
"Excitatory","RNASEK",-0.523362245620887,-0.700329597454489,2.83074961316555,0.0967473607953904,0.992957765619551,127723,33,33,"decontX","Not significant",1.01436087341636
"Excitatory","RFPL1S",0.0836875615475393,6.59474432216678,2.83637655304319,0.096750916520222,0.992957765619551,127723,33,33,"decontX","Not significant",1.01434491222337
"Excitatory","CREB3L2",-0.175709030159406,2.83111130733306,2.83570208469926,0.096793565194035,0.992957765619551,127723,33,33,"decontX","Not significant",1.01415351349339
"Excitatory","WWC1",-0.153031680410878,5.77687426185601,2.83417280884058,0.096878059380343,0.992957765619551,127723,33,33,"decontX","Not significant",1.01377456937832
"Excitatory","GK5",-0.0996751763297042,5.52035029569546,2.83392298356234,0.0968924955098112,0.992957765619551,127723,33,33,"decontX","Not significant",1.0137098585002
"Excitatory","CDC7",-0.136249728494401,4.31639853899376,2.83312684930351,0.0969389089753899,0.992957765619551,127723,33,33,"decontX","Not significant",1.01350187246796
"Excitatory","SLC30A3",-0.169437722596215,5.48277272407109,2.83238269353433,0.096981464731724,0.992957765619551,127723,33,33,"decontX","Not significant",1.01331126092887
"Excitatory","LINC00571",-0.164283097162796,2.15315779167582,2.83149851474387,0.0970395905014015,0.992957765619551,127723,33,33,"decontX","Not significant",1.01305104482241
"Excitatory","LINC01550",0.29593274189184,-0.117907419569272,2.82827988162036,0.0971462337116787,0.992957765619551,127723,33,33,"decontX","Not significant",1.01257403201677
"Excitatory","ZEB2-AS1",0.194079849165756,-0.40309343221818,2.82720797905359,0.0971493581597074,0.992957765619551,127723,33,33,"decontX","Not significant",1.01256006432429
"Excitatory","NANOG",-0.273527170248073,0.401061692345443,2.82806739253403,0.097226800358979,0.992957765619551,127723,33,33,"decontX","Not significant",1.01221400622904
"Excitatory","PRRX1",0.69616482221231,1.55893780547295,2.8254056813164,0.0973468862964471,0.992957765619551,127723,33,33,"decontX","Not significant",1.01167793511362
"Excitatory","AC024257.1",-0.418485151368203,-0.411979217335321,2.82155260931373,0.0973529116272014,0.992957765619551,127723,33,33,"decontX","Not significant",1.01165105508676
"Excitatory","SPNS3",-0.247827008254241,0.169729138711389,2.82458474767303,0.0973849459610657,0.992957765619551,127723,33,33,"decontX","Not significant",1.01150817239588
"Excitatory","FAM96B",0.162964007927311,4.16349557435261,2.82460559478234,0.0974325793681766,0.992957765619551,127723,33,33,"decontX","Not significant",1.01129580006193
"Excitatory","ZNF594",-0.11230202203395,4.45468105230525,2.82408714105335,0.0974624624122203,0.992957765619551,127723,33,33,"decontX","Not significant",1.01116262026306
"Excitatory","LINC02347",-0.201985265984111,3.87910536416446,2.82337659771727,0.0975042744375313,0.992957765619551,127723,33,33,"decontX","Not significant",1.01097634508154
"Excitatory","ZNHIT2",0.252135479914535,1.07272404928951,2.8212167957106,0.097634358684403,0.992957765619551,127723,33,33,"decontX","Not significant",1.01039732207555
"Excitatory","PKD2L1",-0.274644241780711,2.67741420786415,2.82090977893919,0.0976514018926454,0.992957765619551,127723,33,33,"decontX","Not significant",1.01032151755923
"Excitatory","AC005162.3",-0.287369687564013,5.90992914715828,2.82073026413428,0.0976573553855345,0.992957765619551,127723,33,33,"decontX","Not significant",1.01029504082417
"Excitatory","ANGEL1",-0.0905932646597644,4.41816959816048,2.81776165783278,0.0978307908308014,0.992957765619551,127723,33,33,"decontX","Not significant",1.00952443577148
"Excitatory","SPTBN2",0.116914343927852,5.52945128481955,2.81715878768458,0.0978656114606221,0.992957765619551,127723,33,33,"decontX","Not significant",1.0093698860979
