ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Description_clean
GO_Biological_Process_2023::Negative Regulation Of Fat Cell Differentiation (GO:0045599),GO_Biological_Process_2023::Negative Regulation Of Fat Cell Differentiation (GO:0045599),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GPER1,1,Negative Regulation of Fat Cell Differentiation
GO_Biological_Process_2023::Negative Regulation Of Immune Response (GO:0050777),GO_Biological_Process_2023::Negative Regulation Of Immune Response (GO:0050777),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,RHBDF2,1,Negative Regulation of Immune Response
GO_Biological_Process_2023::Negative Regulation Of Immune System Process (GO:0002683),GO_Biological_Process_2023::Negative Regulation Of Immune System Process (GO:0002683),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GPER1,1,Negative Regulation of Immune System Process
GO_Biological_Process_2023::Negative Regulation Of Secretion By Cell (GO:1903531),GO_Biological_Process_2023::Negative Regulation Of Secretion By Cell (GO:1903531),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,RHBDF2,1,Negative Regulation of Secretion by Cell
GO_Biological_Process_2023::Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),GO_Biological_Process_2023::Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PLCE1,1,Negative Regulation of Sequestering of Calcium Ion
GO_Biological_Process_2023::Negative Regulation Of TOR Signaling (GO:0032007),GO_Biological_Process_2023::Negative Regulation Of TOR Signaling (GO:0032007),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,RNF152,1,Negative Regulation of Tor Signaling
GO_Biological_Process_2023::Negative Regulation Of Vascular Permeability (GO:0043116),GO_Biological_Process_2023::Negative Regulation Of Vascular Permeability (GO:0043116),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PDE3A,1,Negative Regulation of Vascular Permeability
GO_Biological_Process_2023::Neuron Cell-Cell Adhesion (GO:0007158),GO_Biological_Process_2023::Neuron Cell-Cell Adhesion (GO:0007158),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,CNTN4,1,Neuron Cell-Cell Adhesion
GO_Biological_Process_2023::Nitric Oxide Mediated Signal Transduction (GO:0007263),GO_Biological_Process_2023::Nitric Oxide Mediated Signal Transduction (GO:0007263),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GUCY1B1,1,Nitric Oxide Mediated Signal Transduction
GO_Biological_Process_2023::Outflow Tract Septum Morphogenesis (GO:0003148),GO_Biological_Process_2023::Outflow Tract Septum Morphogenesis (GO:0003148),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,TBX2,1,Outflow Tract Septum Morphogenesis
GO_Biological_Process_2023::Positive Regulation Of Insulin Secretion (GO:0032024),GO_Biological_Process_2023::Positive Regulation Of Insulin Secretion (GO:0032024),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GPER1,1,Positive Regulation of Insulin Secretion
GO_Biological_Process_2023::Positive Regulation Of Mitochondrion Organization (GO:0010822),GO_Biological_Process_2023::Positive Regulation Of Mitochondrion Organization (GO:0010822),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GPER1,1,Positive Regulation of Mitochondrion Organization
GO_Biological_Process_2023::Positive Regulation Of Phospholipase C Activity (GO:0010863),GO_Biological_Process_2023::Positive Regulation Of Phospholipase C Activity (GO:0010863),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PDGFRB,1,Positive Regulation of Phospholipase c Activity
GO_Biological_Process_2023::Regulation Of Blood Circulation (GO:1903522),GO_Biological_Process_2023::Regulation Of Blood Circulation (GO:1903522),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,TBX2,1,Regulation of Blood Circulation
GO_Biological_Process_2023::Regulation Of Calcium Ion Import (GO:0090279),GO_Biological_Process_2023::Regulation Of Calcium Ion Import (GO:0090279),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PDGFRB,1,Regulation of Calcium Ion Import
GO_Biological_Process_2023::Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),GO_Biological_Process_2023::Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,DMD,1,Regulation of Calcium Ion Transmembrane Transporter Activity
GO_Biological_Process_2023::Regulation Of Dendrite Morphogenesis (GO:0048814),GO_Biological_Process_2023::Regulation Of Dendrite Morphogenesis (GO:0048814),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,LZTS1,1,Regulation of Dendrite Morphogenesis
GO_Biological_Process_2023::Regulation Of DNA Biosynthetic Process (GO:2000278),GO_Biological_Process_2023::Regulation Of DNA Biosynthetic Process (GO:2000278),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PDGFRB,1,Regulation of Dna Biosynthetic Process
GO_Biological_Process_2023::Regulation Of Mitotic Nuclear Division (GO:0007088),GO_Biological_Process_2023::Regulation Of Mitotic Nuclear Division (GO:0007088),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PDGFRB,1,Regulation of Mitotic Nuclear Division
GO_Biological_Process_2023::Regulation Of Neurotransmitter Secretion (GO:0046928),GO_Biological_Process_2023::Regulation Of Neurotransmitter Secretion (GO:0046928),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GPER1,1,Regulation of Neurotransmitter Secretion
GO_Biological_Process_2023::Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),GO_Biological_Process_2023::Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GPER1,1,Regulation of Release of Cytochrome c from Mitochondria
GO_Biological_Process_2023::Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),GO_Biological_Process_2023::Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,COL4A3,1,Regulation of Vascular Endothelial Cell Proliferation
GO_Biological_Process_2023::Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),GO_Biological_Process_2023::Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,DMD,1,Regulation of Voltage-Gated Calcium Channel Activity
GO_Biological_Process_2023::Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),GO_Biological_Process_2023::Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PLCE1,1,Release of Sequestered Calcium Ion into Cytosol
GO_Biological_Process_2023::Response To Glucose (GO:0009749),GO_Biological_Process_2023::Response To Glucose (GO:0009749),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GPER1,1,Response to Glucose
GO_Biological_Process_2023::Response To Organophosphorus (GO:0046683),GO_Biological_Process_2023::Response To Organophosphorus (GO:0046683),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,TRPC3,1,Response to Organophosphorus
GO_Biological_Process_2023::Response To Purine-Containing Compound (GO:0014074),GO_Biological_Process_2023::Response To Purine-Containing Compound (GO:0014074),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,TRPC3,1,Response to Purine-Containing Compound
GO_Biological_Process_2023::Response To Transforming Growth Factor Beta (GO:0071559),GO_Biological_Process_2023::Response To Transforming Growth Factor Beta (GO:0071559),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PDE3A,1,Response to Transforming Growth Factor Beta
GO_Biological_Process_2023::Calcium Ion Import Across Plasma Membrane (GO:0098703),GO_Biological_Process_2023::Calcium Ion Import Across Plasma Membrane (GO:0098703),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,CACNA1C,1,Calcium Ion Import Across Plasma Membrane
GO_Biological_Process_2023::Endocardial Cushion Development (GO:0003197),GO_Biological_Process_2023::Endocardial Cushion Development (GO:0003197),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,TBX2,1,Endocardial Cushion Development
GO_Biological_Process_2023::Epithelial Cell Migration (GO:0010631),GO_Biological_Process_2023::Epithelial Cell Migration (GO:0010631),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,DAAM2,1,Epithelial Cell Migration
GO_Biological_Process_2023::Muscle Organ Development (GO:0007517),GO_Biological_Process_2023::Muscle Organ Development (GO:0007517),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,DMD,1,Muscle Organ Development
GO_Biological_Process_2023::Negative Regulation Of Cell Activation (GO:0050866),GO_Biological_Process_2023::Negative Regulation Of Cell Activation (GO:0050866),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,GPER1,1,Negative Regulation of Cell Activation
GO_Biological_Process_2023::Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),GO_Biological_Process_2023::Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,DMD,1,Negative Regulation of Peptidyl-Serine Phosphorylation
GO_Biological_Process_2023::Negative Regulation Of T Cell Activation (GO:0050868),GO_Biological_Process_2023::Negative Regulation Of T Cell Activation (GO:0050868),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,PAG1,1,Negative Regulation of t Cell Activation
GO_Biological_Process_2023::Positive Regulation Of Autophagy (GO:0010508),GO_Biological_Process_2023::Positive Regulation Of Autophagy (GO:0010508),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,RNF152,1,Positive Regulation of Autophagy
GO_Biological_Process_2023::Positive Regulation Of Cell Cycle Process (GO:0090068),GO_Biological_Process_2023::Positive Regulation Of Cell Cycle Process (GO:0090068),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,PDGFRB,1,Positive Regulation of Cell Cycle Process
GO_Biological_Process_2023::Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238),GO_Biological_Process_2023::Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,GPER1,1,Positive Regulation of Extrinsic Apoptotic Signaling Pathway
GO_Biological_Process_2023::Positive Regulation Of Heart Contraction (GO:0045823),GO_Biological_Process_2023::Positive Regulation Of Heart Contraction (GO:0045823),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,ATP1A2,1,Positive Regulation of Heart Contraction
GO_Biological_Process_2023::Positive Regulation Of Protein Dephosphorylation (GO:0035307),GO_Biological_Process_2023::Positive Regulation Of Protein Dephosphorylation (GO:0035307),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,PDGFRB,1,Positive Regulation of Protein Dephosphorylation
GO_Biological_Process_2023::Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911),GO_Biological_Process_2023::Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,PDGFRB,1,Positive Regulation of Smooth Muscle Cell Migration
GO_Biological_Process_2023::Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),GO_Biological_Process_2023::Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,ATP1A2,1,Purine Ribonucleoside Triphosphate Metabolic Process
GO_Biological_Process_2023::Regulation Of Actin Polymerization Or Depolymerization (GO:0008064),GO_Biological_Process_2023::Regulation Of Actin Polymerization Or Depolymerization (GO:0008064),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,DAAM2,1,Regulation of Actin Polymerization or Depolymerization
GO_Biological_Process_2023::Regulation Of Oligodendrocyte Differentiation (GO:0048713),GO_Biological_Process_2023::Regulation Of Oligodendrocyte Differentiation (GO:0048713),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,DAAM2,1,Regulation of Oligodendrocyte Differentiation
GO_Biological_Process_2023::Regulation Of Protein Polymerization (GO:0032271),GO_Biological_Process_2023::Regulation Of Protein Polymerization (GO:0032271),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,DAAM2,1,Regulation of Protein Polymerization
GO_Biological_Process_2023::Vasculature Development (GO:0001944),GO_Biological_Process_2023::Vasculature Development (GO:0001944),1/49,8/1677,0.125,4.278061224489796,1.6119135003995706,0.2115906020642615,0.4434291086322801,0.410286485997183,PDGFRB,1,Vasculature Development
GO_Biological_Process_2023::Calcium Ion Transport (GO:0006816),GO_Biological_Process_2023::Calcium Ion Transport (GO:0006816),2/49,31/1677,0.06451612903225806,2.208031599736669,1.1774760250530825,0.2286494600117434,0.4450865608945326,0.41182005754480905,CACNA1C/TRPC3,2,Calcium Ion Transport
GO_Biological_Process_2023::Regulation Of ERK1 And ERK2 Cascade (GO:0070372),GO_Biological_Process_2023::Regulation Of ERK1 And ERK2 Cascade (GO:0070372),3/49,57/1677,0.05263157894736842,1.8012889366272824,1.0675221966570625,0.2306469426088629,0.4450865608945326,0.41182005754480905,PDGFRB/SLC30A10/GPER1,3,Regulation of Erk1 and Erk2 Cascade
GO_Biological_Process_2023::Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),GO_Biological_Process_2023::Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,CDH6,1,Cell-Cell Adhesion Mediated by Cadherin
GO_Biological_Process_2023::Cell Junction Organization (GO:0034330),GO_Biological_Process_2023::Cell Junction Organization (GO:0034330),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,SLC6A1,1,Cell Junction Organization
GO_Biological_Process_2023::Cellular Response To Peptide (GO:1901653),GO_Biological_Process_2023::Cellular Response To Peptide (GO:1901653),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,GPER1,1,Cellular Response to Peptide
GO_Biological_Process_2023::Learning (GO:0007612),GO_Biological_Process_2023::Learning (GO:0007612),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,SLC6A1,1,Learning
GO_Biological_Process_2023::Modified Amino Acid Transport (GO:0072337),GO_Biological_Process_2023::Modified Amino Acid Transport (GO:0072337),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,SLC19A1,1,Modified Amino Acid Transport
GO_Biological_Process_2023::Muscle Cell Development (GO:0055001),GO_Biological_Process_2023::Muscle Cell Development (GO:0055001),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,DMD,1,Muscle Cell Development
GO_Biological_Process_2023::Negative Regulation Of Autophagy (GO:0010507),GO_Biological_Process_2023::Negative Regulation Of Autophagy (GO:0010507),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,LZTS1,1,Negative Regulation of Autophagy
GO_Biological_Process_2023::Neuropeptide Signaling Pathway (GO:0007218),GO_Biological_Process_2023::Neuropeptide Signaling Pathway (GO:0007218),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,CYSLTR2,1,Neuropeptide Signaling Pathway
GO_Biological_Process_2023::Notch Signaling Pathway (GO:0007219),GO_Biological_Process_2023::Notch Signaling Pathway (GO:0007219),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,NOTCH3,1,Notch Signaling Pathway
GO_Biological_Process_2023::Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),GO_Biological_Process_2023::Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,PDGFRB,1,Platelet-Derived Growth Factor Receptor Signaling Pathway
GO_Biological_Process_2023::Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),GO_Biological_Process_2023::Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,GPER1,1,Positive Regulation of Epithelial Cell Apoptotic Process
GO_Biological_Process_2023::Positive Regulation Of Lipid Kinase Activity (GO:0090218),GO_Biological_Process_2023::Positive Regulation Of Lipid Kinase Activity (GO:0090218),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,PDGFRB,1,Positive Regulation of Lipid Kinase Activity
GO_Biological_Process_2023::Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377),GO_Biological_Process_2023::Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,GPER1,1,Positive Regulation of Protein Localization to Cell Periphery
GO_Biological_Process_2023::Regulation Of Cell Division (GO:0051302),GO_Biological_Process_2023::Regulation Of Cell Division (GO:0051302),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,TXNIP,1,Regulation of Cell Division
GO_Biological_Process_2023::Regulation Of Protein Localization (GO:0032880),GO_Biological_Process_2023::Regulation Of Protein Localization (GO:0032880),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,GPC5,1,Regulation of Protein Localization
GO_Biological_Process_2023::Regulation Of Protein Secretion (GO:0050708),GO_Biological_Process_2023::Regulation Of Protein Secretion (GO:0050708),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,RHBDF2,1,Regulation of Protein Secretion
GO_Biological_Process_2023::Regulation Of Receptor-Mediated Endocytosis (GO:0048259),GO_Biological_Process_2023::Regulation Of Receptor-Mediated Endocytosis (GO:0048259),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,SGIP1,1,Regulation of Receptor-Mediated Endocytosis
GO_Biological_Process_2023::Regulation Of T Cell Activation (GO:0050863),GO_Biological_Process_2023::Regulation Of T Cell Activation (GO:0050863),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,PAG1,1,Regulation of t Cell Activation
GO_Biological_Process_2023::Response To Peptide Hormone (GO:0043434),GO_Biological_Process_2023::Response To Peptide Hormone (GO:0043434),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,GPER1,1,Response to Peptide Hormone
GO_Biological_Process_2023::Response To Steroid Hormone (GO:0048545),GO_Biological_Process_2023::Response To Steroid Hormone (GO:0048545),1/49,9/1677,0.1111111111111111,3.8027210884353737,1.4622140740316047,0.23473743280054116,0.4450865608945326,0.41182005754480905,ATP1A2,1,Response to Steroid Hormone
GO_Biological_Process_2023::Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),GO_Biological_Process_2023::Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),2/49,32/1677,0.0625,2.139030612244898,1.1283277807342342,0.23961131786171533,0.4488508264839576,0.41530297571815344,PDGFRB/PTH1R,2,Positive Regulation of Cellular Biosynthetic Process
GO_Biological_Process_2023::Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),GO_Biological_Process_2023::Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),2/49,33/1677,0.06060606060606061,2.0742115027829313,1.0809452781676885,0.2506034849960648,0.4488508264839576,0.41530297571815344,GPC5/DAAM2,2,Regulation of Canonical Wnt Signaling Pathway
GO_Biological_Process_2023::Amide Transport (GO:0042886),GO_Biological_Process_2023::Amide Transport (GO:0042886),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,SLC19A1,1,Amide Transport
GO_Biological_Process_2023::Amino Acid Transmembrane Transport (GO:0003333),GO_Biological_Process_2023::Amino Acid Transmembrane Transport (GO:0003333),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,SLC38A11,1,Amino Acid Transmembrane Transport
GO_Biological_Process_2023::Anterior/Posterior Pattern Specification (GO:0009952),GO_Biological_Process_2023::Anterior/Posterior Pattern Specification (GO:0009952),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,HES4,1,Anterior/Posterior Pattern Specification
GO_Biological_Process_2023::Glycerophospholipid Metabolic Process (GO:0006650),GO_Biological_Process_2023::Glycerophospholipid Metabolic Process (GO:0006650),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,PDGFRB,1,Glycerophospholipid Metabolic Process
GO_Biological_Process_2023::Positive Regulation Of Locomotion (GO:0040017),GO_Biological_Process_2023::Positive Regulation Of Locomotion (GO:0040017),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,PDGFRB,1,Positive Regulation of Locomotion
GO_Biological_Process_2023::Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552),GO_Biological_Process_2023::Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,PDGFRB,1,Positive Regulation of Phosphatidylinositol 3-Kinase Activity
GO_Biological_Process_2023::Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),GO_Biological_Process_2023::Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,PDGFRB,1,Positive Regulation of Reactive Oxygen Species Metabolic Process
GO_Biological_Process_2023::Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),GO_Biological_Process_2023::Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,SGIP1,1,Positive Regulation of Receptor-Mediated Endocytosis
GO_Biological_Process_2023::Positive Regulation Of Synaptic Transmission (GO:0050806),GO_Biological_Process_2023::Positive Regulation Of Synaptic Transmission (GO:0050806),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,GPER1,1,Positive Regulation of Synaptic Transmission
GO_Biological_Process_2023::Purine Ribonucleotide Biosynthetic Process (GO:0009152),GO_Biological_Process_2023::Purine Ribonucleotide Biosynthetic Process (GO:0009152),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,GUCY1B1,1,Purine Ribonucleotide Biosynthetic Process
GO_Biological_Process_2023::Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),GO_Biological_Process_2023::Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,CACNA1C,1,Regulation of Cardiac Muscle Cell Action Potential
GO_Biological_Process_2023::Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),GO_Biological_Process_2023::Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,CACNA1C,1,Regulation of Cardiac Muscle Cell Contraction
GO_Biological_Process_2023::Regulation Of Dendrite Development (GO:0050773),GO_Biological_Process_2023::Regulation Of Dendrite Development (GO:0050773),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,LZTS1,1,Regulation of Dendrite Development
GO_Biological_Process_2023::Regulation Of Filopodium Assembly (GO:0051489),GO_Biological_Process_2023::Regulation Of Filopodium Assembly (GO:0051489),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,DAAM2,1,Regulation of Filopodium Assembly
GO_Biological_Process_2023::Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551),GO_Biological_Process_2023::Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551),1/49,10/1677,0.1,3.422448979591837,1.3325842804438226,0.2572181676882953,0.4488508264839576,0.41530297571815344,PDGFRB,1,Regulation of Phosphatidylinositol 3-Kinase Activity
