ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Description_clean
GO_Biological_Process_2023::Heart Development (GO:0007507),GO_Biological_Process_2023::Heart Development (GO:0007507),3/49,42/1677,0.07142857142857142,2.444606413994169,1.6444593874825488,0.12162621530776885,0.430566297017628,0.39838506212878344,PLCE1/CACNA1C/TBX2,3,Heart Development
GO_Biological_Process_2023::Calcium-Mediated Signaling (GO:0019722),GO_Biological_Process_2023::Calcium-Mediated Signaling (GO:0019722),2/49,21/1677,0.09523809523809523,3.2594752186588916,1.8071529478110742,0.12356108577394574,0.430566297017628,0.39838506212878344,PLCE1/CACNA1C,2,Calcium-Mediated Signaling
GO_Biological_Process_2023::Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),GO_Biological_Process_2023::Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),2/49,21/1677,0.09523809523809523,3.2594752186588916,1.8071529478110742,0.12356108577394574,0.430566297017628,0.39838506212878344,COL4A3/GPER1,2,Positive Regulation of Cysteine-Type Endopeptidase Activity Involved in Apoptotic Process
GO_Biological_Process_2023::Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068),GO_Biological_Process_2023::Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068),2/49,21/1677,0.09523809523809523,3.2594752186588916,1.8071529478110742,0.12356108577394574,0.430566297017628,0.39838506212878344,PDGFRB/GPER1,2,Positive Regulation of Phosphatidylinositol 3-Kinase Signaling
GO_Biological_Process_2023::Cellular Response To Hormone Stimulus (GO:0032870),GO_Biological_Process_2023::Cellular Response To Hormone Stimulus (GO:0032870),2/49,22/1677,0.09090909090909091,3.111317254174397,1.72891517067538,0.1334741473089424,0.430566297017628,0.39838506212878344,ATP1A2/GPER1,2,Cellular Response to Hormone Stimulus
GO_Biological_Process_2023::Regulation Of Kinase Activity (GO:0043549),GO_Biological_Process_2023::Regulation Of Kinase Activity (GO:0043549),2/49,22/1677,0.09090909090909091,3.111317254174397,1.72891517067538,0.1334741473089424,0.430566297017628,0.39838506212878344,PDGFRB/PLCE1,2,Regulation of Kinase Activity
GO_Biological_Process_2023::Axonal Fasciculation (GO:0007413),GO_Biological_Process_2023::Axonal Fasciculation (GO:0007413),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,CNTN4,1,Axonal Fasciculation
GO_Biological_Process_2023::Cardiac Muscle Cell Contraction (GO:0086003),GO_Biological_Process_2023::Cardiac Muscle Cell Contraction (GO:0086003),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,CACNA1C,1,Cardiac Muscle Cell Contraction
GO_Biological_Process_2023::Cardiac Muscle Contraction (GO:0060048),GO_Biological_Process_2023::Cardiac Muscle Contraction (GO:0060048),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,DMD,1,Cardiac Muscle Contraction
GO_Biological_Process_2023::Intracellular Sodium Ion Homeostasis (GO:0006883),GO_Biological_Process_2023::Intracellular Sodium Ion Homeostasis (GO:0006883),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,ATP1A2,1,Intracellular Sodium Ion Homeostasis
GO_Biological_Process_2023::Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),GO_Biological_Process_2023::Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,GPER1,1,Intracellular Steroid Hormone Receptor Signaling Pathway
GO_Biological_Process_2023::Keratinocyte Differentiation (GO:0030216),GO_Biological_Process_2023::Keratinocyte Differentiation (GO:0030216),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,TXNIP,1,Keratinocyte Differentiation
GO_Biological_Process_2023::Negative Regulation Of Lipid Metabolic Process (GO:0045833),GO_Biological_Process_2023::Negative Regulation Of Lipid Metabolic Process (GO:0045833),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,GPER1,1,Negative Regulation of Lipid Metabolic Process
GO_Biological_Process_2023::Positive Regulation Of Calcium Ion Import (GO:0090280),GO_Biological_Process_2023::Positive Regulation Of Calcium Ion Import (GO:0090280),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,PDGFRB,1,Positive Regulation of Calcium Ion Import
GO_Biological_Process_2023::Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613),GO_Biological_Process_2023::Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,TRPC3,1,Positive Regulation of Cardiac Muscle Hypertrophy
GO_Biological_Process_2023::Positive Regulation Of Mitotic Nuclear Division (GO:0045840),GO_Biological_Process_2023::Positive Regulation Of Mitotic Nuclear Division (GO:0045840),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,PDGFRB,1,Positive Regulation of Mitotic Nuclear Division
GO_Biological_Process_2023::Positive Regulation Of Peptide Hormone Secretion (GO:0090277),GO_Biological_Process_2023::Positive Regulation Of Peptide Hormone Secretion (GO:0090277),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,GPER1,1,Positive Regulation of Peptide Hormone Secretion
GO_Biological_Process_2023::Positive Regulation Of Phosphatase Activity (GO:0010922),GO_Biological_Process_2023::Positive Regulation Of Phosphatase Activity (GO:0010922),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,PDGFRB,1,Positive Regulation of Phosphatase Activity
GO_Biological_Process_2023::Positive Regulation Of Phosphate Metabolic Process (GO:0045937),GO_Biological_Process_2023::Positive Regulation Of Phosphate Metabolic Process (GO:0045937),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,PTH1R,1,Positive Regulation of Phosphate Metabolic Process
GO_Biological_Process_2023::Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),GO_Biological_Process_2023::Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,PDGFRB,1,Positive Regulation of Phosphoprotein Phosphatase Activity
GO_Biological_Process_2023::Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200),GO_Biological_Process_2023::Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,GPER1,1,Positive Regulation of Release of Cytochrome c from Mitochondria
GO_Biological_Process_2023::Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),GO_Biological_Process_2023::Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,GPER1,1,Positive Regulation of Release of Sequestered Calcium Ion into Cytosol
GO_Biological_Process_2023::Regulation Of Calcium Ion Transmembrane Transport (GO:1903169),GO_Biological_Process_2023::Regulation Of Calcium Ion Transmembrane Transport (GO:1903169),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,ATP1A2,1,Regulation of Calcium Ion Transmembrane Transport
GO_Biological_Process_2023::Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043),GO_Biological_Process_2023::Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,TBX2,1,Regulation of Cardiac Muscle Cell Proliferation
GO_Biological_Process_2023::Regulation Of Lipid Biosynthetic Process (GO:0046890),GO_Biological_Process_2023::Regulation Of Lipid Biosynthetic Process (GO:0046890),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,GPER1,1,Regulation of Lipid Biosynthetic Process
GO_Biological_Process_2023::Regulation Of Macroautophagy (GO:0016241),GO_Biological_Process_2023::Regulation Of Macroautophagy (GO:0016241),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,LZTS1,1,Regulation of Macroautophagy
GO_Biological_Process_2023::Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),GO_Biological_Process_2023::Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,PDGFRB,1,Regulation of Phosphoprotein Phosphatase Activity
GO_Biological_Process_2023::Relaxation Of Cardiac Muscle (GO:0055119),GO_Biological_Process_2023::Relaxation Of Cardiac Muscle (GO:0055119),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,ATP1A2,1,Relaxation of Cardiac Muscle
GO_Biological_Process_2023::Relaxation Of Muscle (GO:0090075),GO_Biological_Process_2023::Relaxation Of Muscle (GO:0090075),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,ATP1A2,1,Relaxation of Muscle
GO_Biological_Process_2023::Response To Muscle Stretch (GO:0035994),GO_Biological_Process_2023::Response To Muscle Stretch (GO:0035994),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,DMD,1,Response to Muscle Stretch
GO_Biological_Process_2023::Sodium Ion Export Across Plasma Membrane (GO:0036376),GO_Biological_Process_2023::Sodium Ion Export Across Plasma Membrane (GO:0036376),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,ATP1A2,1,Sodium Ion Export Across Plasma Membrane
GO_Biological_Process_2023::Sodium Ion Homeostasis (GO:0055078),GO_Biological_Process_2023::Sodium Ion Homeostasis (GO:0055078),1/49,5/1677,0.2,6.844897959183674,2.2701347992634964,0.13795765016466954,0.430566297017628,0.39838506212878344,ATP1A2,1,Sodium Ion Homeostasis
GO_Biological_Process_2023::Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),GO_Biological_Process_2023::Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),2/49,23/1677,0.08695652173913043,2.9760425909494232,1.6550088225908686,0.14356433476001515,0.430566297017628,0.39838506212878344,PTH1R/GPER1,2,Adenylate Cyclase-Activating g Protein-Coupled Receptor Signaling Pathway
GO_Biological_Process_2023::Muscle Contraction (GO:0006936),GO_Biological_Process_2023::Muscle Contraction (GO:0006936),2/49,23/1677,0.08695652173913043,2.9760425909494232,1.6550088225908686,0.14356433476001515,0.430566297017628,0.39838506212878344,GJC1/SNTB1,2,Muscle Contraction
GO_Biological_Process_2023::Regulation Of Actin Cytoskeleton Organization (GO:0032956),GO_Biological_Process_2023::Regulation Of Actin Cytoskeleton Organization (GO:0032956),2/49,23/1677,0.08695652173913043,2.9760425909494232,1.6550088225908686,0.14356433476001515,0.430566297017628,0.39838506212878344,PDGFRB/DAAM2,2,Regulation of Actin Cytoskeleton Organization
GO_Biological_Process_2023::Organic Substance Transport (GO:0071702),GO_Biological_Process_2023::Organic Substance Transport (GO:0071702),3/49,46/1677,0.06521739130434782,2.232031943212067,1.4695411451937523,0.14853861115499206,0.430566297017628,0.39838506212878344,TRPC3/SLC19A1/TXNIP,3,Organic Substance Transport
GO_Biological_Process_2023::Regulation Of Cytoskeleton Organization (GO:0051493),GO_Biological_Process_2023::Regulation Of Cytoskeleton Organization (GO:0051493),2/49,24/1677,0.08333333333333333,2.8520408163265305,1.5849938981796066,0.15381341188376754,0.430566297017628,0.39838506212878344,PDGFRB/DAAM2,2,Regulation of Cytoskeleton Organization
GO_Biological_Process_2023::Acidic Amino Acid Transport (GO:0015800),GO_Biological_Process_2023::Acidic Amino Acid Transport (GO:0015800),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,SLC6A1,1,Acidic Amino Acid Transport
GO_Biological_Process_2023::Acylglycerol Metabolic Process (GO:0006639),GO_Biological_Process_2023::Acylglycerol Metabolic Process (GO:0006639),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,DGKB,1,Acylglycerol Metabolic Process
GO_Biological_Process_2023::Amide Biosynthetic Process (GO:0043604),GO_Biological_Process_2023::Amide Biosynthetic Process (GO:0043604),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,DMD,1,Amide Biosynthetic Process
GO_Biological_Process_2023::Camera-Type Eye Development (GO:0043010),GO_Biological_Process_2023::Camera-Type Eye Development (GO:0043010),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,CACNA1C,1,Camera-Type Eye Development
GO_Biological_Process_2023::Cellular Response To Glucose Stimulus (GO:0071333),GO_Biological_Process_2023::Cellular Response To Glucose Stimulus (GO:0071333),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,GPER1,1,Cellular Response to Glucose Stimulus
GO_Biological_Process_2023::Cellular Response To Hexose Stimulus (GO:0071331),GO_Biological_Process_2023::Cellular Response To Hexose Stimulus (GO:0071331),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,GPER1,1,Cellular Response to Hexose Stimulus
GO_Biological_Process_2023::Cyclic Nucleotide Biosynthetic Process (GO:0009190),GO_Biological_Process_2023::Cyclic Nucleotide Biosynthetic Process (GO:0009190),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,GUCY1B1,1,Cyclic Nucleotide Biosynthetic Process
"GO_Biological_Process_2023::G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)","GO_Biological_Process_2023::G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)",1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,PTH1R,1,"g Protein-Coupled Receptor Signaling Pathway, Coupled to Cyclic Nucleotide Second Messenger"
GO_Biological_Process_2023::Intracellular Potassium Ion Homeostasis (GO:0030007),GO_Biological_Process_2023::Intracellular Potassium Ion Homeostasis (GO:0030007),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,ATP1A2,1,Intracellular Potassium Ion Homeostasis
GO_Biological_Process_2023::Lipid Modification (GO:0030258),GO_Biological_Process_2023::Lipid Modification (GO:0030258),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,DGKB,1,Lipid Modification
GO_Biological_Process_2023::Membrane Repolarization (GO:0086009),GO_Biological_Process_2023::Membrane Repolarization (GO:0086009),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,ATP1A2,1,Membrane Repolarization
GO_Biological_Process_2023::Muscle Tissue Development (GO:0060537),GO_Biological_Process_2023::Muscle Tissue Development (GO:0060537),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,DMD,1,Muscle Tissue Development
GO_Biological_Process_2023::Negative Regulation Of Cellular Metabolic Process (GO:0031324),GO_Biological_Process_2023::Negative Regulation Of Cellular Metabolic Process (GO:0031324),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,TBX2,1,Negative Regulation of Cellular Metabolic Process
GO_Biological_Process_2023::Negative Regulation Of Neuron Differentiation (GO:0045665),GO_Biological_Process_2023::Negative Regulation Of Neuron Differentiation (GO:0045665),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,CNTN4,1,Negative Regulation of Neuron Differentiation
GO_Biological_Process_2023::Negative Regulation Of Protein Kinase B Signaling (GO:0051898),GO_Biological_Process_2023::Negative Regulation Of Protein Kinase B Signaling (GO:0051898),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,GPER1,1,Negative Regulation of Protein Kinase b Signaling
GO_Biological_Process_2023::Negative Regulation Of Protein Secretion (GO:0050709),GO_Biological_Process_2023::Negative Regulation Of Protein Secretion (GO:0050709),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,RHBDF2,1,Negative Regulation of Protein Secretion
GO_Biological_Process_2023::Organic Cation Transport (GO:0015695),GO_Biological_Process_2023::Organic Cation Transport (GO:0015695),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,SLC6A12,1,Organic Cation Transport
GO_Biological_Process_2023::Peptide Biosynthetic Process (GO:0043043),GO_Biological_Process_2023::Peptide Biosynthetic Process (GO:0043043),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,DMD,1,Peptide Biosynthetic Process
GO_Biological_Process_2023::Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913),GO_Biological_Process_2023::Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,PTH1R,1,Positive Regulation of Carbohydrate Metabolic Process
GO_Biological_Process_2023::Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353),GO_Biological_Process_2023::Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,GPER1,1,Positive Regulation of Endothelial Cell Apoptotic Process
GO_Biological_Process_2023::Positive Regulation Of Nuclear Division (GO:0051785),GO_Biological_Process_2023::Positive Regulation Of Nuclear Division (GO:0051785),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,PDGFRB,1,Positive Regulation of Nuclear Division
GO_Biological_Process_2023::Positive Regulation Of Phospholipase Activity (GO:0010518),GO_Biological_Process_2023::Positive Regulation Of Phospholipase Activity (GO:0010518),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,PDGFRB,1,Positive Regulation of Phospholipase Activity
GO_Biological_Process_2023::Positive Regulation Of Sodium Ion Transmembrane Transport (GO:1902307),GO_Biological_Process_2023::Positive Regulation Of Sodium Ion Transmembrane Transport (GO:1902307),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,DMD,1,Positive Regulation of Sodium Ion Transmembrane Transport
GO_Biological_Process_2023::Regulation Of Cell Cycle Process (GO:0010564),GO_Biological_Process_2023::Regulation Of Cell Cycle Process (GO:0010564),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,GPER1,1,Regulation of Cell Cycle Process
GO_Biological_Process_2023::Regulation Of Chemotaxis (GO:0050920),GO_Biological_Process_2023::Regulation Of Chemotaxis (GO:0050920),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,PDGFRB,1,Regulation of Chemotaxis
GO_Biological_Process_2023::Regulation Of Lamellipodium Assembly (GO:0010591),GO_Biological_Process_2023::Regulation Of Lamellipodium Assembly (GO:0010591),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,PLCE1,1,Regulation of Lamellipodium Assembly
GO_Biological_Process_2023::Regulation Of Protein Localization To Membrane (GO:1905475),GO_Biological_Process_2023::Regulation Of Protein Localization To Membrane (GO:1905475),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,GPC5,1,Regulation of Protein Localization to Membrane
GO_Biological_Process_2023::Regulation Of Ras Protein Signal Transduction (GO:0046578),GO_Biological_Process_2023::Regulation Of Ras Protein Signal Transduction (GO:0046578),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,PLCE1,1,Regulation of Ras Protein Signal Transduction
GO_Biological_Process_2023::Response To ATP (GO:0033198),GO_Biological_Process_2023::Response To ATP (GO:0033198),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,TRPC3,1,Response to Atp
GO_Biological_Process_2023::Vasculogenesis (GO:0001570),GO_Biological_Process_2023::Vasculogenesis (GO:0001570),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,PDGFRB,1,Vasculogenesis
GO_Biological_Process_2023::Vasodilation (GO:0042311),GO_Biological_Process_2023::Vasodilation (GO:0042311),1/49,6/1677,0.16666666666666666,5.704081632653061,2.0020277680215863,0.16322085300075306,0.430566297017628,0.39838506212878344,GPER1,1,Vasodilation
GO_Biological_Process_2023::Neuron Development (GO:0048666),GO_Biological_Process_2023::Neuron Development (GO:0048666),2/49,25/1677,0.08,2.7379591836734694,1.5184916302024754,0.1642040173351975,0.430566297017628,0.39838506212878344,CNTN4/DMD,2,Neuron Development
GO_Biological_Process_2023::Axon Guidance (GO:0007411),GO_Biological_Process_2023::Axon Guidance (GO:0007411),3/49,49/1677,0.061224489795918366,2.0953769262807165,1.349715623524706,0.16989933460447845,0.430566297017628,0.39838506212878344,NOTCH3/CNTN4/UNC5C,3,Axon Guidance
GO_Biological_Process_2023::Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),GO_Biological_Process_2023::Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),2/49,26/1677,0.07692307692307693,2.63265306122449,1.4551738818496625,0.17471963082739445,0.430566297017628,0.39838506212878344,PDGFRB/GPER1,2,Regulation of Phosphatidylinositol 3-Kinase Signaling
GO_Biological_Process_2023::Axonogenesis (GO:0007409),GO_Biological_Process_2023::Axonogenesis (GO:0007409),3/49,50/1677,0.06,2.053469387755102,1.3116591487109812,0.17721569063762968,0.430566297017628,0.39838506212878344,NOTCH3/CNTN4/UNC5C,3,Axonogenesis
GO_Biological_Process_2023::Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),GO_Biological_Process_2023::Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GRM8,1,Adenylate Cyclase-Inhibiting g Protein-Coupled Receptor Signaling Pathway
GO_Biological_Process_2023::ATP Metabolic Process (GO:0046034),GO_Biological_Process_2023::ATP Metabolic Process (GO:0046034),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,ATP1A2,1,Atp Metabolic Process
GO_Biological_Process_2023::Cardiac Muscle Cell Development (GO:0055013),GO_Biological_Process_2023::Cardiac Muscle Cell Development (GO:0055013),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PDGFRB,1,Cardiac Muscle Cell Development
GO_Biological_Process_2023::Cellular Response To Corticosteroid Stimulus (GO:0071384),GO_Biological_Process_2023::Cellular Response To Corticosteroid Stimulus (GO:0071384),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GPER1,1,Cellular Response to Corticosteroid Stimulus
GO_Biological_Process_2023::Dendrite Self-Avoidance (GO:0070593),GO_Biological_Process_2023::Dendrite Self-Avoidance (GO:0070593),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,CNTN4,1,Dendrite Self-Avoidance
GO_Biological_Process_2023::Dicarboxylic Acid Metabolic Process (GO:0043648),GO_Biological_Process_2023::Dicarboxylic Acid Metabolic Process (GO:0043648),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,SLC19A1,1,Dicarboxylic Acid Metabolic Process
GO_Biological_Process_2023::Dicarboxylic Acid Transport (GO:0006835),GO_Biological_Process_2023::Dicarboxylic Acid Transport (GO:0006835),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,SLC19A1,1,Dicarboxylic Acid Transport
GO_Biological_Process_2023::Endocardial Cushion Morphogenesis (GO:0003203),GO_Biological_Process_2023::Endocardial Cushion Morphogenesis (GO:0003203),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,TBX2,1,Endocardial Cushion Morphogenesis
GO_Biological_Process_2023::Intracellular Glucose Homeostasis (GO:0001678),GO_Biological_Process_2023::Intracellular Glucose Homeostasis (GO:0001678),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,GPER1,1,Intracellular Glucose Homeostasis
GO_Biological_Process_2023::Memory (GO:0007613),GO_Biological_Process_2023::Memory (GO:0007613),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,SLC6A1,1,Memory
GO_Biological_Process_2023::Mesenchyme Morphogenesis (GO:0072132),GO_Biological_Process_2023::Mesenchyme Morphogenesis (GO:0072132),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,TBX2,1,Mesenchyme Morphogenesis
GO_Biological_Process_2023::Monoatomic Cation Transport (GO:0006812),GO_Biological_Process_2023::Monoatomic Cation Transport (GO:0006812),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,ATP1A2,1,Monoatomic Cation Transport
GO_Biological_Process_2023::mRNA Metabolic Process (GO:0016071),GO_Biological_Process_2023::mRNA Metabolic Process (GO:0016071),1/49,7/1677,0.14285714285714285,4.889212827988338,1.7883822091734263,0.18775836239809807,0.430566297017628,0.39838506212878344,PCBP3,1,Mrna Metabolic Process
