"logFC","AveExpr","t","P.Value","adj.P.Val","B","probe_id","symbol","neg_log10_fdr","category"
0.318718881698401,7.73021817969231,8.98149308904257,2.32040277055859e-16,9.13130025967242e-14,26.6195584961208,"ILMN_2044572","TBC1D20",13.0394673763109,"NS"
0.213909259067326,6.34122557578462,8.98032091605756,2.33794112840829e-16,9.13130025967242e-14,26.6122199156182,"ILMN_1814369","C21orf62",13.0394673763109,"NS"
-1.0335018942308,10.8186427303538,-8.97748652530976,2.38089601749769e-16,9.1604220825117e-14,26.5944763433758,"ILMN_2038775","TUBB2A",13.0380845149913,"Down in AD"
0.428047180746791,10.1717494149385,8.94704455632986,2.89467712318933e-16,1.08042865647875e-13,26.404049240898,"ILMN_1779185","SPECC1L",12.966403905431,"NS"
0.131455564250368,6.50104396186154,8.94866599320301,2.86472595092856e-16,1.08042865647875e-13,26.4141853952546,"ILMN_1655405","SCARF2",12.966403905431,"NS"
-0.131658841179887,6.37021308073333,-8.94299103959893,2.970921153834e-16,1.08796564422632e-13,26.3787125886333,"ILMN_1778382","C17orf102",12.9633848185703,"NS"
-0.422406500106249,11.5247939632308,-8.93002874019339,3.22837399136498e-16,1.16817175556593e-13,26.2977226043141,"ILMN_1794912","ATP5PD",12.9324932984817,"NS"
0.423755086421944,6.8386309876359,8.92436141726799,3.34778572637686e-16,1.19712879003794e-13,26.262327531797,"ILMN_1811579","HOMER3",12.9218591246195,"NS"
0.633943135756154,7.98850856500513,8.91901249294543,3.46450855598149e-16,1.2244620646402e-13,26.2289294172514,"ILMN_1686889","FAM229B",12.9120546653148,"Up in AD"
-0.591242831635809,11.0876999227692,-8.91595865146733,3.53295179939992e-16,1.23429965451449e-13,26.2098652235433,"ILMN_1798485","ATP6V1E1",12.9085793925687,"Down in AD"
0.402159771536924,7.13507804794872,8.91065954336976,3.65491762628063e-16,1.26240024148636e-13,26.1767908555751,"ILMN_3248218","SNORD104",12.8988029310578,"NS"
0.243499290245634,6.58704028179487,8.90384162712797,3.81800984171225e-16,1.30391470942521e-13,26.134248692676,"ILMN_1709044","TGIF2",12.8847508153813,"NS"
0.532900690881548,8.66081313892308,8.8843161337431,4.32615563679091e-16,1.46103889533622e-13,26.0124882562799,"ILMN_1745501","DNALI1",12.8353382222553,"NS"
0.539552190371765,7.26991089309231,8.878068597955,4.50251545875422e-16,1.50388964141576e-13,25.9735520237898,"ILMN_3258356","RPSAP52",12.8227840320174,"NS"
0.758276683845992,9.73820268779487,8.85929333528753,5.07663277142736e-16,1.6415346073142e-13,25.8566078819903,"ILMN_1755737","TRABD",12.7847499569144,"Up in AD"
-0.396680735619398,7.3934221612,-8.8604445421482,5.03942801178694e-16,1.6415346073142e-13,25.8637753755588,"ILMN_2363489","BABAM2",12.7847499569144,"NS"
0.239595083926993,7.08823931751282,8.85201580873812,5.31822154052214e-16,1.70155098657022e-13,25.811306429724,"ILMN_1707553","GAREM1",12.7691550328424,"NS"
-0.294523673615717,7.83220046337436,-8.83909464439798,5.77561586348956e-16,1.82864421011214e-13,25.7309123063166,"ILMN_1742731","SLC35A2",12.7378707847455,"NS"
-0.275540965230802,7.42394912929231,-8.83338274735556,5.99006216539618e-16,1.8769890671878e-13,25.6953890537044,"ILMN_1665554","BRF2",12.7265382569865,"NS"
-1.22919212154324,9.70114586020513,-8.82556767063677,6.29633103554573e-16,1.95282634515727e-13,25.6468012759315,"ILMN_1757497","VGF",12.7093363745786,"Down in AD"
0.322767805304649,7.30311040744615,8.82318979450804,6.39256729410875e-16,1.962647302065e-13,25.6320211404567,"ILMN_1664644","ATG16L2",12.707157738367,"NS"
0.386938894535556,7.77110932720513,8.81992490978083,6.52708540772247e-16,1.98390760967724e-13,25.6117303462912,"ILMN_1661500","B4GALT4",12.7024785567492,"NS"
0.259401764592888,10.8483743150769,8.80624683878415,7.12186753196939e-16,2.14325904588326e-13,25.5267572319883,"ILMN_1666399","RING1",12.6689253346051,"NS"
