receiver_context,target_family,gene_set_type,n_genes,genes
Cerebrovascular cells,Vascular,receiver_AD_enriched_P_lt_0.05,130,MT1A;SELENOP;ATP1B3;SAMHD1;LITAF;RNF19B;KRT10;DYNLRB1;GRAMD1A;EVA1B;SDF2L1;VWA1;SCARB2;XBP1;PRKD2;ZZEF1;MOB2;ATP6V1D;GBP2;SETX;POLR2L;SUSD6;ELK3;SERPINB1;ATP5MG;AZI2;HECA;S1PR3;NDUFS2;TNFRSF10D;NAMPT;TIMP1;SNRPB2;CNDP2;PSME1;PFDN5;SCAND1;C2ORF83;NENF;IPO11;HSPA5;B3GNT2;DBI;GBP4;MED1;KBTBD2;LEMD3;OPA3;CCNL1;RASSF8;PLP1;CMPK1;CYTH1;IER3;TUT7;LRP10;RCL1;APOL6;AIF1L;CISD1;NFIL3;TSPO;GSTP1;HBP1;STAU2;HADHA;DUSP22;FAM110D;CEMIP2;UBE2Q1;ITM2B;MCFD2;RPS6KA3;VPS28;RAMP3;CLPTM1;ATP6V1F;FES;SPIDR;ITPR3;LIMA1;HPCAL1;FOXC1;VAMP5;CDK2AP2;PLAT;SLFN5;PSMA7;MT1M;TRMT112;NCOA4;GEM;VPS26A;PITPNA;ZC3H13;RPL24;PMAIP1;CDA;JUNB;EIF3J;FNBP4;PRKX;CCDC69;TMEM44;CAT;PGAP1;ETV6;SGMS1;RABAC1;STARD4;GIMAP7;CARHSP1;NEDD4;TNFSF10;PODN;PHLDA1;BTG1;TM4SF18;ETS2;SNU13;USP34;TPST2;SRSF8;DHX9;EIF1B;ST6GAL1;CLCN3;PRX;CDC27;GALNT15
