receiver_context,target_clean,max_regulatory_potential,sum_regulatory_potential,n_supporting_top_ligands,best_ligand,supporting_ligands_top5,logFC,PValue,FDR,direction,neglog10P,upstream_evidence_score,upstream_priority_tier,upstream_sources,celloracle_rank_in_lineage,celloracle_perturbation_score,celloracle_log2FC_AD_vs_CN,abs_logFC,display_class
Astrocytes,PSMB6,0.039165211498896214,0.11409366116378368,20,EGF,EGF:0.0392;S100A4:0.0057;IL1B:0.0054;IL6:0.0053;BMP2:0.0052,0.399907955196477,0.0259688574301126,0.471135001914774,AD-enriched_nominal,1.58554715790682,NA,NA,NA,NA,NA,NA,0.399907955196477,NicheNet target
Astrocytes,FAM151B,0.03885082602901685,0.08823887273408884,20,TGFB1,TGFB1:0.0389;IL1B:0.004;IL6:0.0039;BMP2:0.0037;S100A4:0.0034,0.365042662562822,0.0186409008934658,0.433148421253587,AD-enriched_nominal,1.72953310251817,NA,NA,NA,NA,NA,NA,0.365042662562822,NicheNet target
Astrocytes,HAP1,0.03845644963478888,0.09502272428903444,20,TGFB1,TGFB1:0.0385;BMP2:0.0045;S100A4:0.0044;BMP1:0.0043;IL1B:0.0036,0.713150788707126,0.00226254212307715,0.212068289912575,AD-enriched_nominal,2.64540332653174,NA,NA,NA,NA,NA,NA,0.713150788707126,NicheNet target
Astrocytes,HSBP1L1,0.038296674816060555,0.08243817641378526,20,TGFB1,TGFB1:0.0383;IL6:0.0037;S100A4:0.0033;IL1B:0.0031;BMP2:0.003,0.32430688439443,6.0763430885168e-4,0.134731645423271,AD-enriched_nominal,3.21635771255068,NA,NA,NA,NA,NA,NA,0.32430688439443,NicheNet target
Astrocytes,GALNT3,0.028345750869963028,0.1480018280817928,20,PDGFB,PDGFB:0.0283;S100A4:0.0106;IL6:0.0102;BMP2:0.0089;IL1B:0.0082,0.793568742030999,0.0319500735342704,0.495208642479147,AD-enriched_nominal,1.49552813795969,NA,NA,NA,NA,NA,NA,0.793568742030999,NicheNet target
Astrocytes,NPEPPS,0.027034071421491716,0.11153636846251307,20,TGFB1,TGFB1:0.027;S100A4:0.0071;IL1B:0.0068;BMP2:0.0067;IL6:0.006,0.108973833140588,0.0338551976652621,0.500013482890546,AD-enriched_nominal,1.47037464620914,NA,NA,NA,NA,NA,NA,0.108973833140588,NicheNet target
Astrocytes,FAM50B,0.02688384276507069,0.11579438573121946,20,PDGFB,PDGFB:0.0269;IL6:0.0072;BMP2:0.0068;IL1B:0.0066;FGF2:0.006,0.443862044353518,0.0121575375456315,0.38259660752822,AD-enriched_nominal,1.91515438054363,NA,NA,NA,NA,NA,NA,0.443862044353518,NicheNet target
Astrocytes,CTNND2,0.025666362039596793,0.1248319304259372,20,PDGFB,PDGFB:0.0257;S100A4:0.0086;BMP2:0.0074;IL6:0.007;IL1B:0.0065,0.132997861122663,0.0441671937102873,0.531021183494576,AD-enriched_nominal,1.3549001940143,NA,NA,NA,NA,NA,NA,0.132997861122663,NicheNet target
Astrocytes,FBXL18,0.025104886397870788,0.11278463414598122,20,PDGFB,PDGFB:0.0251;S100A4:0.0071;TGFB3:0.0064;IL1B:0.0063;BMP2:0.0063,0.147660419359799,0.0484720147034756,0.546967771293195,AD-enriched_nominal,1.31450892877285,NA,NA,NA,NA,NA,NA,0.147660419359799,NicheNet target
Astrocytes,TBX19,0.025101910190477646,0.07652389380663037,20,TGFB1,TGFB1:0.0251;TGFB3:0.0047;BMP1:0.0042;S100A4:0.0039;BMP2:0.0039,0.402118550423965,0.0142799611819263,0.397005364804399,AD-enriched_nominal,1.84527297312694,NA,NA,NA,NA,NA,NA,0.402118550423965,NicheNet target
Astrocytes,PLP1,0.024221435888931123,0.08936875822655664,20,IL1B,IL1B:0.0242;IL6:0.0059;BMP2:0.0054;S100A4:0.0053;TGFB1:0.0043,0.754282853723846,0.0278070065330458,0.476383681480149,AD-enriched_nominal,1.55584576108742,NA,NA,NA,NA,NA,NA,0.754282853723846,NicheNet target
Astrocytes,MPI,0.024105594781615638,0.0909855453873434,20,PDGFB,PDGFB:0.0241;IL1B:0.0052;S100A4:0.005;IL6:0.0046;BMP2:0.0045,0.202416905533575,0.049991834423317,0.551529084104094,AD-enriched_nominal,1.30110092675397,NA,NA,NA,NA,NA,NA,0.202416905533575,NicheNet target
Astrocytes,ZNF696,0.023976640197001464,0.07834161292577835,20,TGFB1,TGFB1:0.024;S100A4:0.0059;BMP2:0.0041;IL1B:0.0037;BMP1:0.0036,0.297184957582271,0.028008707723234,0.476383681480149,AD-enriched_nominal,1.5527069283637,NA,NA,NA,NA,NA,NA,0.297184957582271,NicheNet target
Astrocytes,KANK2,0.02210984452243097,0.10526802490909574,20,FGF1,FGF1:0.0221;S100A4:0.0067;BMP2:0.0065;IL1B:0.0058;BMP1:0.0053,0.597157411580851,8.98935248349234e-5,0.0698725415265948,AD-enriched_nominal,4.04627159002139,NA,NA,NA,NA,NA,NA,0.597157411580851,NicheNet target
Astrocytes,RAP2B,0.01640627704705366,0.15410495914131592,20,S100A4,S100A4:0.0164;BMP1:0.0106;BMP2:0.0102;TGFB3:0.0093;IL1B:0.0093,0.331463109278073,0.0251514836785585,0.468931021785615,AD-enriched_nominal,1.59943639094979,NA,NA,NA,NA,NA,NA,0.331463109278073,NicheNet target
Astrocytes,LCOR,0.01385740138136884,0.17517313772876605,20,IL6,IL6:0.0139;BMP2:0.0137;IL1B:0.0132;S100A4:0.0117;BMP1:0.0112,0.195361706435289,0.0378792656053095,0.510018541941708,AD-enriched_nominal,1.42159844959098,NA,NA,NA,NA,NA,NA,0.195361706435289,NicheNet target
Astrocytes,SLC38A2,0.01363154602847877,0.18123364220389018,20,BMP2,BMP2:0.0136;IL1B:0.0132;IL6:0.0131;S100A4:0.0129;TGFB3:0.0111,0.645796932230815,0.00497762324863824,0.297208213466159,AD-enriched_nominal,2.30297797780164,NA,NA,NA,NA,NA,NA,0.645796932230815,NicheNet target
Astrocytes,CD74,0.013067019051514568,0.15723931618357292,20,IL1B,IL1B:0.0131;IL6:0.0119;ICAM1:0.0115;S100A4:0.0114;BMP2:0.01,0.761648702738537,4.7442528200021e-4,0.123074794611444,AD-enriched_nominal,3.32383217558683,NA,NA,NA,NA,NA,NA,0.761648702738537,NicheNet target
Astrocytes,PHLDA3,0.012818753330256219,0.13498608546754426,20,S100A4,S100A4:0.0128;BMP2:0.0094;IL1B:0.0093;IL6:0.0091;BMP1:0.0079,0.310419172127971,0.0390654473898007,0.512815534334944,AD-enriched_nominal,1.40820719764881,NA,NA,NA,NA,NA,NA,0.310419172127971,NicheNet target
Astrocytes,FANCC,0.012632388868933198,0.1262043341731072,20,S100A4,S100A4:0.0126;BMP2:0.0088;IL6:0.0081;IL1B:0.008;TGFB1:0.0073,0.327898244632095,0.00474545187262754,0.295020027575006,AD-enriched_nominal,2.3237224267678,NA,NA,NA,NA,NA,NA,0.327898244632095,NicheNet target
Astrocytes,VASP,0.012248857085000774,0.1487501369750786,20,IL1B,IL1B:0.0122;S100A4:0.0114;BMP2:0.0103;IL6:0.0099;ICAM1:0.0091,0.389958343627745,0.00885796730299188,0.350892691384595,AD-enriched_nominal,2.05266592713959,NA,NA,NA,NA,NA,NA,0.389958343627745,NicheNet target
Astrocytes,ASPSCR1,0.011853864324525686,0.16285850840576982,20,IL1B,IL1B:0.0119;BMP2:0.0117;S100A4:0.0114;IL6:0.0103;TGFB1:0.0094,0.186909102862847,0.0470372670410503,0.540279517774272,AD-enriched_nominal,1.32755791957374,NA,NA,NA,NA,NA,NA,0.186909102862847,NicheNet target
Astrocytes,PLEKHG3,0.011301419782236038,0.1228482701236563,20,S100A4,S100A4:0.0113;IL6:0.0082;IL1B:0.0078;BMP1:0.0077;BMP2:0.0076,0.450920744659974,0.00369922127272727,0.265724265128749,AD-enriched_nominal,2.43188969013627,NA,NA,NA,NA,NA,NA,0.450920744659974,NicheNet target
Astrocytes,RHOQ,0.011280535715765516,0.1475905749096404,20,S100A4,S100A4:0.0113;IL1B:0.011;IL6:0.0109;BMP2:0.0096;FGF2:0.0091,0.431783423846543,3.3402249738441e-4,0.103808894578626,AD-enriched_nominal,3.4762242812098,NA,NA,NA,NA,NA,NA,0.431783423846543,NicheNet target
Astrocytes,RAD23B,0.01126079320132226,0.1514343872369478,20,S100A4,S100A4:0.0113;BMP2:0.0108;BMP1:0.0108;TGFB3:0.0108;IL1B:0.0102,0.120755421795628,0.0409362948921147,0.523081721258958,AD-enriched_nominal,1.38789146750465,NA,NA,NA,NA,NA,NA,0.120755421795628,NicheNet target
Astrocytes,SLC17A5,0.01115543198996669,0.13599970135841036,20,IL6,IL6:0.0112;S100A4:0.0101;IL1B:0.0101;BMP2:0.009;FGF2:0.0084,0.232088456091371,0.0313444297993559,0.489575083985304,AD-enriched_nominal,1.50383962619975,NA,NA,NA,NA,NA,NA,0.232088456091371,NicheNet target
Astrocytes,LRRC1,0.010647414062880486,0.11693895025606087,20,S100A4,S100A4:0.0106;IL6:0.0082;BMP2:0.008;IL1B:0.0073;BMP1:0.0068,0.195337883549951,0.0363756022369483,0.505085630854057,AD-enriched_nominal,1.43918980773749,NA,NA,NA,NA,NA,NA,0.195337883549951,NicheNet target
Astrocytes,MAPT,0.010627728616787332,0.11276117620183272,20,S100A4,S100A4:0.0106;BMP2:0.0074;IL6:0.0071;IL1B:0.0068;TGFB1:0.0064,0.255507218406833,0.0216569152777798,0.448139791802823,AD-enriched_nominal,1.66440340243106,NA,NA,NA,NA,NA,NA,0.255507218406833,NicheNet target
Astrocytes,DARS2,0.010509503815042618,0.12674362486356308,20,S100A4,S100A4:0.0105;BMP2:0.009;IL1B:0.0089;IL6:0.008;TGFB1:0.0075,0.18773447201418,0.0367500631423972,0.505839590313959,AD-enriched_nominal,1.43474191039282,NA,NA,NA,NA,NA,NA,0.18773447201418,NicheNet target
Astrocytes,ERBIN,0.010368442818665311,0.122191095729037,20,S100A4,S100A4:0.0104;IL6:0.0083;BMP2:0.0082;BMP1:0.0082;TGFB3:0.0076,0.265569305147859,0.038034543294265,0.510651633925184,AD-enriched_nominal,1.41982179423666,NA,NA,NA,NA,NA,NA,0.265569305147859,NicheNet target
Astrocytes,EDA2R,0.010335157470285903,0.10851791146628544,20,S100A4,S100A4:0.0103;IL6:0.0075;IL1B:0.0071;BMP2:0.0067;LAMA4:0.0065,0.688543131333134,0.00618398775933352,0.312606360921353,AD-enriched_nominal,2.20873137873707,NA,NA,NA,NA,NA,NA,0.688543131333134,NicheNet target
Astrocytes,ZNF593,0.010061949196439912,0.1326910898209069,20,IL1B,IL1B:0.0101;IL6:0.0097;BMP2:0.0093;S100A4:0.0091;FGF2:0.0084,0.658501145017793,0.00244049835191684,0.215069185343354,AD-enriched_nominal,2.61252148128903,NA,NA,NA,NA,NA,NA,0.658501145017793,NicheNet target
Astrocytes,ARHGEF10L,0.010031316866685859,0.13132837303281888,20,IL1B,IL1B:0.01;BMP2:0.0096;IL6:0.0094;S100A4:0.0088;FGF2:0.0076,0.417533311450847,2.2570865953916e-4,0.0943430538128417,AD-enriched_nominal,3.6464517784591,NA,NA,NA,NA,NA,NA,0.417533311450847,NicheNet target
Astrocytes,ELOVL5,0.010019015242723951,0.13101245865105368,20,IL1B,IL1B:0.01;BMP2:0.0093;S100A4:0.0089;IL6:0.0085;TGFB1:0.0076,0.390670836908198,0.0366869956438115,0.505839590313959,AD-enriched_nominal,1.43548785185097,NA,NA,NA,NA,NA,NA,0.390670836908198,NicheNet target
Astrocytes,TBC1D5,0.00993516439458709,0.13528576392851,20,S100A4,S100A4:0.0099;BMP2:0.0096;IL1B:0.0093;IL6:0.0092;TGFB1:0.0079,0.18801330098595,0.00818437630031353,0.339639615911252,AD-enriched_nominal,2.08701441089503,NA,NA,NA,NA,NA,NA,0.18801330098595,NicheNet target
Astrocytes,LYRM1,0.00988425285812658,0.13022067271155835,20,BMP2,BMP2:0.0099;IL1B:0.0091;IL6:0.009;S100A4:0.0081;FGF2:0.008,0.191253012052681,0.0253210770587546,0.469618035987466,AD-enriched_nominal,1.59651782508733,NA,NA,NA,NA,NA,NA,0.191253012052681,NicheNet target
Astrocytes,STX3,0.009802679154128666,0.1294661718671526,20,S100A4,S100A4:0.0098;IL6:0.0096;BMP2:0.0088;IL1B:0.0085;FGF2:0.0075,0.810039922579305,7.9394625789727e-4,0.145052848638815,AD-enriched_nominal,3.10020889390612,NA,NA,NA,NA,NA,NA,0.810039922579305,NicheNet target
Astrocytes,CORIN,0.00969451181315514,0.11566518254099387,20,S100A4,S100A4:0.0097;IL1B:0.0077;IL6:0.0076;BMP2:0.0076;FGF2:0.0065,0.454564131727612,0.0160722979327817,0.409790351315143,AD-enriched_nominal,1.7939220256523,NA,NA,NA,NA,NA,NA,0.454564131727612,NicheNet target
Astrocytes,AP1S2,0.009691368570519766,0.13051159818509248,20,BMP2,BMP2:0.0097;IL1B:0.0096;IL6:0.009;S100A4:0.0088;TGFB3:0.0081,0.385252782875465,0.0132135274554727,0.386569944600973,AD-enriched_nominal,1.87898122856677,NA,NA,NA,NA,NA,NA,0.385252782875465,NicheNet target
Astrocytes,SPHK2,0.00953668566243254,0.13013142343076672,20,IL1B,IL1B:0.0095;IL6:0.0093;S100A4:0.0088;BMP2:0.0087;FGF2:0.0085,0.226540721283613,0.0147018863846411,0.398556310783632,AD-enriched_nominal,1.83262693777701,NA,NA,NA,NA,NA,NA,0.226540721283613,NicheNet target
Astrocytes,IKBKB,0.00948645639923154,0.11783402808621034,20,IL1B,IL1B:0.0095;S100A4:0.0086;IL6:0.0085;BMP2:0.0085;TGFB3:0.0074,0.12522542594793,0.0481751981605827,0.545381783336324,AD-enriched_nominal,1.31717649027146,NA,NA,NA,NA,NA,NA,0.12522542594793,NicheNet target
Astrocytes,ATF1,0.009458041609773274,0.12521720292029173,20,S100A4,S100A4:0.0095;IL1B:0.0093;BMP2:0.0086;IL6:0.0076;FGF2:0.0074,0.200330457769587,0.0283741840967781,0.478044946277545,AD-enriched_nominal,1.54707661781156,NA,NA,NA,NA,NA,NA,0.200330457769587,NicheNet target
Astrocytes,WDFY1,0.009447126412103584,0.11176848322095687,20,S100A4,S100A4:0.0094;IL6:0.0079;BMP2:0.0072;IL1B:0.0069;BMP1:0.0066,0.129125752401901,0.036886147381315,0.505839590313959,AD-enriched_nominal,1.43313670282174,NA,NA,NA,NA,NA,NA,0.129125752401901,NicheNet target
Astrocytes,SH2D3C,0.00939587882961634,0.11324763150145868,20,IL1B,IL1B:0.0094;IL6:0.0088;BMP2:0.0077;S100A4:0.0076;FGF2:0.0074,0.411494781490568,0.0375432218339619,0.507402051601637,AD-enriched_nominal,1.42546846041283,NA,NA,NA,NA,NA,NA,0.411494781490568,NicheNet target
Astrocytes,EEF2K,0.009390068128309169,0.12461628205814015,20,IL6,IL6:0.0094;BMP2:0.0088;S100A4:0.0087;IL1B:0.0086;FGF2:0.0073,0.301791578559341,0.0128323250072137,0.386569944600973,AD-enriched_nominal,1.89169464944551,NA,NA,NA,NA,NA,NA,0.301791578559341,NicheNet target
Astrocytes,RFX4,0.009354189443502957,0.1162566786148319,20,S100A4,S100A4:0.0094;IL1B:0.0082;BMP2:0.0081;IL6:0.0075;TGFB3:0.007,0.274542641257875,0.00904727364305346,0.350892691384595,AD-enriched_nominal,2.04348227385144,NA,NA,NA,NA,NA,NA,0.274542641257875,NicheNet target
Astrocytes,EFCAB2,0.009247136160118657,0.10653216466438754,20,S100A4,S100A4:0.0092;BMP2:0.0074;IL1B:0.007;DCN:0.0066;EFEMP2:0.0065,0.182591034570469,0.0302431936637532,0.483026336956734,AD-enriched_nominal,1.51937234950318,NA,NA,NA,NA,NA,NA,0.182591034570469,NicheNet target
Astrocytes,LRFN4,0.009210659602486126,0.12256277442714575,20,S100A4,S100A4:0.0092;IL1B:0.0089;BMP2:0.0086;IL6:0.0075;TGFB3:0.0072,0.341029646936171,0.0246361446196764,0.464215822254382,AD-enriched_nominal,1.6084272551686,NA,NA,NA,NA,NA,NA,0.341029646936171,NicheNet target
Astrocytes,BAIAP2,0.009203425027112367,0.10666690803446023,20,S100A4,S100A4:0.0092;BMP2:0.0078;TGFB3:0.0073;BMP1:0.007;IL1B:0.0068,0.357264434221928,0.00442977290243497,0.287468261415067,AD-enriched_nominal,2.35361853782827,NA,NA,NA,NA,NA,NA,0.357264434221928,NicheNet target
Astrocytes,SIPA1,0.009174480005165898,0.1224612110292978,20,IL1B,IL1B:0.0092;BMP2:0.0088;TGFB3:0.0083;IL6:0.0083;BMP1:0.0081,0.295388001579531,0.0426462596796225,0.527523794341205,AD-enriched_nominal,1.370119052931,NA,NA,NA,NA,NA,NA,0.295388001579531,NicheNet target
Astrocytes,SSBP4,0.009123287651117952,0.12463749196226136,20,IL6,IL6:0.0091;S100A4:0.0091;IL1B:0.0088;BMP2:0.008;FGF2:0.0074,0.252459576099882,0.0199930477533969,0.443470727641368,AD-enriched_nominal,1.69912099669777,NA,NA,NA,NA,NA,NA,0.252459576099882,NicheNet target
Astrocytes,PPP1R1A,0.009117382131956982,0.09558115309034075,20,S100A4,S100A4:0.0091;IL1B:0.0062;IL6:0.0055;BMP2:0.0055;FGF2:0.0054,0.523111313859264,0.00586660597980005,0.310446556432982,AD-enriched_nominal,2.23161307942386,NA,NA,NA,NA,NA,NA,0.523111313859264,NicheNet target
Astrocytes,PLXNC1,0.009110290000024359,0.12171894218828937,20,IL6,IL6:0.0091;S100A4:0.0086;IL1B:0.0083;TGFB3:0.008;BMP2:0.0079,0.234224564351599,0.0244018012460054,0.462680392899176,AD-enriched_nominal,1.61257811454947,NA,NA,NA,NA,NA,NA,0.234224564351599,NicheNet target
Astrocytes,SCN1A,0.00909618077508105,0.08619674472331057,20,S100A4,S100A4:0.0091;IL6:0.0057;IL1B:0.0056;BMP2:0.0054;LAMA4:0.005,1.00514333332922,0.0112968603352059,0.375893013366346,AD-enriched_nominal,1.94704224045972,NA,NA,NA,NA,NA,NA,1.00514333332922,NicheNet target
Astrocytes,SLC9A3R2,0.009095472831051665,0.10567938387555527,20,S100A4,S100A4:0.0091;IL1B:0.0076;BMP2:0.0069;IL6:0.0067;FGF2:0.0059,0.375635457296507,0.0462241462192399,0.538119449669038,AD-enriched_nominal,1.33513110170902,NA,NA,NA,NA,NA,NA,0.375635457296507,NicheNet target
Astrocytes,NR1H2,0.009046066334655729,0.10157097004678274,20,IL1B,IL1B:0.009;FGF2:0.0071;IL6:0.0071;BMP2:0.0069;S100A4:0.0066,0.218588019140374,0.0361242333744363,0.505085630854057,AD-enriched_nominal,1.44220136070003,NA,NA,NA,NA,NA,NA,0.218588019140374,NicheNet target
Astrocytes,RING1,0.008998299043067952,0.10759227913144881,20,S100A4,S100A4:0.009;IL1B:0.0084;BMP2:0.0069;IL6:0.0066;TGFB3:0.0064,0.203465082492949,0.0349147548377838,0.500347190151488,AD-enriched_nominal,1.45699100311377,NA,NA,NA,NA,NA,NA,0.203465082492949,NicheNet target
Astrocytes,DLGAP1,0.008973265154427425,0.11764756753142476,20,S100A4,S100A4:0.009;TGFB3:0.0088;BMP2:0.0085;IL6:0.0081;IL1B:0.0075,0.478264852235664,0.00523453241803181,0.300754525814051,AD-enriched_nominal,2.28112210621781,NA,NA,NA,NA,NA,NA,0.478264852235664,NicheNet target
Astrocytes,RRP1,0.00895619718402292,0.1084413783244022,20,IL1B,IL1B:0.009;S100A4:0.0079;IL6:0.0078;BMP2:0.0071;FGF2:0.0067,0.359435607378238,0.00611406053031529,0.312606360921353,AD-enriched_nominal,2.213670265994,NA,NA,NA,NA,NA,NA,0.359435607378238,NicheNet target
Astrocytes,PLEKHA2,0.008944829555088483,0.10201164430616547,20,IL1B,IL1B:0.0089;IL6:0.0078;BMP2:0.0074;S100A4:0.0063;FGF2:0.0061,0.169949926292757,0.0163913660353081,0.415688567680368,AD-enriched_nominal,1.78538485137917,NA,NA,NA,NA,NA,NA,0.169949926292757,NicheNet target
Astrocytes,CCDC57,0.008890575452941312,0.11689641762565163,20,IL1B,IL1B:0.0089;IL6:0.0088;S100A4:0.0087;BMP2:0.008;ICAM1:0.007,0.161892929599334,0.0436976114035373,0.531021183494576,AD-enriched_nominal,1.35954230176218,NA,NA,NA,NA,NA,NA,0.161892929599334,NicheNet target
Astrocytes,AKR1A1,0.008861482072906508,0.10770770412786662,20,IL1B,IL1B:0.0089;IL6:0.0077;BMP2:0.0073;S100A4:0.0068;FGF2:0.0063,0.241502491707105,0.0237010996915647,0.460706403482599,AD-enriched_nominal,1.62523150298152,NA,NA,NA,NA,NA,NA,0.241502491707105,NicheNet target
Astrocytes,KMT5C,0.008841809500185462,0.09971148393770933,20,S100A4,S100A4:0.0088;BMP1:0.0072;TGFB3:0.0072;IL1B:0.0069;BMP2:0.0065,0.308780301440424,0.0166666901288235,0.42028628984204,AD-enriched_nominal,1.77815063901496,NA,NA,NA,NA,NA,NA,0.308780301440424,NicheNet target
Astrocytes,SLC20A2,0.00879830437557442,0.11908153906828187,20,S100A4,S100A4:0.0088;IL6:0.0085;IL1B:0.0083;BMP2:0.0079;TGFB1:0.0069,0.416424219926711,0.00221421882933053,0.212068289912575,AD-enriched_nominal,2.65477946038846,NA,NA,NA,NA,NA,NA,0.416424219926711,NicheNet target
Astrocytes,AJAP1,0.008794451532365561,0.08772498395580963,20,S100A4,S100A4:0.0088;IL6:0.006;IL1B:0.0054;BMP2:0.0053;LAMA4:0.005,1.67255778113195,3.5001830822317e-4,0.103808894578626,AD-enriched_nominal,3.45590923864302,NA,NA,NA,NA,NA,NA,1.67255778113195,NicheNet target
Astrocytes,ITPK1,0.008766314080516103,0.10927618369853731,20,IL1B,IL1B:0.0088;BMP2:0.0082;IL6:0.0078;S100A4:0.0074;TGFB1:0.0063,0.184743852855165,0.0292773871190865,0.479474680641759,AD-enriched_nominal,1.53346768479935,NA,NA,NA,NA,NA,NA,0.184743852855165,NicheNet target
Astrocytes,SERGEF,0.00874402037927674,0.10871284279465732,20,S100A4,S100A4:0.0087;IL6:0.0079;IL1B:0.0076;BMP2:0.0071;TGFB3:0.0067,0.197272652109254,0.0458144240329292,0.538052550823887,AD-enriched_nominal,1.33899776890237,NA,NA,NA,NA,NA,NA,0.197272652109254,NicheNet target
Astrocytes,CD58,0.008565971359369002,0.10962858483159733,20,IL1B,IL1B:0.0086;BMP2:0.0079;S100A4:0.0077;IL6:0.0074;ICAM1:0.0067,0.339623917346535,0.00353653973182205,0.257466644356019,AD-enriched_nominal,2.45142145840321,NA,NA,NA,NA,NA,NA,0.339623917346535,NicheNet target
Astrocytes,YWHAQ,0.008543610558096972,0.11565608129780415,20,S100A4,S100A4:0.0085;BMP2:0.0082;IL1B:0.0081;IL6:0.0074;TGFB3:0.0072,0.200084009824882,0.0178042286218136,0.425882033546904,AD-enriched_nominal,1.74947683763403,NA,NA,NA,NA,NA,NA,0.200084009824882,NicheNet target
Astrocytes,ATP1B3,0.0085216770200428,0.11577537537646754,20,IL1B,IL1B:0.0085;IL6:0.008;BMP2:0.0079;TGFB3:0.0077;S100A4:0.0074,0.475920932841833,0.00193556945960931,0.205941679871664,AD-enriched_nominal,2.71319123902662,NA,NA,NA,NA,NA,NA,0.475920932841833,NicheNet target
Astrocytes,ARHGEF17,0.008518616908144571,0.09029033085854135,20,S100A4,S100A4:0.0085;BMP2:0.006;IL1B:0.0057;IL6:0.0056;TGFB1:0.0053,0.189303472353173,0.0271756570565565,0.476383681480149,AD-enriched_nominal,1.56581994668649,NA,NA,NA,NA,NA,NA,0.189303472353173,NicheNet target
Astrocytes,LYPLA1,0.008513510046726212,0.11444921492672845,20,S100A4,S100A4:0.0085;IL1B:0.0078;IL6:0.0073;FGF2:0.0073;BMP2:0.007,0.156000816307995,0.0287281886027657,0.478389582458056,AD-enriched_nominal,1.54169175669598,NA,NA,NA,NA,NA,NA,0.156000816307995,NicheNet target
Astrocytes,CUTA,0.00849592762694448,0.1158461594899983,20,IL1B,IL1B:0.0085;BMP2:0.0081;S100A4:0.008;IL6:0.0079;FGF2:0.007,0.30336326822143,0.0388743084451305,0.512815534334944,AD-enriched_nominal,1.41033732378209,NA,NA,NA,NA,NA,NA,0.30336326822143,NicheNet target
Astrocytes,PNPLA6,0.008486007553757557,0.1161078843578187,20,BMP2,BMP2:0.0085;S100A4:0.0082;IL1B:0.0079;BMP1:0.0077;TGFB3:0.0077,0.480792074807222,0.00259517867202757,0.220500656881083,AD-enriched_nominal,2.58583273661921,NA,NA,NA,NA,NA,NA,0.480792074807222,NicheNet target
Astrocytes,ACO2,0.008448522482508622,0.10720164089792857,20,BMP2,BMP2:0.0084;S100A4:0.0078;IL1B:0.0076;TGFB1:0.0067;FGF2:0.0064,0.14043501880791,0.0308335124502079,0.485629839881159,AD-enriched_nominal,1.51097699908622,NA,NA,NA,NA,NA,NA,0.14043501880791,NicheNet target
Astrocytes,BTBD3,0.008441623145871166,0.1139771695227208,20,S100A4,S100A4:0.0084;TGFB3:0.0081;BMP2:0.0078;IL1B:0.0075;IL6:0.0073,0.159228868022115,0.0425398890002573,0.527179803394794,AD-enriched_nominal,1.37120364764059,NA,NA,NA,NA,NA,NA,0.159228868022115,NicheNet target
Astrocytes,FBXO42,0.008404535234915637,0.09955865769845118,20,S100A4,S100A4:0.0084;BMP2:0.0068;IL1B:0.0066;IL6:0.0063;TGFB1:0.0057,0.136024920821386,0.0462933141526674,0.538288158236973,AD-enriched_nominal,1.33448172682804,NA,NA,NA,NA,NA,NA,0.136024920821386,NicheNet target
Astrocytes,PAFAH1B3,0.008387577311671054,0.09377776485227028,20,S100A4,S100A4:0.0084;BMP2:0.0065;IL1B:0.0065;IL6:0.0061;LAMA4:0.0057,0.48575397347053,0.0023885646392117,0.215069185343354,AD-enriched_nominal,2.62186300136698,NA,NA,NA,NA,NA,NA,0.48575397347053,NicheNet target
Astrocytes,PTPN2,0.008369132646395097,0.10251639267425225,20,IL6,IL6:0.0084;IL1B:0.0083;BMP2:0.0071;FGF2:0.0064;S100A4:0.0063,0.217132031365983,0.00932440897066796,0.353386491779426,AD-enriched_nominal,2.03037868648037,NA,NA,NA,NA,NA,NA,0.217132031365983,NicheNet target
Astrocytes,AIP,0.008302890495936795,0.10359997232327312,20,IL1B,IL1B:0.0083;IL6:0.0081;BMP2:0.0068;FGF2:0.0068;S100A4:0.0066,0.308617528829367,0.0450690883782593,0.536065016653264,AD-enriched_nominal,1.34612122640419,NA,NA,NA,NA,NA,NA,0.308617528829367,NicheNet target
Astrocytes,TMEM14C,0.008237399099219472,0.11012464583669457,20,S100A4,S100A4:0.0082;IL6:0.0082;BMP2:0.0079;IL1B:0.0077;FGF2:0.0064,0.430128902253297,1.1342345634551e-4,0.0698725415265948,AD-enriched_nominal,3.94529712262124,NA,NA,NA,NA,NA,NA,0.430128902253297,NicheNet target
Astrocytes,DIP2B,0.008167242232594808,0.11429870842521715,20,BMP2,BMP2:0.0082;IL1B:0.0082;IL6:0.0079;S100A4:0.0079;FGF2:0.0066,0.191284847851334,0.0300462740490855,0.482592479148112,AD-enriched_nominal,1.5222093759158,NA,NA,NA,NA,NA,NA,0.191284847851334,NicheNet target
Astrocytes,CHCHD5,0.00814379316313179,0.09234626930737332,20,S100A4,S100A4:0.0081;IL1B:0.0063;BMP2:0.0062;IL6:0.0055;TGFB1:0.0053,0.331743264488859,0.00775750546316104,0.331650935979432,AD-enriched_nominal,2.11027790989528,NA,NA,NA,NA,NA,NA,0.331743264488859,NicheNet target
Astrocytes,PPM1F,0.008126076370769732,0.10227566898019724,20,S100A4,S100A4:0.0081;IL6:0.0077;BMP1:0.0069;IL1B:0.0066;BMP2:0.0065,0.246423479667732,0.0324221078350836,0.496306240037945,AD-enriched_nominal,1.48915875409614,NA,NA,NA,NA,NA,NA,0.246423479667732,NicheNet target
