receiver_context,ligand_clean,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,target_families,source_cellstates,target_cellstates,receptor_examples,lr_pair_examples,receptor_supported_by_nichenet
Astrocytes,COL1A1,COL1A1,31,3.16870870219874,0.5934549142211687,Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DDR1;DDR2;ITGA2_ITGB1;ITGA3_ITGB1,COL1A1 - CD44;COL1A1 - DDR1;COL1A1 - DDR2;COL1A1 - ITGA2/ITGB1;COL1A1 - ITGA3/ITGB1,TRUE
Astrocytes,HBEGF,HBEGF,20,2.98143160665996,0.5381220369085655,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;CD82;EGFR_ERBB2;ERBB2_ERBB4,HBEGF - CD44;HBEGF - CD82;HBEGF - EGFR/ERBB2;HBEGF - ERBB2/ERBB4,TRUE
Astrocytes,COL9A2,COL9A2,11,2.36970859726346,0.5855045530398829,Astrocyte;Microglia,Astrocyte,Astro_Intermediate;Astro_Reactive;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;ITGAV_ITGB8,COL9A2 - CD44;COL9A2 - ITGAV/ITGB8,FALSE
Astrocytes,BMP1,BMP1,20,2.12708283628126,0.7189243350701339,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,BMPR1A;BMPR1B;BMPR2,BMP1 - BMPR1A;BMP1 - BMPR1B;BMP1 - BMPR2,TRUE
Astrocytes,CXCL10,CXCL10,3,1.80982160479678,1.6375464029360067,Vascular,Astrocyte,CapEC_ActHigh,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,SDC4,CXCL10 - SDC4,TRUE
Astrocytes,APOE,APOE,80,1.77605198915058,0.3403682554936154,Astrocyte;Microglia;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ABCA1;LDLR;LRP1;LRP4;LRP5,APOE - ABCA1;APOE - LDLR;APOE - LRP1;APOE - LRP4;APOE - LRP5,TRUE
Astrocytes,BMP7,BMP7,27,1.7350597097520697,0.6505510664337963,Astrocyte,Astrocyte,Astro_Intermediate;Astro_Reactive,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ACTR2;ACVR1_ACVR2A;ACVR1_ACVR2B;ACVR1_BMPR2;ACVR2A_BMPR1A,BMP7 - ACTR2;BMP7 - ACVR1/ACVR2A;BMP7 - ACVR1/ACVR2B;BMP7 - ACVR1/BMPR2;BMP7 - ACVR2A/BMPR1A,TRUE
Astrocytes,TGFB2,TGFB2,11,1.6948461661941805,0.634258764876947,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,TGFBR3,TGFB2 - TGFBR3,TRUE
Astrocytes,NTF3,NTF3,6,1.68149334579731,1.48442925831411,Vascular,Astrocyte,Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,NTRK2;NTRK3,NTF3 - NTRK2;NTF3 - NTRK3,TRUE
Astrocytes,FGF2,FGF2,75,1.6406512318869502,0.4998038273744381,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;FGFR1;FGFR2;FGFR3;FGFRL1,FGF2 - CD44;FGF2 - FGFR1;FGF2 - FGFR2;FGF2 - FGFR3;FGF2 - FGFRL1,TRUE
Astrocytes,F10,F10,6,1.64059012489208,1.1170899449724263,Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,F3,F10 - F3,TRUE
Astrocytes,MFNG,MFNG,12,1.60106769048576,0.6721390335680381,Microglia;Vascular,Astrocyte,CapEC_ActLow;Cerebrovascular_Pericyte;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,NOTCH1;NOTCH2,MFNG - NOTCH1;MFNG - NOTCH2,TRUE
Astrocytes,EFEMP1,EFEMP1,7,1.55723054626882,0.9862254976266229,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EGFR,EFEMP1 - EGFR,TRUE
Astrocytes,CNTN1,CNTN1,14,1.52927507269592,0.5423149288176302,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,NOTCH1;NOTCH2;NRCAM;PTPRZ1,CNTN1 - NOTCH1;CNTN1 - NOTCH2;CNTN1 - NRCAM;CNTN1 - PTPRZ1,TRUE
Astrocytes,PTN,PTN,79,1.5047076487273503,0.46326807069056203,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ALK;CDH10;NCL;PLXNB2;PTPRS,PTN - ALK;PTN - CDH10;PTN - NCL;PTN - PLXNB2;PTN - PTPRS,TRUE
Astrocytes,CXCL11,CXCL11,3,1.46293490200472,1.4241594696297066,Vascular,Astrocyte,CapEC_ActHigh,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ACKR3,CXCL11 - ACKR3,TRUE
Astrocytes,NCAN,NCAN,5,1.45802898128366,0.816050864210976,Astrocyte,Astrocyte,Astro_Intermediate,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CDH2;SDC3,NCAN - CDH2;NCAN - SDC3,TRUE
Astrocytes,IL6,IL6,8,1.45253004712291,0.5707412676815634,Vascular,Astrocyte,Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,F3;HRH1;IL6R_IL6ST,IL6 - F3;IL6 - HRH1;IL6 - IL6R/IL6ST,TRUE
Astrocytes,TNC,TNC,33,1.43529927701222,0.6792861149770784,Astrocyte,Astrocyte,Astro_Homeostatic;Astro_Intermediate,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CNTN1;EGFR;ITGA7;ITGA9_ITGB1;PTPRZ1,TNC - CNTN1;TNC - EGFR;TNC - ITGA7;TNC - ITGA9/ITGB1;TNC - PTPRZ1,TRUE
Astrocytes,TIMP2,TIMP2,22,1.4323708827306203,0.3463131754117911,Astrocyte;Microglia;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;ITGA3;ITGB1,TIMP2 - CD44;TIMP2 - ITGA3;TIMP2 - ITGB1,TRUE
Astrocytes,RGMA,RGMA,12,1.43092685736575,0.6129697086528973,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,BMPR1B;BMPR2;NEO1,RGMA - BMPR1B;RGMA - BMPR2;RGMA - NEO1,TRUE
Astrocytes,PRSS3,PRSS3,6,1.42263101511391,1.0496439577738763,Vascular,Astrocyte,CapEC_ActMid;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,PARD3,PRSS3 - PARD3,FALSE
Astrocytes,LAMC1,LAMC1,41,1.42247037466222,0.2864931711945812,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DAG1;ITGA2_ITGB1;ITGA3_ITGB1;ITGA6_ITGB1,LAMC1 - CD44;LAMC1 - DAG1;LAMC1 - ITGA2/ITGB1;LAMC1 - ITGA3/ITGB1;LAMC1 - ITGA6/ITGB1,TRUE
Astrocytes,BMP4,BMP4,21,1.41839060509441,0.8151767343390542,Vascular,Astrocyte,Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ACVR2A_BMPR1A;ACVR2A_BMPR1B;ACVR2B_BMPR1A;ACVR2B_BMPR1B;BMPR1A_BMPR2,BMP4 - ACVR2A/BMPR1A;BMP4 - ACVR2A/BMPR1B;BMP4 - ACVR2B/BMPR1A;BMP4 - ACVR2B/BMPR1B;BMP4 - BMPR1A/BMPR2,TRUE
Astrocytes,VEGFA,VEGFA,53,1.41605957021854,0.4395556320639277,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;EGFR;GPC1;ITGA9;ITGAV,VEGFA - CD44;VEGFA - EGFR;VEGFA - GPC1;VEGFA - ITGA9;VEGFA - ITGAV,TRUE
Astrocytes,LRIG1,LRIG1,11,1.3953998948047,0.4595126960547037,Astrocyte;Microglia;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EGFR,LRIG1 - EGFR,TRUE
Astrocytes,COL6A2,COL6A2,24,1.34051404397964,0.411800730869882,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;ITGA2_ITGB1;ITGA3_ITGB1;ITGA9_ITGB1;ITGAV_ITGB8,COL6A2 - CD44;COL6A2 - ITGA2/ITGB1;COL6A2 - ITGA3/ITGB1;COL6A2 - ITGA9/ITGB1;COL6A2 - ITGAV/ITGB8,TRUE
Astrocytes,S100A4,S100A4,6,1.31922348155593,0.5639733900727169,Vascular,Astrocyte,Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EGFR;ERBB2,S100A4 - EGFR;S100A4 - ERBB2,TRUE
Astrocytes,B2M,B2M,12,1.29898476471218,0.44371649646278416,Microglia;Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,KLRD1;TFRC,B2M - KLRD1;B2M - TFRC,TRUE
Astrocytes,LAMA5,LAMA5,60,1.23476700250847,0.15322694091860298,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DAG1;ITGA3_ITGB1;ITGA6_ITGB1;ITGA6_ITGB4,LAMA5 - CD44;LAMA5 - DAG1;LAMA5 - ITGA3/ITGB1;LAMA5 - ITGA6/ITGB1;LAMA5 - ITGA6/ITGB4,TRUE
Astrocytes,PDGFB,PDGFB,17,1.22542499255676,0.5191288724186037,Microglia;Vascular,Astrocyte,Cerebrovascular_Pericyte;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ADGRV1;ITGAV;LRP1;S1PR1,PDGFB - ADGRV1;PDGFB - ITGAV;PDGFB - LRP1;PDGFB - S1PR1,TRUE
Astrocytes,EFEMP2,EFEMP2,24,1.2230565740452,0.4474700953442544,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,AQP1;PLSCR4,EFEMP2 - AQP1;EFEMP2 - PLSCR4,TRUE
Astrocytes,COL6A1,COL6A1,34,1.21146437194579,0.2959046577483934,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;ITGA2_ITGB1;ITGA3_ITGB1;ITGA6;ITGA9_ITGB1,COL6A1 - CD44;COL6A1 - ITGA2/ITGB1;COL6A1 - ITGA3/ITGB1;COL6A1 - ITGA6;COL6A1 - ITGA9/ITGB1,TRUE
Astrocytes,HLA-B,HLA-B,13,1.20283351396728,0.3052270409628311,Microglia;Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CANX;KLRD1,HLA-B - CANX;HLA-B - KLRD1,TRUE
Astrocytes,SERPINE2,SERPINE2,5,1.1986312477717995,0.6180126699329881,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,LRP1,SERPINE2 - LRP1,TRUE
Astrocytes,NRG3,NRG3,6,1.1943116925211,0.790390588517475,Astrocyte,Astrocyte,Astro_Intermediate,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EGFR;ERBB2_ERBB4,NRG3 - EGFR;NRG3 - ERBB2/ERBB4,TRUE
Astrocytes,RSPO2,RSPO2,6,1.18892443399734,0.825322005071611,Astrocyte,Astrocyte,Astro_Reactive,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,LGR4;ZNRF3,RSPO2 - LGR4;RSPO2 - ZNRF3,TRUE
Astrocytes,PSEN1,PSEN1,12,1.1829792126316605,0.272031863265116,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;NOTCH2,PSEN1 - CD44;PSEN1 - NOTCH2,TRUE
Astrocytes,BMP6,BMP6,85,1.18214299062794,0.38333243962643454,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ACVR1_ACVR2A;ACVR1_ACVR2B;ACVR1_BMPR2;ACVR2A_BMPR1A;ACVR2A_BMPR1B,BMP6 - ACVR1/ACVR2A;BMP6 - ACVR1/ACVR2B;BMP6 - ACVR1/BMPR2;BMP6 - ACVR2A/BMPR1A;BMP6 - ACVR2A/BMPR1B,TRUE
Astrocytes,ANGPTL4,ANGPTL4,42,1.1768520715527302,0.3647448871740529,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CDH11;SDC2;SDC3;SDC4,ANGPTL4 - CDH11;ANGPTL4 - SDC2;ANGPTL4 - SDC3;ANGPTL4 - SDC4,TRUE
Astrocytes,LAMA1,LAMA1,52,1.1686142005051998,0.4002942933528893,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DAG1;GPC1;ITGA3_ITGB1;ITGA6_ITGB1,LAMA1 - CD44;LAMA1 - DAG1;LAMA1 - GPC1;LAMA1 - ITGA3/ITGB1;LAMA1 - ITGA6/ITGB1,TRUE
Astrocytes,COL4A5,COL4A5,4,1.1597030911568806,0.3587683462262127,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44,COL4A5 - CD44,FALSE
Astrocytes,COL5A3,COL5A3,6,1.14524760505434,0.8509250333885616,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,SDC3,COL5A3 - SDC3,TRUE
Astrocytes,HGF,HGF,28,1.13130774360464,0.4018703013458891,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;ITGB1;NRP1;SDC2,HGF - CD44;HGF - ITGB1;HGF - NRP1;HGF - SDC2,TRUE
Astrocytes,DKK3,DKK3,7,1.1271389628394402,0.5076159593829177,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,KREMEN1,DKK3 - KREMEN1,TRUE
Astrocytes,LAMA3,LAMA3,34,1.12569234834705,0.4811245755875875,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DAG1;ITGA2_ITGB1;ITGA3_ITGB1;ITGA6_ITGB1,LAMA3 - CD44;LAMA3 - DAG1;LAMA3 - ITGA2/ITGB1;LAMA3 - ITGA3/ITGB1;LAMA3 - ITGA6/ITGB1,TRUE
Astrocytes,PAM,PAM,15,1.11036806792714,0.4888908536382958,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,FAP,PAM - FAP,TRUE
Astrocytes,SPP1,SPP1,15,1.108397451002956,0.42153130374111325,Astrocyte;Microglia;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;ITGA9_ITGB1;ITGAV_ITGB5;S1PR1,SPP1 - CD44;SPP1 - ITGA9/ITGB1;SPP1 - ITGAV/ITGB5;SPP1 - S1PR1,TRUE
Astrocytes,VCAN,VCAN,13,1.0991463150481002,0.3435824512103079,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;EGFR,VCAN - CD44;VCAN - EGFR,TRUE
Astrocytes,FGF1,FGF1,48,1.0733967536656297,0.3785155876175338,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;EGFR;FGFR1;FGFR2;FGFR3,FGF1 - CD44;FGF1 - EGFR;FGF1 - FGFR1;FGF1 - FGFR2;FGF1 - FGFR3,TRUE
Astrocytes,ECM1,ECM1,6,1.05428768358584,0.44672577564660065,Vascular,Astrocyte,CapEC_ActMid;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGB4,ECM1 - ITGB4,TRUE
Astrocytes,ADAM12,ADAM12,9,1.02276830942645,0.33731940368920205,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGA9;ITGB1;SDC4,ADAM12 - ITGA9;ADAM12 - ITGB1;ADAM12 - SDC4,TRUE
Astrocytes,TGM2,TGM2,32,0.99760996334794,0.28386543759533567,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ADGRG1;ITGA9;ITGB1;SDC4,TGM2 - ADGRG1;TGM2 - ITGA9;TGM2 - ITGB1;TGM2 - SDC4,TRUE
Astrocytes,LIN7C,LIN7C,7,0.997239574127004,0.41129810349546814,Vascular,Astrocyte,CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ABCA1,LIN7C - ABCA1,TRUE
Astrocytes,CALR,CALR,28,0.99709393186248,0.27963110915396827,Microglia;Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGA3;ITGAV;LRP1;TSHR,CALR - ITGA3;CALR - ITGAV;CALR - LRP1;CALR - TSHR,TRUE
Astrocytes,ANOS1,ANOS1,12,0.99201503163713,0.5284489487675766,Astrocyte;Microglia,Astrocyte,Astro_Intermediate;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,FGFR1;SDC2,ANOS1 - FGFR1;ANOS1 - SDC2,TRUE
Astrocytes,SERPINA1,SERPINA1,3,0.977930291820268,0.7786763920859724,Microglia,Astrocyte,Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,LRP1,SERPINA1 - LRP1,TRUE
Astrocytes,GNAS,GNAS,54,0.9770437688944198,0.19140554920116423,Astrocyte;Microglia;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ADCY1;ADCY8;ADCY9;ADORA1;TSHR,GNAS - ADCY1;GNAS - ADCY8;GNAS - ADCY9;GNAS - ADORA1;GNAS - TSHR,TRUE
Astrocytes,COL18A1,COL18A1,39,0.9731187997372,0.4083027158355795,Vascular,Astrocyte,CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,GPC1;GPC4;ITGA2_ITGB1;ITGA3;ITGB5,COL18A1 - GPC1;COL18A1 - GPC4;COL18A1 - ITGA2/ITGB1;COL18A1 - ITGA3;COL18A1 - ITGB5,TRUE
Astrocytes,EDN3,EDN3,12,0.969376827006222,0.508370342847927,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EDNRB,EDN3 - EDNRB,TRUE
Astrocytes,CD99,CD99,10,0.9597272504698796,0.2813545491249266,Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD81;CD99L2;PILRA;PILRB,CD99 - CD81;CD99 - CD99L2;CD99 - PILRA;CD99 - PILRB,TRUE
Astrocytes,COL4A2,COL4A2,19,0.9559918059536598,0.3088273627018346,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;ITGA3_ITGB1;ITGA9_ITGB1;ITGAV_ITGB8;ITGB5,COL4A2 - CD44;COL4A2 - ITGA3/ITGB1;COL4A2 - ITGA9/ITGB1;COL4A2 - ITGAV/ITGB8;COL4A2 - ITGB5,TRUE
Astrocytes,ADAM10,ADAM10,48,0.9463675116656902,0.306080141656533,Astrocyte;Microglia;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,AXL;CADM1;CD44;GPNMB;NOTCH2,ADAM10 - AXL;ADAM10 - CADM1;ADAM10 - CD44;ADAM10 - GPNMB;ADAM10 - NOTCH2,TRUE
Astrocytes,ANXA1,ANXA1,14,0.94624551747706,0.3736728782990543,Astrocyte;Vascular,Astrocyte,Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EGFR,ANXA1 - EGFR,TRUE
Astrocytes,FN1,FN1,59,0.9424112569116398,0.28689545425298657,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;IL17RC;ITGA3_ITGB1;ITGA6;ITGA9,FN1 - CD44;FN1 - IL17RC;FN1 - ITGA3/ITGB1;FN1 - ITGA6;FN1 - ITGA9,TRUE
Astrocytes,APP,APP,14,0.941847240700294,0.26432982591610876,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,GPC1;LRP1;NOTCH2,APP - GPC1;APP - LRP1;APP - NOTCH2,TRUE
Astrocytes,LAMA2,LAMA2,30,0.94098823878039,0.26905746921979373,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DAG1;ITGA3_ITGB1;ITGA6_ITGB1;ITGA7_ITGB1,LAMA2 - CD44;LAMA2 - DAG1;LAMA2 - ITGA3/ITGB1;LAMA2 - ITGA6/ITGB1;LAMA2 - ITGA7/ITGB1,TRUE
Astrocytes,LAMB2,LAMB2,61,0.94029518514716,0.31658262702855694,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DAG1;ITGA2_ITGB1;ITGA3_ITGB1;ITGA6_ITGB1,LAMB2 - CD44;LAMB2 - DAG1;LAMB2 - ITGA2/ITGB1;LAMB2 - ITGA3/ITGB1;LAMB2 - ITGA6/ITGB1,TRUE
Astrocytes,EDN1,EDN1,3,0.9378978847781598,0.5748485840327733,Vascular,Astrocyte,Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EDNRB,EDN1 - EDNRB,TRUE
Astrocytes,GRN,GRN,16,0.93597331417369,0.22861726912996375,Microglia;Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EGFR;TNFRSF1A,GRN - EGFR;GRN - TNFRSF1A,TRUE
