receiver_context,ligand_clean,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,target_families,source_cellstates,target_cellstates,receptor_examples,lr_pair_examples,receptor_supported_by_nichenet
Cerebrovascular cells,AGT,AGT,2,1.0120423352387895,0.6550734305157048,Astrocyte;Vascular,Vascular,Astro_Intermediate;Cerebrovascular_Pericyte,Cerebrovascular_Pericyte,ENPEP,AGT - ENPEP,FALSE
Cerebrovascular cells,IGFBP4,IGFBP4,19,1.012015712133697,0.35414241026292603,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LRP6,IGFBP4 - LRP6,TRUE
Cerebrovascular cells,CALM1,CALM1,69,1.00495491393502,0.23644320045275374,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CACNA1C;FAS;INSR;KCNQ1;MYLK,CALM1 - CACNA1C;CALM1 - FAS;CALM1 - INSR;CALM1 - KCNQ1;CALM1 - MYLK,TRUE
Cerebrovascular cells,ANXA2,ANXA2,10,0.997909399605027,0.5801414822328997,Vascular,Vascular,CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,ROBO4,ANXA2 - ROBO4,TRUE
Cerebrovascular cells,COL5A1,COL5A1,39,0.99618879724783,0.3829126197355989,Astrocyte;Vascular,Vascular,Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1;SDC3,COL5A1 - ITGA1/ITGB1;COL5A1 - ITGA10/ITGB1;COL5A1 - ITGA11/ITGB1;COL5A1 - ITGA2/ITGB1;COL5A1 - SDC3,TRUE
Cerebrovascular cells,FBLN1,FBLN1,6,0.9883263413402998,0.3111125925365025,Astrocyte;Vascular,Vascular,Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGB1,FBLN1 - ITGB1,TRUE
Cerebrovascular cells,ADAM23,ADAM23,12,0.9802360520451104,0.5874950637361297,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA5,ADAM23 - ITGA5,TRUE
Cerebrovascular cells,COL3A1,COL3A1,39,0.97470943553948,0.4733230713247122,Vascular,Vascular,Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,DDR1;DDR2;ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1,COL3A1 - DDR1;COL3A1 - DDR2;COL3A1 - ITGA1/ITGB1;COL3A1 - ITGA10/ITGB1;COL3A1 - ITGA11/ITGB1,TRUE
Cerebrovascular cells,ADAM9,ADAM9,81,0.973747786562835,0.27891801018221596,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA3;ITGA6;ITGAV;ITGB1;ITGB5,ADAM9 - ITGA3;ADAM9 - ITGA6;ADAM9 - ITGAV;ADAM9 - ITGB1;ADAM9 - ITGB5,TRUE
Cerebrovascular cells,BMP4,BMP4,8,0.96448547109947,0.40882482072215837,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ACVR2A_BMPR1A;ACVR2B_BMPR1A;BMPR1A_BMPR2;BMPR1B_BMPR2;LRP6,BMP4 - ACVR2A/BMPR1A;BMP4 - ACVR2B/BMPR1A;BMP4 - BMPR1A/BMPR2;BMP4 - BMPR1B/BMPR2;BMP4 - LRP6,TRUE
Cerebrovascular cells,SERPINE1,SERPINE1,16,0.962498610959773,0.33690004743246504,Microglia;Vascular,Vascular,Cerebrovascular_Venous;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGB5;LRP1;PLAUR,SERPINE1 - ITGB5;SERPINE1 - LRP1;SERPINE1 - PLAUR,TRUE
Cerebrovascular cells,HSP90B1,HSP90B1,7,0.9612524364243398,0.31108906767946687,Microglia;Vascular,Vascular,CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,ERBB2;LRP1,HSP90B1 - ERBB2;HSP90B1 - LRP1,TRUE
Cerebrovascular cells,GSTP1,GSTP1,31,0.95991706643035,0.2926579375681204,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EGFR;TRAF2,GSTP1 - EGFR;GSTP1 - TRAF2,TRUE
Cerebrovascular cells,VEGFD,VEGFD,32,0.958486547301185,0.3882960683682013,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FLT1;FLT4_KDR;ITGA1;ITGA2;ITGA4,VEGFD - FLT1;VEGFD - FLT4/KDR;VEGFD - ITGA1;VEGFD - ITGA2;VEGFD - ITGA4,TRUE
Cerebrovascular cells,APOD,APOD,11,0.9483488789381996,0.37159472378301256,Vascular,Vascular,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LEPR,APOD - LEPR,TRUE
Cerebrovascular cells,NRG1,NRG1,9,0.943117501931742,0.3986527252202225,Vascular,Vascular,CapEC_ActMid;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EGFR;LSR,NRG1 - EGFR;NRG1 - LSR,TRUE
Cerebrovascular cells,LAMA5,LAMA5,108,0.940516541063098,0.286651855687132,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,BCAM;CD44;DAG1;ITGA2_ITGB1;ITGA3_ITGB1,LAMA5 - BCAM;LAMA5 - CD44;LAMA5 - DAG1;LAMA5 - ITGA2/ITGB1;LAMA5 - ITGA3/ITGB1,TRUE
Cerebrovascular cells,JAG1,JAG1,26,0.93781004615534,0.28459394616705186,Astrocyte;Vascular,Vascular,Astro_Homeostatic;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD46;NOTCH1;NOTCH2;NOTCH4,JAG1 - CD46;JAG1 - NOTCH1;JAG1 - NOTCH2;JAG1 - NOTCH4,TRUE
Cerebrovascular cells,SEMA5A,SEMA5A,7,0.929975193821169,0.5270831472363147,Vascular,Vascular,Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PLXNA1;PLXNA3,SEMA5A - PLXNA1;SEMA5A - PLXNA3,TRUE
Cerebrovascular cells,ICAM1,ICAM1,23,0.92175323110981,0.47897462806203517,Astrocyte;Vascular,Vascular,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CAV1;EGFR,ICAM1 - CAV1;ICAM1 - EGFR,TRUE
Cerebrovascular cells,LRPAP1,LRPAP1,34,0.91911210489925,0.25397222866372127,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LDLR;LRP1;LRP8,LRPAP1 - LDLR;LRPAP1 - LRP1;LRPAP1 - LRP8,TRUE
Cerebrovascular cells,FBN1,FBN1,21,0.9188077630483,0.35375545446063833,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA5;ITGB1,FBN1 - ITGA5;FBN1 - ITGB1,TRUE
Cerebrovascular cells,NGF,NGF,16,0.9184224691999552,0.28745027310100807,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,BEX3;ERBB2;KIDINS220;MAGED1;NTRK1,NGF - BEX3;NGF - ERBB2;NGF - KIDINS220;NGF - MAGED1;NGF - NTRK1,TRUE
Cerebrovascular cells,MFNG,MFNG,19,0.916177118103127,0.3644109590853078,Microglia;Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NOTCH1;NOTCH2,MFNG - NOTCH1;MFNG - NOTCH2,TRUE
Cerebrovascular cells,SEMA6B,SEMA6B,8,0.91517783966331,0.3774691639955054,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PLXNA2,SEMA6B - PLXNA2,TRUE
Cerebrovascular cells,AGRN,AGRN,37,0.91470256823563,0.3125821423242981,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,DAG1;ITGB1;LRP1;LRP4,AGRN - DAG1;AGRN - ITGB1;AGRN - LRP1;AGRN - LRP4,TRUE
Cerebrovascular cells,GDF11,GDF11,19,0.91252264923458,0.34862354596574013,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ACTR2;ANTXR1;BMPR1A;BMPR2,GDF11 - ACTR2;GDF11 - ANTXR1;GDF11 - BMPR1A;GDF11 - BMPR2,TRUE
Cerebrovascular cells,BMP6,BMP6,89,0.9108337847375898,0.43793362480336406,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ACVR1_ACVR2A;ACVR1_ACVR2B;ACVR1_BMPR2;ACVR2A_BMPR1A;ACVR2A_BMPR1B,BMP6 - ACVR1/ACVR2A;BMP6 - ACVR1/ACVR2B;BMP6 - ACVR1/BMPR2;BMP6 - ACVR2A/BMPR1A;BMP6 - ACVR2A/BMPR1B,TRUE
Cerebrovascular cells,ANGPT2,ANGPT2,44,0.90920167118151,0.32638109209845845,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA5_ITGB1;TEK;TIE1,ANGPT2 - ITGA5/ITGB1;ANGPT2 - TEK;ANGPT2 - TIE1,TRUE
Cerebrovascular cells,EFNA1,EFNA1,44,0.908641144345486,0.25330818442997033,Astrocyte;Vascular,Vascular,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EPHA2;EPHA3;EPHA4;EPHA5;EPHA7,EFNA1 - EPHA2;EFNA1 - EPHA3;EFNA1 - EPHA4;EFNA1 - EPHA5;EFNA1 - EPHA7,TRUE
Cerebrovascular cells,ARF1,ARF1,16,0.90778642688071,0.34800278840585996,Astrocyte;Microglia;Vascular,Vascular,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,INSR;PLD2,ARF1 - INSR;ARF1 - PLD2,TRUE
Cerebrovascular cells,TIMP2,TIMP2,27,0.90768564992833,0.2668998033008696,Astrocyte;Microglia;Vascular,Vascular,Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;ITGA3;ITGB1,TIMP2 - CD44;TIMP2 - ITGA3;TIMP2 - ITGB1,TRUE
Cerebrovascular cells,ADAM10,ADAM10,94,0.90617744578163,0.21612936991162482,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,AXL;EPHA3;GPNMB;IL6R;NOTCH1,ADAM10 - AXL;ADAM10 - EPHA3;ADAM10 - GPNMB;ADAM10 - IL6R;ADAM10 - NOTCH1,TRUE
Cerebrovascular cells,NAMPT,NAMPT,45,0.90608383209502,0.3826642249993315,Astrocyte;Microglia;Vascular,Vascular,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,INSR;ITGA5_ITGB1,NAMPT - INSR;NAMPT - ITGA5/ITGB1,TRUE
Cerebrovascular cells,EFEMP2,EFEMP2,25,0.9058594720076898,0.4862984913032232,Astrocyte;Vascular,Vascular,Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PLSCR4,EFEMP2 - PLSCR4,TRUE
Cerebrovascular cells,ALCAM,ALCAM,6,0.9044255112958696,0.4985602167763875,Microglia,Vascular,Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid,NRP1,ALCAM - NRP1,TRUE
Cerebrovascular cells,SPARC,SPARC,23,0.90083557101518,0.3684197253433001,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ENG;FGFR1,SPARC - ENG;SPARC - FGFR1,TRUE
Cerebrovascular cells,NID1,NID1,24,0.89601670409884,0.2166526376866247,Vascular,Vascular,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA3;ITGAV;ITGB1;PTPRF,NID1 - ITGA3;NID1 - ITGAV;NID1 - ITGB1;NID1 - PTPRF,TRUE
Cerebrovascular cells,LGALS9,LGALS9,26,0.88263602230038,0.28383783591905437,Microglia;Vascular,Vascular,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;CD47;COLEC12;HAVCR2;LRP1,LGALS9 - CD44;LGALS9 - CD47;LGALS9 - COLEC12;LGALS9 - HAVCR2;LGALS9 - LRP1,TRUE
Cerebrovascular cells,ANXA1,ANXA1,29,0.8816768412935501,0.4453172442786449,Astrocyte;Vascular,Vascular,Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,DYSF;EGFR,ANXA1 - DYSF;ANXA1 - EGFR,TRUE
Cerebrovascular cells,COL4A5,COL4A5,35,0.8776851652942601,0.3265022583408759,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD93;ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL4A5 - CD93;COL4A5 - ITGA1/ITGB1;COL4A5 - ITGA10/ITGB1;COL4A5 - ITGA11/ITGB1;COL4A5 - ITGA2/ITGB1,TRUE
Cerebrovascular cells,TNFSF13B,TNFSF13B,28,0.877584947060123,0.3319839113113008,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,CD40;HLA-DPB1;TFRC,TNFSF13B - CD40;TNFSF13B - HLA-DPB1;TNFSF13B - TFRC,FALSE
Cerebrovascular cells,GRN,GRN,70,0.8749805130210402,0.260215263676499,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EGFR;NTRK1;SORT1;TNFRSF1A;TNFRSF1B,GRN - EGFR;GRN - NTRK1;GRN - SORT1;GRN - TNFRSF1A;GRN - TNFRSF1B,TRUE
Cerebrovascular cells,EGF,EGF,26,0.874907023146111,0.3078184550796899,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,AXL;CAV1;EGFR_ERBB2;LDLR;NRP1,EGF - AXL;EGF - CAV1;EGF - EGFR/ERBB2;EGF - LDLR;EGF - NRP1,TRUE
Cerebrovascular cells,CSF1,CSF1,3,0.8727864825937641,0.46572433165239446,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,SIRPA,CSF1 - SIRPA,TRUE
Cerebrovascular cells,COL5A2,COL5A2,33,0.87260721046582,0.34714967138151964,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL5A2 - ITGA1/ITGB1;COL5A2 - ITGA10/ITGB1;COL5A2 - ITGA11/ITGB1;COL5A2 - ITGA2/ITGB1,TRUE
Cerebrovascular cells,COL24A1,COL24A1,20,0.8657824743821498,0.27470712682775095,Astrocyte;Vascular,Vascular,Astro_Reactive;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL24A1 - ITGA1/ITGB1;COL24A1 - ITGA10/ITGB1;COL24A1 - ITGA11/ITGB1;COL24A1 - ITGA2/ITGB1,TRUE
Cerebrovascular cells,VWF,VWF,25,0.8519111725201698,0.3289984319208644,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA4;ITGA9;ITGB1;LRP1;SIRPA,VWF - ITGA4;VWF - ITGA9;VWF - ITGB1;VWF - LRP1;VWF - SIRPA,FALSE
Cerebrovascular cells,BGN,BGN,13,0.850294637132855,0.3986025261045594,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LY96,BGN - LY96,FALSE
Cerebrovascular cells,TGFB3,TGFB3,73,0.850164355269871,0.3760253432571205,Astrocyte;Vascular,Vascular,Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ACVR1_TGFBR1_TGFBR2;ACVR1_TGFBR2;ACVR1B_TGFBR2;ACVR1C_TGFBR2;ACVRL1,TGFB3 - ACVR1/TGFBR1/TGFBR2;TGFB3 - ACVR1/TGFBR2;TGFB3 - ACVR1B/TGFBR2;TGFB3 - ACVR1C/TGFBR2;TGFB3 - ACVRL1,TRUE
Cerebrovascular cells,COPA,COPA,30,0.842813328579006,0.2378604917603704,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD74;NTRK1,COPA - CD74;COPA - NTRK1,TRUE
Cerebrovascular cells,FAT4,FAT4,14,0.837259287148132,0.32649843971850884,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,DCHS1,FAT4 - DCHS1,TRUE
Cerebrovascular cells,C3,C3,26,0.837156617672926,0.2689899529147105,Astrocyte;Microglia,Vascular,Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD46;CD81;GRM7;LRP1;NRP1,C3 - CD46;C3 - CD81;C3 - GRM7;C3 - LRP1;C3 - NRP1,TRUE
Cerebrovascular cells,MEGF10,MEGF10,11,0.8293778334040798,0.24208741616487822,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ABCA1,MEGF10 - ABCA1,TRUE
Cerebrovascular cells,MDK,MDK,26,0.817781955682084,0.2790792745869934,Vascular,Vascular,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA4_ITGB1;ITGA6_ITGB1;LRP1;NCL;NOTCH2,MDK - ITGA4/ITGB1;MDK - ITGA6/ITGB1;MDK - LRP1;MDK - NCL;MDK - NOTCH2,TRUE
Cerebrovascular cells,BCAN,BCAN,6,0.8081961251573202,0.44071869474225506,Astrocyte;Vascular,Vascular,Astro_Intermediate;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,EGFR,BCAN - EGFR,TRUE
Cerebrovascular cells,PTDSS1,PTDSS1,16,0.78483879346311,0.32859571418548583,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Venous,SCARB1,PTDSS1 - SCARB1,TRUE
Cerebrovascular cells,WNT5B,WNT5B,42,0.770382672451588,0.23664905877233586,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FZD1_LRP5;FZD1_LRP6;FZD10_LRP5;FZD10_LRP6;FZD3_LRP5,WNT5B - FZD1/LRP5;WNT5B - FZD1/LRP6;WNT5B - FZD10/LRP5;WNT5B - FZD10/LRP6;WNT5B - FZD3/LRP5,TRUE
Cerebrovascular cells,SERPING1,SERPING1,5,0.7617411312104099,0.3978138046035708,Vascular,Vascular,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Cerebrovascular_Pericyte;Cerebrovascular_Venous,LRP1,SERPING1 - LRP1,TRUE
