"UMAP_1","UMAP_2","subtype","group"
-4.24964733672905,2.46008483846014,"Reactive","CN"
3.84666709350777,-0.109066980292149,"Homeostatic","CN"
1.59929649280739,-1.12736471216852,"Homeostatic","CN"
-3.80783958984184,-2.36049397509272,"Intermediate","CN"
0.765624624959947,-3.8599625400799,"Homeostatic","CN"
-1.67925103259849,-0.233646171500034,"Homeostatic","CN"
1.60674635814858,-1.84319384615595,"Homeostatic","CN"
1.6544858639164,2.27343325097387,"Homeostatic","CN"
-4.98747225356865,2.45282141644781,"Reactive","CN"
0.210128900877954,0.639321310113125,"Homeostatic","CN"
2.9336355154438,0.287682937125616,"Homeostatic","CN"
3.10970858978462,-1.61757619898493,"Homeostatic","CN"
1.52538077282143,-0.158579903055973,"Homeostatic","CN"
1.61603872226906,1.9213228650791,"Homeostatic","CN"
3.99031619476509,-0.323723929335423,"Homeostatic","CN"
0.529351187221529,-4.97922237436945,"Intermediate","CN"
-10.9031931932049,-0.143390046765156,"Homeostatic","CN"
0.676564199201586,3.07125131566351,"Homeostatic","CN"
-0.63392819715309,1.83193759400671,"Homeostatic","CN"
0.544392747156145,1.53155974824255,"Homeostatic","CN"
-5.23109980178642,2.4732484050495,"Reactive","CN"
3.23002843307686,-1.52130945246393,"Homeostatic","CN"
1.58744744705391,4.05747024495428,"Intermediate","CN"
1.61460666107369,-2.33808548968012,"Homeostatic","CN"
2.69511036323738,-3.72732360880548,"Homeostatic","CN"
2.06063155578804,1.82018141228979,"Homeostatic","CN"
1.84039406227303,1.89188436944311,"Homeostatic","CN"
0.765605134241106,-2.68031795542414,"Homeostatic","CN"
2.00504652904701,-0.340835528780766,"Homeostatic","CN"
1.67690996574593,0.926861626694851,"Homeostatic","CN"
4.4213760321064,-0.425936894823856,"Homeostatic","CN"
-4.6571676309185,0.839525444100552,"Reactive","CN"
-0.249826806314467,-1.23201580565149,"Homeostatic","CN"
1.86905662464333,2.03429655511206,"Homeostatic","CN"
-1.92939849448967,-3.46896584551508,"Homeostatic","CN"
2.44259337829781,4.17380563695257,"Intermediate","CN"
-5.24282951904106,2.03419033963507,"Reactive","CN"
2.08257452892494,0.378335876057796,"Homeostatic","CN"
3.84415773796272,2.23389439065283,"Homeostatic","CN"
3.14667276786995,1.54306106049841,"Homeostatic","CN"
2.07702605175209,-0.368175285269566,"Homeostatic","CN"
0.602449191085817,0.267460664401703,"Homeostatic","CN"
3.36696485923958,0.193707404325657,"Homeostatic","CN"
2.91483811783028,-2.59606440584833,"Homeostatic","CN"
-4.91349382949638,2.30463687856024,"Reactive","CN"
-0.382354694135664,3.29208437878912,"Intermediate","CN"
0.250311208240511,-2.71459205668146,"Homeostatic","CN"
1.36909620212746,-1.55828745882685,"Homeostatic","CN"
2.26721314834786,-2.2772615722912,"Homeostatic","CN"
1.94337658333016,0.459707362244778,"Homeostatic","CN"
0.588722777835848,4.14775244672125,"Intermediate","CN"
-4.65185614181328,0.99727396447485,"Reactive","CN"
0.661504132024767,-1.06981356661493,"Homeostatic","CN"
3.80719594406319,-0.652103441168614,"Homeostatic","CN"
-1.88065834594536,-0.346214013506718,"Intermediate","CN"
0.594716829530718,-1.17665763418848,"Homeostatic","CN"
-4.30195875716972,2.60563795049017,"Reactive","CN"
2.85625247406197,0.592500848363094,"Homeostatic","CN"
0.391084042660715,1.33150826175039,"Homeostatic","CN"
2.19318966316414,0.553705734799557,"Homeostatic","CN"
-0.416935342081068,-3.65332158129389,"Homeostatic","CN"
0.352969763152124,1.88695184666937,"Homeostatic","CN"
1.6962806408329,-0.936892228533573,"Homeostatic","CN"
-5.0778743798809,2.18931369263952,"Reactive","CN"
2.44289569305611,-1.63719554464991,"Homeostatic","CN"
0.796085936300279,1.73166100461309,"Homeostatic","CN"
-4.80970020843315,2.06662551839178,"Reactive","CN"
2.31238369392586,1.28058193404501,"Homeostatic","CN"
2.11645202087593,-0.329371529032536,"Homeostatic","CN"
0.37153938161564,6.6782774158222,"Intermediate","CN"
3.49208025383187,1.39237253148382,"Homeostatic","CN"
-2.50240440917778,1.47218028981512,"Homeostatic","CN"
-5.36514778686333,1.23364870030706,"Reactive","CN"
-1.14427908016014,-0.290545897890873,"Intermediate","CN"
-3.35475249839592,-0.780906753947086,"Intermediate","CN"
1.41278950618935,1.32214109380072,"Homeostatic","CN"
3.46095446991158,2.37937704999273,"Homeostatic","CN"
3.05551628517342,1.93741063554113,"Homeostatic","CN"
1.30332986759377,5.52665082890814,"Intermediate","CN"
3.80012516426277,-2.69844229738886,"Homeostatic","CN"
0.787525338403704,0.558581201027088,"Homeostatic","CN"
5.00228909897042,-1.57854779284174,"Homeostatic","CN"
1.15305416034889,0.222149988303833,"Homeostatic","CN"
0.276771267227651,-2.71982939760859,"Homeostatic","CN"
0.211678085200312,-0.305801051070042,"Homeostatic","CN"
1.75396255897713,1.95568470437353,"Homeostatic","CN"
-5.40947456908989,2.07178060490911,"Reactive","CN"
-2.4034907395916,-0.648145275523014,"Intermediate","CN"
2.04205529140663,3.36823336560553,"Homeostatic","CN"
-1.74361665797996,-4.12814004938776,"Intermediate","CN"
-2.55311246467399,-0.319761114527531,"Homeostatic","CN"
0.19274606304598,3.43342415768927,"Homeostatic","CN"
-5.08828325820732,1.62863771397894,"Reactive","CN"
2.31197552131844,-2.08325512926752,"Homeostatic","CN"
3.10442523407173,-0.537864463736363,"Homeostatic","CN"
-3.68005343032646,1.24644307572668,"Reactive","CN"
-0.290323513277052,3.0560313888294,"Homeostatic","CN"
4.21716670440865,-0.99419720690424,"Homeostatic","CN"
3.9775181238575,-0.182953315188236,"Homeostatic","CN"
4.39398078369332,-0.759748893191166,"Homeostatic","CN"
-2.4859041745739,1.56849233586615,"Homeostatic","CN"
2.57072929786873,1.5247483678562,"Homeostatic","CN"
3.96318678306771,3.12825409848516,"Intermediate","CN"
0.70772538828087,1.14362452704733,"Homeostatic","CN"
2.34801940368843,0.27932866443222,"Homeostatic","CN"
1.84242133545113,4.32231513936346,"Intermediate","CN"
-1.45368035388756,-4.02182920496637,"Intermediate","CN"
1.44541160511208,-0.0874156824844552,"Homeostatic","CN"
-4.80594320846367,-2.52391965906794,"Intermediate","CN"
-1.73449464393425,1.62167756039923,"Homeostatic","CN"
0.59295944618416,0.630081457684688,"Homeostatic","CN"
4.93030814575386,-0.570271926333256,"Homeostatic","CN"
-1.54389710975456,2.08662895638769,"Homeostatic","CN"
0.43114064382744,-2.49867280047113,"Homeostatic","CN"
-4.60370512557792,2.30754486996954,"Reactive","CN"
-0.916196304090498,4.28437964398687,"Intermediate","CN"
1.22433785843086,-0.593897121359654,"Homeostatic","CN"
-1.83447452140617,1.73333315331762,"Homeostatic","CN"
3.80239943908882,0.793116820643597,"Homeostatic","CN"
-0.0956979568080884,-0.0871316067474557,"Homeostatic","CN"
1.72665206836891,-4.58374078791315,"Homeostatic","CN"
1.46315078186226,0.920131189416103,"Homeostatic","CN"
4.04354075836373,-0.352635579516239,"Homeostatic","CN"
4.58200959610176,0.199464259336643,"Intermediate","CN"
-4.28355093551445,-3.63466485064203,"Intermediate","CN"
-5.12980814529228,2.7734672256214,"Reactive","CN"
0.061507729165079,1.48019091565435,"Homeostatic","CN"
-5.39135380340385,2.16315035302465,"Reactive","CN"
0.739261013738634,3.94871417958563,"Intermediate","CN"
-4.77136011672783,1.45854811150854,"Reactive","CN"
4.00883821891976,-2.45721300165827,"Homeostatic","CN"
2.48677472519112,-1.77385671656305,"Homeostatic","CN"
2.3259547178669,-3.56945522349054,"Homeostatic","CN"
1.70542017864418,-3.14666898768122,"Homeostatic","CN"
2.58476666855049,-0.133021312166996,"Homeostatic","CN"
-1.40634890151787,-2.53894408266718,"Homeostatic","CN"
-4.43626328063774,-2.03800328295404,"Intermediate","CN"
-2.03797717643547,1.80925063569372,"Homeostatic","CN"
-3.04334636283684,-0.5546629599827,"Intermediate","CN"
2.1252688591404,1.27660290677374,"Homeostatic","CN"
-4.3709594781475,2.39193002660101,"Reactive","CN"
1.12408701824379,2.25575284440344,"Homeostatic","CN"
2.0247661297245,-3.42633398096735,"Homeostatic","CN"
1.27862314628792,3.69169513661688,"Homeostatic","CN"
2.00751642631722,-1.07596571963007,"Homeostatic","CN"
2.5726588194294,1.52326278168982,"Homeostatic","CN"
3.21238903450203,4.3129643626911,"Intermediate","CN"
-5.44199009490776,2.44361893613165,"Reactive","CN"
-5.46176167083549,2.22643165070837,"Reactive","CN"
1.75537030147743,1.73070470769232,"Homeostatic","CN"
-2.51169677329826,-0.724131422449894,"Intermediate","CN"
1.35520963119698,1.04640470225637,"Homeostatic","CN"
2.03769151615334,5.6718224712116,"Intermediate","CN"
4.38935689377022,0.154806105087452,"Homeostatic","CN"
2.73809270309639,3.11745969731634,"Intermediate","CN"
2.00480167316628,-0.730251627375431,"Homeostatic","CN"
0.365246755353929,0.789483440707378,"Homeostatic","CN"
4.8502729360981,-0.412944930006809,"Homeostatic","CN"
2.59973506378365,4.24082772214239,"Intermediate","CN"
2.62291697906685,1.66906122643774,"Homeostatic","CN"
2.63055447982979,0.970050079415493,"Homeostatic","CN"
2.60434727119637,-1.91472490351374,"Homeostatic","CN"
-2.45872064185905,2.21681229550665,"Homeostatic","CN"
1.78133372711373,-1.05852706949884,"Homeostatic","CN"
