group,source,target,n_lr,mean_strength,median_strength,source_n,target_n,source_family
AD,Astro_Homeostatic,Micro_DAM,428,0.416814949708848,0.0,7441,10413,Astrocyte
AD,OPCs,Micro_Homeostatic,397,0.416260473177613,0.0,9583,2452,Oligo/OPC
AD,Excitatory,Astro_Reactive,785,0.415838044191945,0.0,62331,1387,Neuron
AD,OPCs,Inhibitory,595,0.414222837402555,0.0,9583,18727,Oligo/OPC
AD,Excitatory,Astro_Intermediate,740,0.41303973587032,0.0,62331,5602,Neuron
AD,CapEC_ActLow,Cerebrovascular_Pericyte,576,0.409401968050203,0.241562120511341,129,516,Vascular
AD,Micro_Homeostatic,Astro_Reactive,357,0.405861333934095,0.0,2452,1387,Microglia
AD,Cerebrovascular_SMC,Astro_Intermediate,539,0.405408055031965,0.254334033462472,44,5602,Vascular
AD,Cerebrovascular_SMC,OPCs,440,0.403779234835262,0.169191546928227,44,9583,Vascular
AD,CapEC_ActLow,Micro_DAM,343,0.402470535098062,0.124546743379739,129,10413,Vascular
AD,Micro_DAM,Excitatory,335,0.400850134458698,0.0,10413,62331,Microglia
AD,Astro_Reactive,Micro_DAM,450,0.400060415837744,0.017305822640433,1387,10413,Astrocyte
AD,Astro_Intermediate,Oligodendrocytes,366,0.398865219703023,0.0,5602,80232,Astrocyte
AD,Astro_Homeostatic,Micro_Homeostatic,432,0.398299320085537,0.0,7441,2452,Astrocyte
AD,Excitatory,Cerebrovascular_Pericyte,930,0.397681562869155,0.0,62331,516,Neuron
AD,Astro_Homeostatic,Cerebrovascular_Venous,669,0.397332745100629,0.0,7441,328,Astrocyte
AD,Cerebrovascular_SMC,Micro_DAM,352,0.396362540761108,0.180815976381652,44,10413,Vascular
AD,Micro_Homeostatic,Astro_Intermediate,336,0.394355251249604,0.034038546964714,2452,5602,Microglia
AD,CapEC_ActLow,Micro_Homeostatic,341,0.391758902580243,0.119096779363295,129,2452,Vascular
AD,Micro_Homeostatic,OPCs,307,0.390491706351453,0.0,2452,9583,Microglia
AD,Micro_DAM,Inhibitory,315,0.386963302430365,0.0,10413,18727,Microglia
AD,Excitatory,Excitatory,740,0.386511781404655,0.0,62331,62331,Neuron
AD,Micro_Homeostatic,Astro_Homeostatic,350,0.386237942391163,0.0086328371916909,2452,7441,Microglia
AD,Cerebrovascular_SMC,Astro_Homeostatic,546,0.385890071936253,0.198939202121174,44,7441,Vascular
AD,Astro_Reactive,Cerebrovascular_Venous,711,0.381208812962277,0.0083377688629617,1387,328,Astrocyte
AD,Astro_Reactive,Micro_Homeostatic,456,0.380479883963187,0.0,1387,2452,Astrocyte
AD,Cerebrovascular_SMC,Micro_Homeostatic,353,0.379791293814055,0.16359978828179,44,2452,Vascular
AD,Excitatory,Inhibitory,702,0.377010925651792,0.0,62331,18727,Neuron
AD,CapEC_ActMid,Cerebrovascular_Venous,524,0.375313729325796,0.138345035768037,154,328,Vascular
AD,CapEC_ActLow,Astro_Intermediate,462,0.372216671652264,0.124743230762925,129,5602,Vascular
AD,CapEC_ActLow,Astro_Homeostatic,472,0.371890073517777,0.142956018802127,129,7441,Vascular
AD,CapEC_ActMid,Oligodendrocytes,292,0.371230946445258,0.0315646625000475,154,80232,Vascular
AD,Oligodendrocytes,Cerebrovascular_SMC,286,0.366568666729811,0.0,80232,44,Oligo/OPC
AD,Excitatory,Micro_DAM,465,0.366125084348049,0.0,62331,10413,Neuron
AD,Inhibitory,Cerebrovascular_Venous,681,0.362792559483153,0.15390964436567,18727,328,Neuron
AD,Astro_Intermediate,Excitatory,661,0.362444549476144,0.0,5602,62331,Astrocyte
AD,Inhibitory,Micro_Homeostatic,421,0.362389272299308,0.0472648610416805,18727,2452,Neuron
AD,Excitatory,Oligodendrocytes,416,0.361913609473625,0.0,62331,80232,Neuron
AD,CapEC_ActLow,OPCs,382,0.355987584969109,0.0539530196814589,129,9583,Vascular
AD,Astro_Intermediate,Inhibitory,629,0.351108455562158,0.0,5602,18727,Astrocyte
AD,OPCs,Cerebrovascular_SMC,486,0.350770401517073,0.0,9583,44,Oligo/OPC
AD,Micro_Homeostatic,Cerebrovascular_Venous,348,0.350337609327568,0.0019734719930568,2452,328,Microglia
AD,Astro_Intermediate,Cerebrovascular_SMC,511,0.345519124353648,0.0,5602,44,Astrocyte
AD,Excitatory,Micro_Homeostatic,473,0.341583465708655,0.0,62331,2452,Neuron
AD,Cerebrovascular_SMC,Oligodendrocytes,314,0.33637204110787,0.0,44,80232,Vascular
AD,CapEC_ActMid,Excitatory,523,0.332913698851492,0.0,154,62331,Vascular
AD,Astro_Homeostatic,Oligodendrocytes,371,0.332310742442619,0.0,7441,80232,Astrocyte
AD,Astro_Homeostatic,Excitatory,660,0.332012618847817,0.0,7441,62331,Astrocyte
AD,Micro_Homeostatic,Oligodendrocytes,212,0.330957125258589,0.0,2452,80232,Microglia
AD,Astro_Homeostatic,Inhibitory,624,0.327915189199578,0.0,7441,18727,Astrocyte
AD,Cerebrovascular_SMC,Cerebrovascular_Venous,568,0.32356552212713,0.149626580716482,44,328,Vascular
AD,CapEC_ActMid,Cerebrovascular_SMC,410,0.319646705343521,0.0068918356972868,154,44,Vascular
AD,Astro_Reactive,Oligodendrocytes,385,0.318649218280448,0.0,1387,80232,Astrocyte
AD,CapEC_ActMid,Inhibitory,498,0.308968798442244,0.0,154,18727,Vascular
AD,Astro_Reactive,Cerebrovascular_SMC,537,0.300650202825625,0.0,1387,44,Astrocyte
AD,Astro_Reactive,Inhibitory,665,0.2985675092853,0.0,1387,18727,Astrocyte
AD,Astro_Homeostatic,Cerebrovascular_SMC,505,0.296772816118027,0.0,7441,44,Astrocyte
AD,Excitatory,Cerebrovascular_Venous,760,0.294430015527507,0.0,62331,328,Neuron
AD,Astro_Reactive,Excitatory,695,0.288281456437192,0.0,1387,62331,Astrocyte
AD,Cerebrovascular_SMC,Cerebrovascular_SMC,438,0.281947853702758,0.0433866602338164,44,44,Vascular
AD,CapEC_ActLow,Cerebrovascular_Venous,460,0.276629753811064,0.0394206385997625,129,328,Vascular
AD,CapEC_ActLow,Excitatory,461,0.25913565982301,0.0,129,62331,Vascular
AD,Cerebrovascular_SMC,Inhibitory,533,0.252575535798216,0.0,44,18727,Vascular
AD,CapEC_ActLow,Oligodendrocytes,257,0.249559877080509,0.0,129,80232,Vascular
AD,Micro_Homeostatic,Cerebrovascular_SMC,274,0.247883068741291,0.0,2452,44,Microglia
AD,Micro_Homeostatic,Inhibitory,318,0.246364814448753,0.0,2452,18727,Microglia
AD,Inhibitory,Cerebrovascular_SMC,508,0.243995117088663,0.0,18727,44,Neuron
AD,Cerebrovascular_SMC,Excitatory,554,0.243080646628602,0.0,44,62331,Vascular
AD,Micro_Homeostatic,Excitatory,338,0.239760891515723,0.0,2452,62331,Microglia
AD,CapEC_ActLow,Inhibitory,439,0.238553835765108,0.0,129,18727,Vascular
AD,CapEC_ActLow,Cerebrovascular_SMC,360,0.232239048677672,0.0,129,44,Vascular
AD,Excitatory,Cerebrovascular_SMC,557,0.220963528189405,0.0,62331,44,Neuron
