"logFC","logCPM","F","PValue","FDR","gene"
0.593085287583985,6.53697273729774,6.61880856661898,0.013611621568225,0.839428196139842,"VPS28"
-0.626545035464093,7.63676390138891,6.55115242002734,0.014060077658084,0.839428196139842,"CCDC3"
0.410489566268398,6.90449404228974,6.55030188889513,0.0140872152474996,0.839428196139842,"EIF5B"
0.455889219966369,6.43012609825179,6.53809462539834,0.0141529745529227,0.839428196139842,"RPL24"
-0.513530319855864,6.6768961540973,6.53854565905914,0.0141546600305304,0.839428196139842,"DSE"
-0.257608849900135,8.70595952848866,6.53051272337619,0.014185126967194,0.839428196139842,"TBL1XR1"
0.690363305412784,6.21974209052352,6.51793318597165,0.0142457704819353,0.839428196139842,"SAMHD1"
0.612930873151314,5.81207057219395,6.41521581799918,0.0148227956410174,0.864137448008246,"AGL"
-0.532508509239288,6.62754371535674,6.314296703148,0.0157444812200619,0.869312561018706,"GUCY1A1"
0.542158265565128,6.61118104530357,6.29503394413124,0.0159527239534106,0.869312561018706,"ITPR3"
-0.492980046385911,7.63391343663482,6.27326840794194,0.0161071349647531,0.869312561018706,"SLC19A1"
-0.38190059937912,9.06330590583892,6.25704591376815,0.0162147100274377,0.869312561018706,"PBX1"
-0.513101684478417,8.2770039083092,6.2221096589313,0.0165054450713305,0.869312561018706,"CASC15"
-0.342667298211727,10.3055680510118,6.21564926475669,0.0165454193408342,0.869312561018706,"EBF1"
-0.656962870559104,5.7630775044176,6.16693334207167,0.016625176473018,0.869312561018706,"MAF"
0.354330183606155,6.9165927745764,6.20355742653648,0.0166913322418097,0.869312561018706,"UHMK1"
-0.527709050886323,6.07313729309328,6.16454740914592,0.0168614832286603,0.869312561018706,"RAVER2"
0.537073018750001,6.12162485427428,6.158849407608,0.016975403103686,0.869312561018706,"NENF"
0.381899876617459,7.24330595912963,6.16072076338755,0.0170364621614207,0.869312561018706,"LIMA1"
-0.477352066815281,6.85985150523734,6.15339080695763,0.0170955104243282,0.869312561018706,"PLEKHA2"
-0.362474792861672,8.03894649596203,6.14528784380041,0.0171450187943422,0.869312561018706,"NR2F2"
-0.54706671690831,8.47458786425805,6.10496980811782,0.0174869498869226,0.869312561018706,"INPP4B"
-0.230768357500484,8.99574668161674,6.10316866077609,0.0174929348543418,0.869312561018706,"RABGAP1L"
-0.495073495854075,6.88135270821197,6.0996073324079,0.0175525273689645,0.869312561018706,"CTTNBP2"
-0.405029069431003,10.4430149072124,6.08831911785804,0.0176186521815516,0.869312561018706,"PRKG1"
0.446768489064629,6.56223690343933,6.05547259446933,0.0179485436501735,0.869312561018706,"EIF3J"
-0.66825938853911,6.57477915847616,6.04004627376444,0.0180221634586742,0.869312561018706,"DUBR"
0.46203523742779,7.04603473041162,6.01218244157254,0.0183415378893457,0.869312561018706,"SNU13"
-0.301887825120011,8.20562711981605,6.00531853518404,0.0183709485466806,0.869312561018706,"CAST"
0.672518479436836,6.86577704177374,5.98665728028398,0.018573503552842,0.869312561018706,"POLR2L"
0.508272586103342,6.43589958395298,5.93821603654192,0.0190101358202823,0.869312561018706,"ELOC"
0.392259784405416,6.52945005527376,5.92026916850698,0.0191973567318109,0.869312561018706,"DUSP22"
0.421718500054101,6.24115697086829,5.80471363667844,0.0202966601766897,0.869312561018706,"EIF2S1"
0.551075569519693,6.46027899304463,5.79162245798766,0.0204600624114007,0.869312561018706,"FIS1"
0.64767146788206,6.31942943268708,5.77453500678261,0.0206178773706054,0.869312561018706,"C19orf53"
-0.288741849207494,6.97845001277764,5.77524361181827,0.0206314286516401,0.869312561018706,"AP1G1"
0.533301972983525,6.69466632335857,5.73890635277024,0.0210143980490632,0.869312561018706,"TPST1"
0.663170783195373,6.83108376378916,5.73718022435949,0.0210363709907867,0.869312561018706,"AIF1L"
-0.38676543283001,6.60365106537988,5.70238316586871,0.0213997474898393,0.869312561018706,"HERPUD2"
0.283801746202494,7.37338708525329,5.68558655614949,0.0215724153655583,0.869312561018706,"ZC3H13"
0.462184370589966,6.42574675169428,5.68008896120155,0.0216219810720345,0.869312561018706,"ANP32B"
0.424049919917732,7.40290478221451,5.66863614091073,0.0217560702041986,0.869312561018706,"ARHGEF3"
-0.429191723487143,6.1796286151779,5.62847238359683,0.0221222078004499,0.869312561018706,"ZNF592"
0.531339956439962,6.01230019507559,5.60677898079963,0.0223610762650845,0.869312561018706,"CASKIN2"
0.404520226984175,6.34831415853078,5.58018990844061,0.0227402955394505,0.869312561018706,"AZI2"
0.715432058371678,6.67752305243586,5.55383694894371,0.0230537136531546,0.869312561018706,"LAP3"
-0.64492460248206,7.31401376428436,5.54643338573285,0.0231365712683359,0.869312561018706,"GPX3"
-0.381099433937477,8.42153832620791,5.53967556438698,0.0231885811272485,0.869312561018706,"ARHGAP6"
-0.590381947642451,7.74972473463929,5.53979450954888,0.0232052854377089,0.869312561018706,"CTDSPL"
0.422286966859687,7.21122807125646,5.5183332158296,0.0234744354260519,0.869312561018706,"PRKX"
-0.512506527583484,6.18261958455252,5.49921087122402,0.0236410433651656,0.869312561018706,"ZER1"
0.87260697800792,6.51321136115151,5.49157284152355,0.0236950436247608,0.869312561018706,"IER3"
0.384126583298213,8.68675640960588,5.46745054687094,0.024045924567793,0.869312561018706,"ETV6"
-0.516635733143411,7.58804332580736,5.45286570581771,0.0242524642105634,0.869312561018706,"EDIL3"
0.281996877342846,7.55317797846893,5.44147805984795,0.0243899212470931,0.869312561018706,"COPA"
0.493278015179027,5.92906583478702,5.39631056416941,0.024853075717244,0.869312561018706,"TMED9"
0.48328537578771,6.6398368462363,5.40572553071832,0.0248598222396797,0.869312561018706,"PARK7"
1.02649766801247,5.85773977112758,5.37481825682045,0.0248964039886677,0.869312561018706,"ADAM22"
0.779427753315772,7.64436464402192,5.38665669259677,0.0250783217945164,0.869312561018706,"PLP1"
0.428876791345164,6.43484212636271,5.37825913276156,0.0251984400603891,0.869312561018706,"MCFD2"
-0.972975570665945,6.16281690421301,5.33027060746968,0.0256169555822806,0.869312561018706,"CSMD1"
-0.335937722675442,7.41090798475007,5.33049285825597,0.0258046618176549,0.869312561018706,"BNIP3L"
0.779575561499999,5.75854657944225,5.30095938200088,0.0259229612682795,0.869312561018706,"SDF2L1"
0.413683222232975,6.40306193991115,5.32108303312901,0.0259407958218016,0.869312561018706,"NAA25"
0.586040967256642,6.04422264676407,5.3055905605958,0.0260579693775398,0.869312561018706,"KIF1C"
-0.80099590634112,7.34869704274991,5.29384509814315,0.0262813773120578,0.869312561018706,"ADARB2"
0.386553965950529,6.67848158248987,5.2872246879728,0.0263986774496171,0.869312561018706,"CNDP2"
-0.377571070825814,8.0728611729213,5.284266187238,0.02640420041782,0.869312561018706,"CACHD1"
-0.513047808125768,8.22021374628997,5.26518006365104,0.0266614364072964,0.869312561018706,"CDH6"
0.936475248749197,7.17186272662186,5.25731157221133,0.0268010738697675,0.869312561018706,"GBP4"
-0.289510035819056,7.69563037986175,5.25465269242607,0.0268148228192552,0.869312561018706,"DMTF1"
0.408893401630145,6.35620152707567,5.25226894293534,0.0268452346110854,0.869312561018706,"HM13"
-0.33969610495961,7.21548411777735,5.25014852485216,0.02689049335822,0.869312561018706,"WLS"
0.425614533159476,7.02354775429111,5.23622538109572,0.0270951227902846,0.869312561018706,"ATP5MG"
0.270793439874128,7.53479907313429,5.23483057669936,0.0270955041148176,0.869312561018706,"SCARB2"
0.388654816392304,6.11297453108725,5.2297334529666,0.0271196402890337,0.869312561018706,"BROX"
-0.534929110269511,6.13938020668914,5.2241612065501,0.0271479380691993,0.869312561018706,"ORC2"
0.328698740528688,7.64802517572247,5.22903031041993,0.0271705131954631,0.869312561018706,"CLIP1"
-0.463584261139127,8.75208968870865,5.20651681477065,0.0274628388637479,0.869312561018706,"FRY"
0.34373837694477,8.90889100069198,5.19000884160629,0.0276928806613341,0.869312561018706,"GMDS"
0.57155441692722,7.1525991857413,5.19138422663741,0.0277077133595895,0.869312561018706,"C22orf34"
0.418637551781015,7.61092773418106,5.1883858746529,0.0277426748890276,0.869312561018706,"PRDX1"
0.321143939118831,7.26556396893588,5.18712070460349,0.0277748783613307,0.869312561018706,"ZFAND5"
0.252122651448061,7.80283500561934,5.1753130639433,0.0279219397787441,0.869312561018706,"CDC27"
0.46090407526333,6.46697308152595,5.17409760889172,0.0279336451541459,0.869312561018706,"ELK3"
-0.357146083934216,7.31234048520925,5.16814561568179,0.0280379179560268,0.869312561018706,"CPEB2"
1.13818254461325,7.77406487993641,5.15801625922116,0.0281739179367651,0.869312561018706,"CRISPLD2"
-1.05086271755155,6.27526373765079,5.12924893166806,0.0281915833216516,0.869312561018706,"KCNAB1"
0.666499433089585,5.85844094010896,5.13815984795513,0.0282364545454387,0.869312561018706,"AL139260.1"
-0.354019891170377,8.95660403971454,5.14979604762493,0.0282694286184977,0.869312561018706,"FRMD3"
-0.435596882776126,8.48356650818277,5.11294498226667,0.0288148042241299,0.869312561018706,"SNTB1"
0.490094325615433,7.95334896677178,5.08684685085643,0.029214803338968,0.869312561018706,"TUBB"
0.382904378495534,7.38949191608148,5.08300136212489,0.0292930490160598,0.869312561018706,"CCNL1"
0.933183033218945,6.71436102300191,5.07817647060716,0.0293438323581041,0.869312561018706,"MCTP2"
-0.377170783977644,6.95275220984042,5.07083551909762,0.0294786960839732,0.869312561018706,"PLOD1"
0.378905875084092,6.83981406968356,5.07055127491657,0.0295008360604136,0.869312561018706,"CMPK1"
