"logFC","logCPM","F","PValue","FDR","Nhood","Subtype","model","compartment"
-0.865840012691124,10.8517549151861,3.29037114281632,0.0696902915346699,0.844580575860917,112,"DAM","D1_APOE_sex_adjusted","Microglia"
0.248294453672952,11.1938459097474,0.311516208415364,0.576752527256493,0.999022457841217,113,"DAM","D1_APOE_sex_adjusted","Microglia"
0.0388557235892921,10.9575570897033,0.00760203184141034,0.930520957006507,0.999440338143846,114,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.0623425799376422,10.9588094404729,0.0211333565273883,0.884416548035428,0.999440338143846,115,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.884101218406997,10.9562728058346,3.38011226490283,0.0659905510682128,0.838036867487173,116,"DAM","D1_APOE_sex_adjusted","Microglia"
0.273370109299945,11.000552175391,0.360960757296864,0.547974513242343,0.999022457841217,117,"DAM","D1_APOE_sex_adjusted","Microglia"
0.0378134440817924,11.054085307051,0.0049047101315535,0.944167029243272,0.999440338143846,118,"DAM","D1_APOE_sex_adjusted","Microglia"
0.815936633037189,10.8633450357584,2.81772815946704,0.0932314253209021,0.874244748762817,119,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.0322447207117597,11.1433886433594,0.00606657413084292,0.937917130773587,0.999440338143846,120,"DAM","D1_APOE_sex_adjusted","Microglia"
0.439929296768693,10.8750442676295,0.830106958607633,0.415853089546487,0.982988611411601,121,"DAM","D1_APOE_sex_adjusted","Microglia"
0.207205332993231,10.8534909080863,0.178447929734881,0.672711388481774,0.999022457841217,122,"DAM","D1_APOE_sex_adjusted","Microglia"
0.0482440977894748,10.8938435443054,0.0134327539553222,0.907732222172034,0.999440338143846,123,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.264797388908106,11.0003588461273,0.325246879351975,0.568472686499053,0.999022457841217,124,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.287620255665315,11.1867189702413,0.402146955629337,0.525984021309697,0.999022457841217,125,"DAM","D1_APOE_sex_adjusted","Microglia"
0.106806742662467,11.1268172164434,0.0572131441680731,0.810956663413985,0.999168545981847,126,"DAM","D1_APOE_sex_adjusted","Microglia"
0.13080892669424,11.1127471970007,0.0792286877039645,0.778345990537041,0.999022457841217,127,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.132249400695816,10.9095688832294,0.0679756536110744,0.844620770848521,0.999440338143846,128,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.0334246011022016,11.0934011047433,0.00375796904697141,0.951118601830875,0.999440338143846,129,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.71421661332908,11.0098503832593,2.29801825933474,0.129542370736019,0.874244748762817,130,"DAM","D1_APOE_sex_adjusted","Microglia"
0.202114560540896,10.8841054574684,0.177325738023741,0.673682517079844,0.999022457841217,131,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.000153122743717842,11.0677458505437,2.49985375038836e-05,0.996010720573737,0.999440338143846,132,"DAM","D1_APOE_sex_adjusted","Microglia"
0.178636102889823,11.0589171768947,0.163744458391062,0.685733097314796,0.999022457841217,133,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.0409003503370301,10.8474599741379,0.00809039498238018,0.928329813297586,0.999440338143846,134,"DAM","D1_APOE_sex_adjusted","Microglia"
0.0522374603903311,10.9523540096433,0.0118343452487264,0.913372625542533,0.999440338143846,135,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.248962617322873,10.9857645241289,0.275429069067035,0.599714113102502,0.999022457841217,136,"DAM","D1_APOE_sex_adjusted","Microglia"
0.594137303614789,11.0072996576019,1.59112813198058,0.207167998663356,0.919449931840461,137,"DAM","D1_APOE_sex_adjusted","Microglia"
0.181548049201385,11.1107581359523,0.166523003385431,0.683221476104888,0.999022457841217,138,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.707216625152139,11.178992950365,2.47292227681196,0.115825599155625,0.874244748762817,139,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.644131993398461,11.4762536082843,2.66739026877171,0.102427025587298,0.874244748762817,140,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.481307782874368,10.9541867485878,1.05665281594137,0.303982352434352,0.95524324784296,141,"DAM","D1_APOE_sex_adjusted","Microglia"
-1.21384082307627,10.8057872831991,6.24629475081254,0.0124469420326685,0.562428101615695,142,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.714348141359628,11.2340218186849,2.60103680880868,0.106797014499325,0.874244748762817,143,"DAM","D1_APOE_sex_adjusted","Microglia"
0.392903970312877,11.2735301838501,0.843078172021815,0.358520128347073,0.956673703764193,144,"DAM","D1_APOE_sex_adjusted","Microglia"
