dataset,donor_id,Cooks_distance,hat
DLPFC_VLMC,H21.33.042,0.06931288466734277,0.1576548056349555
DLPFC_VLMC,H21.33.043,0.00017658979984850197,0.06900673547362238
DLPFC_VLMC,H21.33.044,0.0003995829009142041,0.05466573098858264
DLPFC_VLMC,H21.33.045,0.0038158018154711305,0.08904145288191714
DLPFC_VLMC,H21.33.046,4.299186961979058e-05,0.07723636193013267
DLPFC_VLMC,H21.33.047,0.0006645580181609196,0.06635794308907085
MTG_Endothelial,H19.33.004,1.0848627613782981e-06,0.07739813696334648
MTG_Endothelial,H20.33.001,0.0001571608631304734,0.06390888357285819
MTG_Endothelial,H20.33.002,0.0008513464751323035,0.1175451875409088
MTG_Endothelial,H20.33.004,0.0027904195586172333,0.06546070680450544
MTG_Endothelial,H20.33.005,3.154463355402223e-05,0.0858262454392286
MTG_Endothelial,H20.33.008,0.00014004172722650927,0.06520543340992889
MTG_Endothelial,H20.33.011,0.003438177918893045,0.06339128936261129
MTG_Endothelial,H20.33.012,9.933391854672187e-05,0.04880981204550574
MTG_Endothelial,H20.33.013,0.000218879466796372,0.07358103744322725
MTG_Endothelial,H20.33.014,3.5852077467378603e-07,0.0654533578730519
MTG_Endothelial,H20.33.015,0.007199890046003743,0.10530586916589399
MTG_Endothelial,H20.33.016,0.011896292524110716,0.10590427819082816
MTG_Endothelial,H20.33.017,0.0004620753983138916,0.1537874396118071
MTG_Endothelial,H20.33.018,0.001762758965383703,0.08048491032529108
MTG_Endothelial,H20.33.019,0.001396355822249324,0.12726609213899226
MTG_Endothelial,H20.33.020,0.003300031348696413,0.13689846252756285
MTG_Endothelial,H20.33.025,0.0002442087384871051,0.07547597286190534
MTG_Endothelial,H20.33.026,0.0053048561472912046,0.14969980739258057
MTG_Endothelial,H20.33.027,0.0010244201368276925,0.08031921488806379
MTG_Endothelial,H20.33.028,0.07353142687577802,0.047934325196451424
MTG_Endothelial,H20.33.029,0.00320744121468795,0.06884564803281785
MTG_Endothelial,H20.33.030,9.983667855092608e-09,0.05757838451216544
MTG_Endothelial,H20.33.031,0.003309916687215751,0.06152535101094331
MTG_Endothelial,H20.33.032,3.7178950520609824e-06,0.0747358623879881
MTG_Endothelial,H20.33.033,0.0008550393963234639,0.14959166123678674
MTG_Endothelial,H20.33.034,0.014777206625456474,0.2703921980925505
MTG_Endothelial,H20.33.035,4.338333935137424e-05,0.06816850820671601
