"","D1_NC1","D1_NC10","D1_NC11","D1_NC12","D1_NC13","D1_NC14","D1_NC15","D1_NC16","D1_NC17","D1_NC18","D1_NC19","D1_NC2","D1_NC20","D1_NC21","D1_NC22","D1_NC23","D1_NC24","D1_NC25","D1_NC26","D1_NC27","D1_NC3","D1_NC4","D1_NC5","D1_NC6","D1_NC7","D1_NC8","D1_NC9","D1_UC1","D1_UC10","D1_UC11","D1_UC12","D1_UC13","D1_UC14","D1_UC15","D1_UC16","D1_UC17","D1_UC18","D1_UC19","D1_UC2","D1_UC20","D1_UC21","D1_UC22","D1_UC23","D1_UC24","D1_UC25","D1_UC26","D1_UC27","D1_UC28","D1_UC29","D1_UC3","D1_UC4","D1_UC5","D1_UC6","D1_UC7","D1_UC8","D1_UC9","D2_NC1","D2_NC2","D2_NC3","D2_NC4","D2_NC5","D2_NC6","D2_UC2","D2_UC3","D2_UC4","D2_UC5"
"602",5,7,5,1,2,1,0,0,2,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,3,0,1,1,3,0,1,0,0,1,1,0,1,0,1,0,0,2,1,0,0,0,8,1,0,4,0,2,0,1,1
"603",1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,2,0,2,1,4,5,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
"604",0,1,1,0,0,0,0,3,2,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,1,0,2,2,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0
"605",0,0,3,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,4,0,1,0,0,0,0,0,1,1,1,0,0,0
"606",0,1,1,1,0,1,0,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,3,1,1,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"607",2,5,3,1,0,3,0,7,0,1,2,1,0,2,0,0,4,4,0,1,1,4,1,1,2,0,2,0,0,1,1,0,0,1,1,5,0,2,4,2,1,1,0,0,0,5,2,2,1,2,0,0,1,5,1,0,2,0,0,0,4,0,1,0,0,1
"608",2,2,0,0,1,1,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,10,0,0,3,1,0,0,0,1
"609",3,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0
"610",0,0,2,4,0,0,0,1,3,6,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,1,0,3,1,1,0,2,0,0,0,0,0,0,0,3,1,0,1,2,0,1,2,0,0,0,0,0,0,7,0,0,2,0,2,0,0,0
"611",0,2,1,1,0,1,0,1,5,4,2,2,1,2,0,0,1,1,0,0,0,0,3,3,0,0,3,0,1,3,6,8,1,0,1,4,0,0,1,0,1,0,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,3,0,0,0,1,2
"612",0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1,3,2,3,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
"613",0,1,0,1,1,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,1
"614",1,2,0,1,0,0,0,2,3,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"615",10,3,1,4,1,1,0,2,0,1,3,2,0,0,0,0,0,1,0,0,2,1,2,3,0,0,2,0,4,1,2,4,2,2,0,1,0,2,2,0,1,2,0,1,0,3,1,1,0,2,0,0,0,3,0,0,3,17,0,0,5,0,3,0,1,0
"616",1,1,0,2,0,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,3,0,0,5,1,0,0,0,0
"617",0,0,0,1,0,0,0,1,5,3,1,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,4,0,2,3,3,2,2,0,0,0,0,1,1,0,6,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
"618",1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,1,1,0,1,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,0,2,0,0,0
"619",2,1,1,2,1,2,0,1,1,0,0,1,0,1,1,2,1,0,0,0,1,1,2,1,2,0,1,1,7,0,1,0,2,2,2,1,0,0,2,3,0,1,0,0,6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,1
"620",2,3,0,0,1,3,1,1,1,2,2,1,1,1,0,2,2,1,0,0,2,3,1,0,0,5,1,0,1,4,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,3,0,2,0,2,0,0,0,2,0,2,0,7,0,2,2,2,0,0,2,1
"621",4,0,2,1,1,1,0,3,0,1,2,2,0,0,1,0,1,0,0,1,0,2,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,3,0,0,2,2,0,1,0,0
"622",0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,7,0,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,6,0,1,0,4,0,0
"623",0,0,2,1,1,0,0,0,3,3,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,1,1,2,0,2,0,1,0,1,0,1,1,0,1,0,0
"624",0,3,1,1,0,5,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,2,1,0,2,1,0,1,2,1,2,0,1,1,1,0,2,1,1,1,0,0,1,0,0,2,2,0,0,0,1,0,1,0,0,1,9,0,0,1,0,0,0,0,0
"625",0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,1,0,0,6,0,0,1,0,0,2,1,0,2,1,0,0,0,0,0,2,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,1,3,0,0
"626",3,0,2,0,1,1,1,0,0,0,0,0,0,0,1,3,1,1,0,1,0,3,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,2,0,1,0
"627",0,0,0,0,0,1,4,3,0,0,0,0,0,0,6,2,0,0,6,1,0,3,0,0,5,1,0,1,0,0,1,0,0,2,3,0,0,0,1,2,0,3,2,0,2,1,0,0,0,0,1,4,4,0,1,0,0,0,1,1,0,0,0,1,2,0
"628",3,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,0,1,0,0
"629",1,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,0,3,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"630",2,0,0,0,0,0,3,0,0,0,0,1,0,0,3,11,0,0,3,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,6,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,5,0,7,0,6,0,0
"631",0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,4,2,2,0,2,0,0
"632",1,0,8,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,2,0,1,0,0,1,0,0,0,2,0,0,0,3,1,3,3,1,0,1,0,2,0,2,1,0,0,0,0,0,0,4,2,1,0,1,0,0,0,1,1,0,2,0,0
"633",0,1,4,0,1,0,0,0,2,3,1,1,0,1,0,0,1,0,0,0,1,0,3,0,0,2,0,0,2,2,1,4,1,0,0,0,0,3,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1
"634",0,4,2,0,4,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,5,0,0,2,0,2,2,0,0,1,0,0,2,0,1,2,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,5,1,0,4,2,1,0,0,0
"635",0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7,0,2,2,3,0,0
"636",0,0,1,0,2,0,0,0,1,1,1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,0,3,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,0,0,0
"637",1,4,0,0,3,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,2,0,1,2,0,0,2,0,0,4,1,4,2,0,0,2,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,3,14,1,0,5,1,0,0,1,1
"638",3,9,0,3,1,2,1,2,1,0,1,0,0,1,0,0,2,2,0,0,2,1,5,2,0,1,2,0,1,0,1,2,0,0,0,0,0,1,0,2,0,1,0,0,1,1,1,0,0,1,0,1,0,3,1,0,1,7,0,0,6,1,0,0,1,0
"639",3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,8,0,0,2,0,0,0,0,0
"640",1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,1,0,0,0
"641",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,4,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,0
"642",5,2,0,0,1,1,0,2,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,2,1,2,0,1,1,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,2,1
"643",1,6,0,0,1,2,0,2,3,2,1,1,1,1,0,0,2,1,0,0,2,2,2,1,0,0,2,0,3,1,4,3,0,0,0,2,0,0,0,1,0,0,0,4,0,1,0,1,1,0,0,2,1,0,0,0,2,12,1,0,2,1,0,0,0,1
"644",0,1,1,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"645",1,2,2,2,0,4,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,2,5,0,0,1,0,0,0,5,0,1,0,0,0
"646",0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,3,0,0,1,1,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
"647",0,1,2,2,1,0,0,1,1,0,2,1,0,0,0,1,0,1,0,0,1,0,2,1,0,0,1,0,2,2,2,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"648",0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,11,0,1,0,3,0,0
"649",0,3,5,1,3,1,0,1,0,0,0,0,1,0,0,0,1,3,0,0,4,0,3,5,0,0,2,0,2,0,5,5,1,0,0,3,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0,0,0,3,0,0,3,9,2,0,1,0,0,0,0,0
"650",0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,2,1,1,1,2,1,1,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"651",0,1,1,2,0,1,0,2,1,4,0,2,0,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3,0,4,5,0,0,0,0,1,0,0,1,0,0,4,1,0,2,0,1,1,0,2,0,0,0,0,0,2,1,0,1,0,1,0,0,3
"652",2,2,0,0,0,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0
"653",3,1,4,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,2,1,2,0,0,5,0,0,2,0,0,0,0,0
"654",0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,3,0,0
"655",0,0,0,1,0,0,1,2,0,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,4,0,0
"656",0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,7,0,0,3,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,3,0,1,0,1,1,0,1,4,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,8,0,0,0,4,0,0
"657",4,2,2,0,0,2,1,1,2,0,2,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,2,1,1,0,0,1,1,1,2,0,1,0,0,0,5,1,2,0,0,2,0,0,1,0,0,0,0,0
"658",0,1,1,1,1,1,0,2,4,1,4,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,2,4,1,5,2,1,0,4,0,0,0,0,0,2,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0
"659",3,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0,0,0,1,1,0,0,0
"660",2,1,0,0,0,1,2,0,0,0,1,1,0,0,3,2,2,0,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,1,0,0
"661",0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,3,2,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
"662",0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0
"663",0,1,0,0,0,0,1,1,0,0,1,0,0,0,6,2,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0
"664",0,1,0,2,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,2,0,2,0,1,0,0,0,1,2,3,1,0,4,1,4,0,1,0
"665",0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,2,0,1,0,0,4,0,1,2,2,0,0,1,0
"666",0,2,2,1,0,1,0,0,2,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,1,1,0,1,1,0,0,0,1,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0
"667",0,2,4,2,2,1,1,1,1,2,2,0,0,0,0,0,2,2,0,0,4,1,2,3,0,0,2,0,0,4,1,1,0,0,0,1,0,2,0,0,2,2,0,0,1,0,2,2,0,0,0,0,0,1,1,0,1,2,1,0,3,0,1,0,1,0
"668",0,1,1,0,0,3,0,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,1,2,1,4,0,1,0,4,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
"669",0,3,1,0,2,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,2,0,3,0,1,1,2,0,1,0,1,2,0,0,0,1,0,1,1,1,1,0,0,2,3,0,3,2,0,0,0,0,0,0,0,0,1,7,0,0,2,0,0,1,0,0
"670",0,0,0,0,1,0,4,1,0,0,0,1,0,1,3,3,0,0,4,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,4,0,0,0,3,0,0
"671",0,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,1,4,5,3,0,1,0
"672",0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,1,2,2,0,7,0,0,0,2,1,0,0,0,0,0,0,4,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
"673",1,1,1,1,0,1,0,1,0,1,1,1,0,1,2,5,1,0,6,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,0,1,1,0,2,0,2,2,0,1,1,2,0,0,1,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0
"674",0,1,0,1,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0,3,2,0,0,0,1
"675",0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,5,0,0,1,0,0,0,0,0,4,2,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,2,0,0,0,3,0,0,0,3,0,0
"676",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,3,1,0,0,0,1,0,0,0,0,0,0
"677",0,1,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,4,2,0,0,3,2,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"678",2,0,0,0,0,2,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0
"679",2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,3,0,0,3,0,1,1,0,0
"680",0,1,3,1,0,1,0,3,7,5,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,4,1,7,7,0,1,2,0,0,0,0,2,0,0,5,4,0,3,0,0,2,1,2,0,0,0,0,0,5,1,0,3,0,1,1,0,0
"681",2,2,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,2,0,0,2,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,2,0,0,2,0,3,0,2,0,0,1,1,0,0,1,0,0,0,0,1
"682",0,0,0,1,0,0,0,0,5,3,2,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,2,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"683",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,4,1,1,0,0,0,4,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,0,1,0,0,0,0,4,1,0,4,0,0,0,0,0
"684",0,1,1,0,0,2,5,1,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,0,1,1,1,0,0,0,0,1,2,3,0,1,0,0,0,1,0,0,0,1,0,0
"685",0,0,0,0,0,0,1,0,2,1,0,1,2,0,0,0,0,1,0,1,1,0,2,0,1,0,0,1,2,1,0,0,3,0,2,0,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"686",2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,2,0,1,2,0,2,0,1,1,0,1,2,0,1,0,2,1,6,0,0,0,3,0,2,3,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"687",4,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,3,0,0,0,2,0,0,0,1,0,0,6,3,1,0,0,5,1,0,0,0,0,0,0,0,1,1,2,1,4,0,0,1,0,0,0,0,1
"688",0,0,1,1,0,1,0,2,2,1,1,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,1,0,0,2,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"689",0,0,2,2,1,2,1,3,5,3,1,2,2,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,7,6,0,4,4,0,2,2,0,0,0,0,3,0,0,8,1,1,0,0,0,0,0,1,1,0,0,1,1,6,2,0,1,0,0,2,1,0
"690",1,0,1,0,0,2,2,3,2,1,1,1,2,1,0,0,1,1,0,2,0,4,1,0,0,0,0,0,3,1,2,6,4,0,0,5,0,0,0,3,0,1,0,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"691",1,0,0,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,3,2,1,0,1,1,2,1,0,0,0,0,5,0,0,0,0,2,3,0,0,0,2,0,1,2,3,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,0,0
"692",0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"693",1,5,2,0,2,0,0,0,1,0,0,0,0,0,0,1,2,3,0,0,4,0,1,1,0,4,1,0,1,1,2,0,2,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,5,0,0,2,0,2,0,1,0
"694",2,1,3,0,0,1,1,2,1,0,1,1,0,2,3,1,0,2,0,1,0,2,0,2,5,1,1,0,11,2,2,2,3,2,3,1,1,0,0,6,1,1,0,0,6,1,1,1,2,1,0,0,1,1,1,0,0,2,0,1,0,0,3,2,1,3
"695",0,2,1,0,0,1,0,2,9,2,1,0,1,3,0,0,1,2,0,1,0,1,3,0,0,0,0,0,3,7,2,12,1,0,0,4,0,0,0,0,0,0,0,10,2,1,3,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
"696",0,6,1,1,1,2,0,0,1,1,1,0,0,0,0,0,3,2,0,0,0,0,0,3,0,1,2,0,3,1,2,7,2,1,0,2,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0
"697",1,1,0,0,1,0,1,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,4,1,0,2,0,2,1,2,0,0,0,2,0,1,0,1,0,1,1,2,1,2,0,0,0,1,1,0,0,3,0,0
"698",0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,4,0,0
"699",2,5,7,5,3,3,0,0,1,1,3,1,0,1,0,0,2,1,0,0,2,0,3,2,2,0,1,0,8,1,3,1,2,3,0,6,0,1,0,1,3,0,0,0,1,3,1,0,2,0,0,0,0,1,3,0,0,10,1,0,7,0,1,0,0,0
"700",0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,2,3,1,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1
"701",2,1,1,6,0,1,1,2,3,1,0,0,1,2,1,0,0,1,0,2,1,4,0,0,1,0,0,0,0,1,1,2,0,0,0,1,1,1,1,0,1,0,0,0,2,2,2,0,2,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0
