"","D1_NC1","D1_NC10","D1_NC11","D1_NC12","D1_NC13","D1_NC14","D1_NC15","D1_NC16","D1_NC17","D1_NC18","D1_NC19","D1_NC2","D1_NC20","D1_NC21","D1_NC22","D1_NC23","D1_NC24","D1_NC25","D1_NC26","D1_NC27","D1_NC3","D1_NC4","D1_NC5","D1_NC6","D1_NC7","D1_NC8","D1_NC9","D1_UC1","D1_UC10","D1_UC11","D1_UC12","D1_UC13","D1_UC14","D1_UC15","D1_UC16","D1_UC17","D1_UC18","D1_UC19","D1_UC2","D1_UC20","D1_UC21","D1_UC22","D1_UC23","D1_UC24","D1_UC25","D1_UC26","D1_UC27","D1_UC28","D1_UC29","D1_UC3","D1_UC4","D1_UC5","D1_UC6","D1_UC7","D1_UC8","D1_UC9","D2_NC1","D2_NC2","D2_NC3","D2_NC4","D2_NC5","D2_NC6","D2_UC2","D2_UC3","D2_UC4","D2_UC5"
"11",3,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,3,0,3,0,1,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,2,2,0
"12",2,1,4,1,1,1,1,0,2,2,0,1,0,0,0,1,2,0,0,0,2,3,0,3,0,0,2,0,0,4,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,14,2,0,2,1,0,0,1,0
"13",0,6,0,0,4,3,0,1,1,0,1,0,0,0,0,1,2,2,0,0,2,0,3,2,1,0,5,0,0,1,1,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,1,2,0,6,0,0,0,2,0,0,3,6,1,0,1,0,1,0,0,0
"14",0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,3,11,0,3,1,0,1,0,0,0,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,1,0,5,0,0
"15",0,1,0,3,0,1,0,0,2,4,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,1,3,1,0,0,5,0,1,0,0,0,2,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0
"16",1,0,3,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,0,1,0,2,0,2,0,2,2,0,1,0,0,0,1,0,1,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2
"17",0,1,2,3,0,0,1,2,8,6,3,1,3,2,0,1,0,0,0,0,2,0,2,1,1,1,1,1,4,5,0,3,7,0,1,3,0,0,1,2,0,1,0,6,3,1,2,0,0,0,1,1,1,0,2,0,0,2,0,0,1,0,4,3,1,0
"18",1,1,0,0,0,0,4,2,1,0,0,2,0,2,10,2,1,1,5,0,0,0,1,0,4,6,0,8,4,2,0,0,2,1,3,3,1,0,2,5,1,6,2,1,5,0,2,2,0,0,3,3,4,0,1,1,0,0,1,1,0,3,2,5,1,1
"19",1,0,2,2,1,1,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,2,2,0,1,2,0,0,0,0,2,0,1,4,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
"20",0,2,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0
"21",3,1,0,0,3,1,1,3,0,0,1,1,0,0,0,1,0,1,0,0,1,2,2,2,0,0,1,1,1,0,1,1,1,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,2,0,1,0,3,0,0,2,5,0,0,5,1,4,1,0,0
"22",2,1,1,0,2,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,3,0,2,1,3,0,0,0,0,2,0,2,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0
"23",1,1,1,0,0,0,4,0,0,0,0,0,0,0,5,7,0,0,2,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,3,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,17,0,1,0,6,0,0
"24",0,0,3,1,0,3,0,0,8,12,1,0,1,9,0,0,1,1,0,4,0,1,1,0,1,0,0,0,2,6,0,3,14,1,3,2,0,0,0,0,1,1,0,16,3,2,1,0,0,1,0,1,1,1,0,0,0,3,2,0,0,0,0,1,1,1
"25",0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0
"26",2,1,0,0,3,1,0,0,0,0,2,0,1,0,0,0,3,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,2,0,1,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0
"27",0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,6,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,4,1,0,2,0,0,0,11,0,0,0,9,0,0
"28",1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,6,0,1,0,2,0,0,1,0,1,1,0,1,0,1,2,0,0,0,4,1,1,1,0,1,1,1,1,0,3,1,0,0,0,1,0,1,3,3,1,1,0,0,0,1,0,1,2,3,1,0
"29",2,2,2,3,1,1,0,7,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,2,1,0,0,0,2,0,3,0,0,1,0,2,0,2,1,2,3,2,0,0,1,2,0,0,0,0,0,2,0,2,1,0,2,1,1,0,1,0,1,0,0,0
"30",0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,7,0,0,3,0,1,0,0,0
"31",0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,5,0,0,0,1,0,0
"32",0,3,3,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,3,4,0,0,1,0,1,0,1,0
"33",2,2,2,2,0,2,0,1,0,0,3,4,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,1,1,0,2,0,3,0,0,0,1,0,0,0,2,0,2,0,2,0,1,0,1,1,1,4,8,0,0,0,1,3,0,1,0
"34",1,3,1,1,1,0,2,1,0,0,0,1,0,0,5,4,1,2,0,4,2,0,2,0,2,2,1,1,0,1,0,0,1,0,4,0,1,2,1,3,1,2,0,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,2,2,5,2,2,1,0
"35",0,0,3,1,1,1,0,2,1,0,2,0,0,0,1,2,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,0,2,0,0,1,2,1,0,0,0,2,2,2,0,0,0,0,0,0,0,4,0,1,0
"36",0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,4,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,4,0,1,2,1,2,0,2,1
"37",0,3,0,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0
"38",0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,3,0,3,3,2,2,0,2,0,0,0,1,0,0,0,2,3,0,2,2,0,1,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0
"39",0,0,3,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0
"40",3,0,1,0,0,0,7,0,0,0,0,1,0,0,7,9,0,0,8,0,0,0,0,0,8,5,0,11,0,0,0,0,0,0,1,0,1,0,0,2,1,4,4,0,0,0,0,0,0,1,0,1,2,1,2,1,0,0,0,8,0,6,0,10,0,1
"41",2,6,2,0,5,0,0,1,1,0,2,1,0,0,2,2,0,2,1,1,1,0,3,2,0,1,3,0,3,1,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,4,7,0,0,5,3,0,1,0,0
"42",5,2,0,0,3,0,0,1,0,0,2,0,0,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0,0,0,0,3,0,2,0,2,0,0,0,4,0,0,0,1,0,0,3,1,0,0,0,0
"43",0,0,0,0,0,0,0,1,2,0,4,0,0,2,0,1,0,1,0,3,1,1,0,0,1,1,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2,1,1,1,0,1,0,2,5,0,1,0,2,0,0,0,1,1,0,0,2,2,2,1,1,0,1,0,4,1,2,2,4,1,0,3,0,0,0,0,1,0,0,0,6,3,1,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0
"45",0,1,0,0,0,2,4,1,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0
"46",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,4,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0
"47",1,5,4,1,1,6,0,1,0,0,1,1,1,0,0,0,3,1,0,0,3,0,1,1,0,0,1,0,1,1,3,3,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,5,0,0,3,3,0,0,4,0,1,0,1,0
"48",0,3,0,1,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,1,0,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
"49",0,0,1,1,3,2,0,2,2,0,0,0,0,1,0,0,3,0,0,0,1,3,1,1,0,0,1,0,2,3,0,6,1,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,1
"50",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,1,0,4,0,0
"51",2,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0
"52",0,0,1,1,0,1,0,0,2,3,2,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,1,3,1,0,8,3,0,1,2,0,0,0,0,0,0,0,2,4,0,0,2,1,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
"53",4,3,0,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,1,1,1,3,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,0,3,7,0,0,5,0,0,0,0,0
"54",3,3,3,1,0,1,0,2,1,0,2,5,1,1,0,0,1,0,0,0,3,0,2,0,6,0,2,1,5,0,2,3,3,0,0,1,1,0,1,0,2,1,0,1,5,0,0,1,0,2,0,1,1,0,0,0,0,7,1,0,2,0,0,1,0,0
"55",1,4,3,1,0,3,0,2,0,0,2,3,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,1,1,1,2,0,0,0,2,0,2,0,0,1,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,0,0,0
"56",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,1,0,0,0,1
"57",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,2,1,2,0,1
"58",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,1,0,0,3,0,0,0
"59",2,3,1,2,3,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,4,1,0,1,3,0,0,2,0,5,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,1,1,10,0,0,6,1,2,0,0,0
"60",1,0,1,1,1,1,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,1,0,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0
"61",1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"62",0,0,0,0,0,0,0,0,3,4,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
"63",4,1,6,2,3,2,0,2,0,0,2,2,0,1,2,0,3,2,0,1,0,1,1,2,1,1,2,0,4,0,3,2,1,1,1,0,0,1,0,2,1,1,1,1,1,1,0,2,0,3,1,1,0,1,1,2,1,26,2,0,7,3,2,0,1,1
"64",1,1,0,1,1,2,0,0,2,0,1,0,0,0,1,0,3,0,0,0,0,0,4,0,1,0,0,0,5,6,5,6,1,0,0,4,0,0,0,3,2,1,0,3,4,0,1,3,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,1,0
"65",0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0
"66",5,0,4,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,1,1,0,1,1,3,0,0,0,0
"67",0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,6,0,0,2,0,0,0,0,0,6,2,0,4,0,0,0,0,0,0,2,1,1,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,12,0,1,1,6,0,0
"68",0,3,1,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,2,0,4,2,1,0,2,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0
"69",1,2,2,2,1,1,1,0,3,0,1,0,0,1,1,0,1,2,2,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,4,0,0,0,1,0
"70",0,1,0,1,0,1,0,3,7,4,2,0,1,2,0,0,1,3,0,0,0,0,2,1,0,0,1,0,1,2,3,6,4,0,0,6,0,2,0,1,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
"71",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,0
"72",0,1,1,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,5,1,0,0,1,1,1,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0
"73",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,2,1,0,0,0
"74",4,2,1,1,2,1,6,4,1,0,4,1,0,0,1,6,1,3,2,1,1,1,3,2,5,1,3,0,1,0,1,0,3,5,2,0,1,2,2,4,6,2,1,0,6,0,3,2,1,1,0,2,3,1,4,2,0,0,0,1,2,1,4,4,3,1
"75",3,1,3,6,0,3,2,1,0,0,0,0,0,0,0,3,2,0,1,0,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,1,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,2,0
"76",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,4,0,0
"77",0,3,2,2,0,1,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,1,2,0,5,3,0,0,4,0,1,0,1,0,0,0,5,4,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,3,1,2,0,0,0
"78",2,1,3,0,0,3,1,1,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,2,4,2,4,1,0,1,0,1,1,2,2,1,0,1,0,2,1,2,0,0,3,1,0,1,0,1,0,2,3,1,1,0,0,0,0,0,1,2,1,1,0,0
"79",0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,1,0,4,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0
"80",1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,0,1,0,2,0,0,1,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0
"81",0,1,2,0,1,0,0,0,4,1,1,0,0,0,0,0,2,1,0,0,2,3,4,1,0,0,1,1,2,4,0,2,0,0,0,2,1,0,0,0,0,0,0,3,1,0,3,1,0,2,0,1,0,0,0,0,0,6,0,0,2,0,4,0,0,0
"82",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,0,1,0,1,6,0,0,0,0,1,0,0,0
"83",1,1,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,2,2,0,0,2,0,2,0,1,0
"84",6,4,0,0,0,0,7,1,0,0,0,2,0,0,11,7,0,0,4,2,0,0,0,0,3,8,1,3,0,0,0,0,0,0,5,0,0,0,0,3,0,4,4,0,2,1,0,1,0,0,0,1,9,2,0,1,0,0,0,3,0,2,0,7,0,0
"85",1,1,3,0,1,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,1,3,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"86",0,2,0,0,0,0,0,0,5,1,2,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,10,1,0,0,1,0,0,0,0,0,1,0,1,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"87",0,0,2,0,0,0,0,4,4,1,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,2,0,0,1,2,1,0,1,0,1,1,1,1,1,4,0,0,2,0,2,0,2,0,0,0,0,2,3,1,0,1,0,1,0,1,0,2,1,0,0
"88",3,1,2,1,1,3,0,0,3,3,1,1,1,1,0,1,4,0,1,0,1,7,3,1,1,1,0,0,2,4,1,3,0,0,0,1,0,0,1,0,2,1,2,0,1,2,2,0,0,0,0,0,1,1,0,1,2,5,1,1,6,4,1,0,1,1
"89",0,4,3,1,0,2,1,1,1,0,0,1,0,1,0,0,3,0,0,0,1,1,1,2,0,0,1,0,1,2,1,1,1,0,0,1,0,0,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,0,0,0
"90",0,1,3,0,2,1,0,0,2,2,1,0,0,3,0,0,0,1,0,0,2,0,0,0,3,0,0,2,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,2,0,1,0,0,1,0,0,2,1,0,0
"91",6,5,4,3,2,4,1,3,0,0,1,0,1,1,2,2,0,0,0,3,0,4,4,4,2,1,4,0,0,2,1,1,0,1,1,6,0,1,0,0,0,2,0,0,1,5,1,0,0,1,0,0,5,4,0,1,1,4,1,0,3,0,1,0,1,0
"92",1,2,0,0,0,0,6,1,0,0,0,3,0,2,8,3,1,1,3,0,0,0,2,0,4,9,0,9,3,1,0,0,2,1,2,4,2,0,2,4,2,6,2,1,4,0,3,2,0,0,4,4,4,0,1,1,0,1,1,2,0,2,1,7,1,1
"93",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0
"94",2,0,1,0,3,1,0,1,2,2,0,0,0,1,0,0,2,2,0,0,0,3,1,0,0,0,0,0,1,1,3,6,1,0,0,2,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"95",0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,1,0
"96",3,3,3,2,1,4,1,2,0,0,3,1,0,0,0,0,1,3,0,0,5,1,3,1,0,1,5,0,2,5,1,2,0,0,0,0,0,2,2,0,2,2,0,2,0,1,2,1,0,2,0,0,1,3,0,0,1,10,1,0,6,0,3,0,1,0
