"sample_id","group","RHBDF2","SLC38A11","PDGFRB","PTH1R","DGKB","GPC5","RNF152","GRM8","SLC6A12","INPP4B","CPM","CNTN4","GJC1","PDE7B","PLCE1","GRM3","COL4A3","CACNA1C"
"GSM3896003","CN",6.864844509,7.673352586,9.523972988,7.369785924,7.58528662233333,8.548979927,6.298586019,7.3905214385,8.532997595,7.411207676,6.27788953725,6.392213873,10.000760214,8.732022637,7.140155765,10.084771715,6.2330289805,6.72564819383333
"GSM3896004","CN",7.13659777475,7.565141263,9.839047388,7.7071324845,7.47717273066667,9.178836139,6.242034513,7.3406050795,8.646941207,7.034190847,6.28993325025,6.206896654,10.0876399785,8.844779149,7.136185514,10.352768272,6.366138715,6.67084776233333
"GSM3896005","CN",7.0324550075,7.386329533,9.084722425,7.27441347,7.58309762666667,8.953719308,6.118226176,7.201789376,7.624769213,7.488633117,6.31636300375,6.5618224635,9.9995310795,8.725626425,7.339466055,9.877582225,6.297677076,6.68326078866667
"GSM3896006","CN",7.38417083975,7.536507486,9.075668997,7.206582922,7.57083117233333,9.077097073,6.299558409,7.3177741505,7.538164208,7.331701426,6.245005681,6.416762217,9.914322593,8.46595231,7.525958091,9.8370486745,6.227426222,6.70532152116667
"GSM3896007","CN",7.15271973875,7.258191783,9.534102981,7.790680615,7.254448444,9.794272054,6.372303512,7.248126245,8.060952371,7.269530495,6.298620395,6.249057071,9.928698223,8.737329942,7.450853871,10.3702974665,6.344919981,6.60163675316667
"GSM3896008","CN",7.1753653085,7.548060872,9.863830845,7.9395578345,7.386690405,9.523673194,6.406750527,7.0028595845,8.485419165,7.096600526,6.30544613425,6.159774435,9.8843502645,8.96259232,7.685513921,10.0144046705,6.237951261,6.65201171316667
"GSM3896009","CN",7.1228460895,7.225692969,8.952887724,7.277361874,7.554804602,9.322921037,6.357376835,7.3473172145,7.584967783,7.579123624,6.19431608975,6.4513935625,9.9189254835,8.82938586,7.23609375,9.7176037655,6.2777754645,6.63509305783333
"GSM3896010","CN",6.88405923475,6.909014981,8.602751591,7.043021475,7.542328698,9.185795269,6.264033575,7.389156678,7.295742485,7.468672737,6.22985954825,6.471846882,9.899867023,8.537572247,7.154382295,10.2762339065,6.2463884705,6.66103043666667
"GSM3896011","CN",6.83401960075,7.158239875,9.021228878,7.4242518495,7.52198206966667,8.471652314,6.33415274,7.3692398765,7.825872878,7.569722672,6.3193706825,6.2852252465,9.9302381085,9.141958067,7.134983142,10.149739859,6.2362970725,6.750460414
"GSM3896012","CN",6.8768316625,7.29814619,9.15420306,7.4829916065,7.565577844,9.133287795,6.316976468,7.3724574505,7.961017364,7.388037825,6.27345296475,6.337737119,9.8544821775,8.931088931,7.062427256,10.0655799025,6.2297392785,6.68374841
