ligand_clean,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,source_cellstates,target_cellstates,lr_pair_examples,aupr,AUPR_rank,input_top20,displayed_Fig8A
GRN,GRN,23,0.804532797437439,0.2220045270221225,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,GRN - EGFR;GRN - NTRK1;GRN - TNFRSF1A;GRN - TNFRSF1B,0.0309052391690279,151,False,False
COL4A1,COL4A1,4,0.802653676589387,0.7142947058051048,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,COL4A1 - ITGA1/ITGB1,0.0318862972368425,130,False,False
SERPINE1,SERPINE1,5,0.764747245755548,0.3255590847857495,Microglia,Micro_Homeostatic,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,SERPINE1 - ITGB5;SERPINE1 - LRP1;SERPINE1 - PLAUR,0.0356167576232106,24,False,False
TGFB3,TGFB3,32,0.762079713767831,0.2676216092605453,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,TGFB3 - ACVR1/TGFBR1/TGFBR2;TGFB3 - ACVR1/TGFBR2;TGFB3 - ACVR1B/TGFBR2;TGFB3 - ACVR1C/TGFBR2;TGFB3 - ACVRL1,0.0321729060700105,119,False,False
BMP1,BMP1,15,0.7508256660264031,0.2202895804000813,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,BMP1 - BMPR1A;BMP1 - BMPR2,0.0309246852567311,150,False,False
ADAM10,ADAM10,27,0.734774730081926,0.2012116334393487,Astrocyte;Microglia,Astro_Homeostatic;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ADAM10 - AXL;ADAM10 - EPHA3;ADAM10 - IL6R;ADAM10 - NOTCH1;ADAM10 - NOTCH2,0.0313929544419249,138,False,False
GAS6,GAS6,9,0.7337288572251771,0.3190042701279464,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,GAS6 - AXL;GAS6 - MERTK;GAS6 - TYRO3,0.0312595051868525,142,False,False
PTDSS1,PTDSS1,7,0.73133177496483,0.2621413074375888,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Venous,PTDSS1 - SCARB1,0.0303839783601511,165,False,False
C1QB,C1QB,5,0.7266538484804499,0.369540036356026,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,C1QB - C1QBP;C1QB - LRP1,0.0326537832349544,99,False,False
HMGB1,HMGB1,9,0.715672756328048,0.3035943734369795,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,HMGB1 - HAVCR2;HMGB1 - THBD,0.0265364404042768,185,False,False
ADAM9,ADAM9,36,0.6938477716035798,0.1859228214602593,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ADAM9 - ITGA3;ADAM9 - ITGA6;ADAM9 - ITGAV;ADAM9 - ITGB1;ADAM9 - ITGB5,0.031725701466042,134,False,False
COL6A1,COL6A1,40,0.681504595077832,0.243043977849004,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL6A1 - CD44;COL6A1 - ITGA1/ITGB1;COL6A1 - ITGA10/ITGB1;COL6A1 - ITGA11/ITGB1;COL6A1 - ITGA2/ITGB1,0.0333165538901208,79,False,False
CNTN1,CNTN1,7,0.6751661807428202,0.2570405610094915,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CNTN1 - NOTCH1;CNTN1 - NOTCH2,0.0306274617912062,160,False,False
PDGFB,PDGFB,9,0.668460917522561,0.3469469270210793,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PDGFB - ITGAV;PDGFB - PDGFRA/PDGFRB;PDGFB - S1PR1,0.046555126324662,3,True,True
NECTIN3,NECTIN3,14,0.6671408416362281,0.2445057116820711,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NECTIN3 - NECTIN2;NECTIN3 - PVR,0.0358628030466581,22,False,False
IGSF11,IGSF11,3,0.66506963517477,0.4399071719145667,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,IGSF11 - VSIR,0.0308586771193478,155,False,False
LGALS9,LGALS9,16,0.66468234800319,0.2130622028753389,Microglia,Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LGALS9 - CD44;LGALS9 - CD47;LGALS9 - COLEC12;LGALS9 - HAVCR2;LGALS9 - LRP1,0.0353016022385483,30,False,False
COL28A1,COL28A1,25,0.65965983656154,0.2229317391758511,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL28A1 - ITGA1/ITGB1;COL28A1 - ITGA10/ITGB1;COL28A1 - ITGA11/ITGB1;COL28A1 - ITGA2/ITGB1,0.0325758823672071,104,False,False
NAMPT,NAMPT,14,0.657356133931794,0.2746783707760887,Astrocyte;Microglia,Astro_Intermediate;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NAMPT - INSR;NAMPT - ITGA5/ITGB1,0.0322270811704333,115,False,False
CX3CL1,CX3CL1,6,0.649983480122617,0.3084066508408432,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,CX3CL1 - ITGAV,0.0298425449973257,175,False,False
ICAM1,ICAM1,5,0.6449973342052531,0.293228661652844,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,ICAM1 - CAV1;ICAM1 - EGFR,0.0387667771189632,14,True,False
LGALS3,LGALS3,4,0.6234846563785403,0.3640297648125727,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,LGALS3 - ENG;LGALS3 - MCAM,0.0335923984632014,64,False,False
VCAN,VCAN,18,0.620165005705066,0.254144198341703,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,VCAN - CD44;VCAN - EGFR;VCAN - ITGB1,0.0319199821670146,128,False,False
SEMA4B,SEMA4B,6,0.618963950919882,0.3512611662932785,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid,SEMA4B - DCBLD2,0.0325321832616763,107,False,False
CLEC11A,CLEC11A,11,0.6123437620653871,0.195680104645064,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CLEC11A - ITGA10;CLEC11A - ITGA11;CLEC11A - ITGB1,0.0347664449456586,37,False,False
SELPLG,SELPLG,5,0.6121493832200602,0.306656996223442,Microglia,Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,SELPLG - ESAM,0.0452888349529974,4,True,True
PSAP,PSAP,6,0.600709821598143,0.3250437163520536,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,Cerebrovascular_Pericyte;Cerebrovascular_Venous,PSAP - AR;PSAP - LRP1,0.0305306061428968,163,False,False
SEMA4A,SEMA4A,5,0.595333836112131,0.2391169967326085,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;Cerebrovascular_Pericyte,SEMA4A - NRP1/PLXNA2;SEMA4A - NRP1/PLXNA3;SEMA4A - PLXND1,0.0312193690236009,143,False,False
PSEN1,PSEN1,10,0.5909463463328302,0.1653598552444956,Astrocyte;Microglia,Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PSEN1 - NOTCH1;PSEN1 - NOTCH2;PSEN1 - NOTCH3,0.0307570777166352,158,False,False
GDF11,GDF11,7,0.586837112987635,0.2592716732822294,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,GDF11 - ACTR2;GDF11 - BMPR1A;GDF11 - BMPR2,0.0311092812745621,145,False,False
COL4A2,COL4A2,9,0.585353550329425,0.1881092806699051,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL4A2 - CD93;COL4A2 - ITGA1/ITGB1;COL4A2 - ITGAV/ITGB8,0.0323422269469182,112,False,False
TNFSF13B,TNFSF13B,16,0.558190096204505,0.252329443944637,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,TNFSF13B - CD40;TNFSF13B - HLA-DPB1;TNFSF13B - TFRC,0.032636036249196,101,False,False
FBN1,FBN1,11,0.5526142282883328,0.2987611210056258,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Venous,FBN1 - ITGA5;FBN1 - ITGB1,0.0305434685638376,161,False,False
COL11A1,COL11A1,27,0.536562460174393,0.1811984037657341,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL11A1 - ITGA1/ITGB1;COL11A1 - ITGA10/ITGB1;COL11A1 - ITGA11/ITGB1;COL11A1 - ITGA2/ITGB1,0.0335800687456379,66,False,False
DLL1,DLL1,7,0.533207353446624,0.3025122818758579,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,DLL1 - NOTCH1;DLL1 - NOTCH3;DLL1 - NOTCH4,0.0294849826333824,178,False,False
TF,TF,8,0.5247579838098949,0.2630799903499913,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActMid,TF - TFRC,0.0332086284788915,84,False,False
LAMA2,LAMA2,20,0.521785963457463,0.205843557453277,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LAMA2 - DAG1;LAMA2 - ITGA1;LAMA2 - ITGA2/ITGB1;LAMA2 - ITGA3/ITGB1;LAMA2 - ITGA6/ITGB1,0.0299082735065775,174,False,False
FGF1,FGF1,9,0.5213211611721902,0.207519724733655,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FGF1 - EGFR;FGF1 - FGFR1;FGF1 - NRP1;FGF1 - TGFBR3,0.0492110200975098,2,True,True
ANXA1,ANXA1,5,0.500272461680274,0.3261435021791656,Astrocyte,Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ANXA1 - EGFR,0.0333509138505399,78,False,False
JAM2,JAM2,24,0.4955582572260221,0.1949149599529589,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,JAM2 - ITGA3/ITGB1;JAM2 - ITGA4/ITGB1;JAM2 - ITGAV/ITGB1,0.0364572474506524,18,True,False
LTBP3,LTBP3,3,0.48842326355679,0.2081006535064786,Astrocyte,Astro_Intermediate;Astro_Reactive,Cerebrovascular_Pericyte;Cerebrovascular_Venous,LTBP3 - ITGB5,0.0256076595431319,186,False,False
FN1,FN1,19,0.469422985166098,0.1044699480049032,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FN1 - ITGA2;FN1 - ITGA5/ITGB1;FN1 - ITGA6;FN1 - ITGAV/ITGB1;FN1 - NT5E,0.03464220339459,40,False,False
ST6GAL1,ST6GAL1,14,0.4665038182133709,0.278252879782504,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ST6GAL1 - EGFR,0.0322196040402052,117,False,False
LAMA4,LAMA4,12,0.4652857181848209,0.1680059290244277,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,LAMA4 - DAG1;LAMA4 - ITGA2/ITGB1;LAMA4 - ITGA6/ITGB1;LAMA4 - ITGA9/ITGB1;LAMA4 - ITGAV/ITGB8,0.0312818790709311,140,False,False
LAMC1,LAMC1,26,0.4526683572922199,0.2006750149945471,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LAMC1 - DAG1;LAMC1 - ITGA1;LAMC1 - ITGA2/ITGB1;LAMC1 - ITGA3/ITGB1;LAMC1 - ITGA6/ITGB1,0.032349629058894,111,False,False
AGRN,AGRN,21,0.452226060220494,0.2683839623461492,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,AGRN - DAG1;AGRN - ITGB1;AGRN - LRP1,0.0335293670129,68,False,False
PLTP,PLTP,14,0.4497864143822399,0.1998381209488202,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PLTP - ABCA1,0.0308644897659793,154,False,False
NDP,NDP,4,0.4440689689363031,0.2229197681021165,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,NDP - FZD4,0.0335522418278116,67,False,False
HLA-B,HLA-B,5,0.4422766654676229,0.3142248672800774,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,HLA-B - CANX,0.0335878792714521,65,False,False
COPA,COPA,13,0.432519626465886,0.1986280911677839,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Venous,COPA - CD74;COPA - NTRK1,0.0308254019762686,157,False,False
HLA-C,HLA-C,4,0.3958496424649,0.3221721223291202,Astrocyte;Microglia,Astro_Intermediate;Micro_DAM,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,HLA-C - NOTCH4,0.0348003111006489,36,False,False
F13A1,F13A1,5,0.3928647282000099,0.242061090579538,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,F13A1 - ITGB1,0.0307567099173966,159,False,False
COL19A1,COL19A1,21,0.38906287730054,0.0869316820681604,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL19A1 - ITGA1/ITGB1;COL19A1 - ITGA10/ITGB1;COL19A1 - ITGA11/ITGB1;COL19A1 - ITGA2/ITGB1,0.0330548225728739,88,False,False
GSTP1,GSTP1,17,0.381074211953372,0.1739922804711347,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,GSTP1 - EGFR,0.03175110363104,132,False,False
COL24A1,COL24A1,10,0.376771703734732,0.1515403677342078,Astrocyte,Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL24A1 - ITGA1/ITGB1;COL24A1 - ITGA10/ITGB1;COL24A1 - ITGA11/ITGB1;COL24A1 - ITGA2/ITGB1,0.0325433783824682,106,False,False
LAMB2,LAMB2,37,0.3702385993242391,0.1186471322499812,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LAMB2 - DAG1;LAMB2 - ITGA2/ITGB1;LAMB2 - ITGA3/ITGB1;LAMB2 - ITGA6/ITGB1;LAMB2 - ITGA9/ITGB1,0.0338137428788208,58,False,False
PROS1,PROS1,9,0.362558466883037,0.1324870799372586,Astrocyte;Microglia,Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PROS1 - AXL;PROS1 - MERTK,0.0337697676316003,59,False,False
TNFSF10,TNFSF10,5,0.3568292845619339,0.2272894915905188,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,TNFSF10 - TNFRSF10A;TNFSF10 - TNFRSF10B;TNFSF10 - TNFRSF10D,0.0394512367709522,11,True,True
IGF1,IGF1,2,0.355972268654036,0.335832315880692,Microglia,Micro_Homeostatic,Cerebrovascular_Pericyte;Cerebrovascular_Venous,IGF1 - IGF1R,0.0376526086736592,16,True,False
WNT7A,WNT7A,7,0.340193603176519,0.1610241921909049,Astrocyte,Astro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid,WNT7A - ADGRA2;WNT7A - FZD4/LRP5;WNT7A - FZD4/LRP6;WNT7A - FZD6/LRP6;WNT7A - LDLR,0.0326162286732813,102,False,False
CALM3,CALM3,26,0.331771434118347,0.1074837662447217,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CALM3 - CACNA1C;CALM3 - EGFR;CALM3 - INSR,0.0312638388745518,141,False,False
LRIG2,LRIG2,8,0.3173910888017299,0.157868786807678,Astrocyte;Microglia,Astro_Homeostatic;Astro_Reactive;Micro_DAM,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LRIG2 - EGFR,0.0344980705466273,45,False,False
ADM,ADM,1,0.31725545221757,0.31725545221757,Astrocyte,Astro_Reactive,CapEC_ActLow,ADM - RAMP3,0.0308799839149267,152,False,False
INHBB,INHBB,3,0.314040368929021,0.1953411318247823,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;Cerebrovascular_Venous,INHBB - SMAD3,0.0309992555906135,149,False,False
FGF20,FGF20,1,0.297517526117547,0.297517526117547,Microglia,Micro_DAM,CapEC_ActLow,FGF20 - FGFR1,0.0348139624645644,35,False,False
A2M,A2M,1,0.2902248163783498,0.2902248163783498,Microglia,Micro_DAM,Cerebrovascular_Pericyte,A2M - LRP1,0.0333834838066642,76,False,False
LRPAP1,LRPAP1,16,0.2900516407484709,0.1402072020409576,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid,LRPAP1 - LDLR;LRPAP1 - LRP8,0.0322782148255029,114,False,False
EFEMP2,EFEMP2,6,0.2889919768480999,0.1756092298570928,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,EFEMP2 - PLSCR4,0.0302617622318622,171,False,False
FSTL5,FSTL5,2,0.2861844346314123,0.1555714233142652,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh,FSTL5 - CEACAM19,0.0321699958870683,120,False,False
COL4A6,COL4A6,7,0.284417456156848,0.1009151460377227,Astrocyte,Astro_Reactive,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL4A6 - CD93;COL4A6 - ITGA2/ITGB1;COL4A6 - ITGA3/ITGB1;COL4A6 - ITGA9/ITGB1,0.0341241694959845,52,False,False
HSP90B1,HSP90B1,3,0.2800230599434699,0.1858683594653259,Microglia,Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,HSP90B1 - ERBB2;HSP90B1 - LRP1,0.0320963623889423,123,False,False
WNT7B,WNT7B,4,0.2761454844672458,0.1243999086101302,Astrocyte,Astro_Homeostatic,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,WNT7B - ADGRA2;WNT7B - FZD4/LRP5;WNT7B - FZD4/LRP6;WNT7B - FZD6/LRP6,0.0319519340488398,126,False,False
HLA-DRA,HLA-DRA,2,0.2704931071304799,0.2503713079095548,Microglia,Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,HLA-DRA - CD4,0.0346976775421169,39,False,False
WIF1,WIF1,3,0.2695112833476498,0.1508367625710299,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Venous,WIF1 - RYK,0.0285558167383415,182,False,False
IL1B,IL1B,3,0.259926660246645,0.1106492648556731,Microglia,Micro_DAM,CapEC_ActMid;Cerebrovascular_Pericyte,IL1B - IL1R1/IL1RAP;IL1B - SIGIRR,0.0395129699682752,10,True,True
WNT5B,WNT5B,2,0.25630684586326,0.1427006330176491,Astrocyte,Astro_Homeostatic,CapEC_ActMid,WNT5B - FZD4;WNT5B - FZD6/LRP6,0.0318169284587921,131,False,False
NCAM1,NCAM1,9,0.2534912603536399,0.0815847522696394,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NCAM1 - CACNA1C;NCAM1 - FGFR1;NCAM1 - NCAM2;NCAM1 - PTPRA;NCAM1 - ROBO3,0.0320288615158429,125,False,False
TGFA,TGFA,2,0.238300838978713,0.1838023306369605,Microglia,Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,TGFA - EGFR/ERBB2,0.036001029685649,21,False,False
CD99,CD99,22,0.2188164534919249,0.0922917060499341,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD99 - CD81;CD99 - CD99L2;CD99 - PILRB,0.0321192493790581,122,False,False
CNTN6,CNTN6,9,0.2183553687708064,0.0995659784688279,Astrocyte,Astro_Homeostatic;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CNTN6 - NOTCH1;CNTN6 - PTPRG,0.0304762566698417,164,False,False
TCTN1,TCTN1,1,0.198923502992034,0.198923502992034,Astrocyte,Astro_Reactive,Cerebrovascular_Venous,TCTN1 - TMEM67,0.0320905427373145,124,False,False
HLA-DRB1,HLA-DRB1,2,0.19757093130023,0.146861754073262,Microglia,Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,HLA-DRB1 - CD4,0.031088582005595,146,False,False
CXCL12,CXCL12,3,0.196106372601295,0.115662304184695,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Venous,CXCL12 - ITGA5;CXCL12 - ITGB1,0.0303495691161182,166,False,False
LGALS3BP,LGALS3BP,9,0.191147923449744,0.0961128215850434,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LGALS3BP - ITGB1,0.0316967119736294,136,False,False
CD38,CD38,1,0.1736718277414399,0.1736718277414399,Astrocyte,Astro_Intermediate,Cerebrovascular_Pericyte,CD38 - PECAM1,0.0363092943419086,19,True,False
SEMA6A,SEMA6A,1,0.1691429337724418,0.1691429337724418,Astrocyte,Astro_Reactive,Cerebrovascular_Pericyte,SEMA6A - PLXNA2,0.0331057393512993,87,False,False
OMG,OMG,5,0.166450333208007,0.1205360459932286,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_Homeostatic,CapEC_ActHigh;Cerebrovascular_Pericyte,OMG - TNFRSF1B,0.0305323139074129,162,False,False
FGF11,FGF11,3,0.16607491315388,0.1367241167250278,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActLow,FGF11 - FGFR1,0.034956021234847,34,False,False
F8,F8,4,0.162794062787467,0.0879361866894307,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow,F8 - LDLR,0.0317491444582633,133,False,False
CNTN4,CNTN4,3,0.1596678420509,0.0707616001993167,Astrocyte,Astro_Homeostatic,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CNTN4 - PTPRG,0.0319134189776429,129,False,False
