"","D1_NC1","D1_NC10","D1_NC11","D1_NC15","D1_NC16","D1_NC17","D1_NC18","D1_NC19","D1_NC2","D1_NC20","D1_NC21","D1_NC22","D1_NC23","D1_NC26","D1_NC27","D1_NC3","D1_NC4","D1_NC8","D1_NC9","D1_UC1","D1_UC10","D1_UC11","D1_UC13","D1_UC14","D1_UC15","D1_UC17","D1_UC18","D1_UC19","D1_UC2","D1_UC20","D1_UC22","D1_UC23","D1_UC24","D1_UC25","D1_UC26","D1_UC27","D1_UC28","D1_UC3","D1_UC4","D1_UC5","D1_UC6","D1_UC8","D2_NC1","D2_NC2","D2_NC3","D2_NC4","D2_NC5","D2_NC6","D2_UC2","D2_UC3","D2_UC4","D2_UC5"
"GEM",5.28276925736009,4.30771056537814,3.71186684232612,4.52265925841761,3.71186684232612,4.56889325342279,6.37364403260429,5.49098180699237,5.83836288965553,4.28783687451454,3.71186684232612,7.41370212843148,4.18032112603728,3.71186684232612,4.2423802078387,6.08163523197851,3.71186684232612,6.76920495177538,3.71186684232612,6.06502615785158,6.52138802621425,5.30375129486316,4.41988910075541,5.67488661556698,4.51447628295597,3.71186684232612,6.93701830021692,4.89154329505875,3.71186684232612,6.30191066143348,3.71186684232612,5.65596443005508,5.32476085001138,8.04667069196678,4.43452486972622,5.33082555870124,4.4115469693473,4.97044660027851,5.86436674741069,3.71186684232612,5.78302200157573,4.09272857958155,6.33310441190726,5.10553817296787,7.38606468825801,4.22512706595376,4.77760444478308,4.87263557683618,5.31653065271125,9.02650158264626,5.48679918068272,8.17215315948611
