"logFC","logCPM","F","PValue","FDR","Nhood","SpatialFDR","SpatialFDR_BH","SigCat","Direction","NhoodSubtype","SubtypePurity","NhoodSize"
1.1473877104471,11.1017283794359,7.11612519327258,0.00764035369648655,0.209516743503421,69,0.209516743503421,0.209516743503421,"NS","NS","DAM",0.907407407407407,54
-0.149816679969775,10.8529323936778,0.114913906840969,0.75136729036187,0.945308281821293,70,0.945308281821293,0.945308281821293,"NS","NS","DAM",0.961538461538462,26
0.121385965792885,11.0811656129057,0.091652595595892,0.762087148642651,0.950407785502356,71,0.950407785502356,0.950407785502356,"NS","NS","DAM",0.964912280701754,57
1.12675439656242,10.9485806562009,6.44352077083531,0.011136981515096,0.239258157599905,72,0.239258157599905,0.239258157599905,"NS","NS","DAM",0.527777777777778,36
0.118192158460658,11.5093877182236,0.109316824178639,0.740923823198073,0.939586500658481,73,0.939586500658481,0.939586500658481,"NS","NS","DAM",1,120
-0.221336917404258,11.3852140251517,0.349073183746294,0.554639321490663,0.876327069100279,74,0.876327069100279,0.876327069100279,"NS","NS","Homeostatic",1,99
0.0439452078837959,11.1869823275347,0.0153380445850931,0.901436729111879,0.975592905112442,75,0.975592905112442,0.975592905112442,"NS","NS","DAM",1,71
0.257800317162722,11.062957905029,0.375445120138681,0.540052189282174,0.870996793434134,76,0.870996793434134,0.870996793434134,"NS","NS","DAM",1,49
-0.664813514474354,11.2063372344892,2.66274670779575,0.10272574154953,0.523222439857343,77,0.523222439857343,0.523222439857343,"NS","NS","Homeostatic",1,71
0.276236759462746,11.0372934395427,0.444700702348032,0.504863546333014,0.857473663046369,78,0.857473663046369,0.857473663046369,"NS","NS","DAM",1,48
-0.258029443556953,10.9297919279277,0.347295343354767,0.555649248734874,0.876327069100279,79,0.876327069100279,0.876327069100279,"NS","NS","DAM",1,36
-0.682148897171915,11.1523445039543,2.68717240141956,0.101161712460583,0.523222439857343,80,0.523222439857343,0.523222439857343,"NS","NS","Homeostatic",0.703125,64
0.698228477609663,10.9121206945942,2.60803904117677,0.106325700384737,0.532450607854495,81,0.532450607854495,0.532450607854495,"NS","NS","DAM",1,34
-0.173435418924321,11.0006837873054,0.167721801331362,0.682145208009305,0.922343868588782,82,0.922343868588782,0.922343868588782,"NS","NS","Homeostatic",0.977272727272727,44
-0.894619217093932,10.8472747119893,4.1579590315294,0.041441418662023,0.392783787611272,83,0.392783787611272,0.392783787611272,"NS","NS","DAM",1,27
0.0409852824292672,11.0516154098385,0.0092245948896558,0.923485182559301,0.976633673405368,84,0.976633673405368,0.976633673405368,"NS","NS","DAM",0.98,50
-0.125459615688049,10.8598803277878,0.0841451828278104,0.771757133094529,0.951895421574395,85,0.951895421574395,0.951895421574395,"NS","NS","DAM",0.928571428571429,28
0.305310481439521,10.9021435072994,0.496451047693974,0.481064985054527,0.848963910954538,86,0.848963910954538,0.848963910954538,"NS","NS","DAM",1,32
0.0248222066444944,10.880653034559,0.00374933076793009,0.951174719575527,0.980846934508217,87,0.980846934508217,0.980846934508217,"NS","NS","DAM",0.964285714285714,28
-0.940748955637115,10.9927651065736,4.68175890807218,0.0304864180305153,0.332781518164557,88,0.332781518164557,0.332781518164557,"NS","NS","Homeostatic",0.674418604651163,43
-0.142280726654644,11.2290080094469,0.121372805754519,0.727550904103092,0.938043401905978,89,0.938043401905978,0.938043401905978,"NS","NS","Homeostatic",0.864864864864865,74
-0.00210809985618258,10.9014759874554,7.86483308538599e-05,0.992924155981939,0.99576926475597,90,0.99576926475597,0.99576926475597,"NS","NS","DAM",0.933333333333333,30
-0.356504123393458,11.1602385642055,0.75987158595126,0.383370395439669,0.78978292505143,91,0.78978292505143,0.78978292505143,"NS","NS","DAM",0.515151515151515,66
0.205634671176972,11.4492570974671,0.319534964531896,0.571888268138235,0.883950594588768,92,0.883950594588768,0.883950594588768,"NS","NS","DAM",1,112
0.311219268005654,11.1086218735666,0.554367102432386,0.456540175388122,0.834558397695109,93,0.834558397695109,0.834558397695109,"NS","NS","DAM",0.875,56
-0.346741536208768,10.9365000270412,0.650845133920611,0.419812227039069,0.817043362377026,94,0.817043362377026,0.817043362377026,"NS","NS","DAM",1,38
0.361460497980613,11.1801850978238,0.780487756691538,0.376993715887063,0.788926662301635,95,0.788926662301635,0.788926662301635,"NS","NS","DAM",1,65
0.172145274179353,10.9530093855977,0.15553053394952,0.693305910430084,0.927933635439594,96,0.927933635439594,0.927933635439594,"NS","NS","DAM",1,36
0.575794151201912,11.2672855012615,2.06630203223812,0.150588782136171,0.59591446780159,97,0.59591446780159,0.59591446780159,"NS","NS","DAM",0.973684210526316,76
0.359677307144196,11.0042761208984,0.712151866577165,0.398731991983536,0.800036004467402,98,0.800036004467402,0.800036004467402,"NS","NS","DAM",1,44
0.378134195059051,11.1736433745184,0.865196525493659,0.352290360662706,0.773454772461562,99,0.773454772461562,0.773454772461562,"NS","NS","DAM",0.984848484848485,66
-0.706249129998763,10.9859026472628,2.66411895765679,0.102637175763002,0.523222439857343,100,0.523222439857343,0.523222439857343,"NS","NS","DAM",0.975609756097561,41
0.669551051070437,10.9670893063571,2.34896320473793,0.125368906684809,0.554878782889712,101,0.554878782889712,0.554878782889712,"NS","NS","DAM",1,38
1.35036934858911,10.9838341543019,9.26984006872784,0.00233006732795331,0.135452961635313,102,0.135452961635313,0.135452961635313,"NS","NS","DAM",1,41
0.0143903436486104,10.846436780365,0.00168543511004594,0.967252871531529,0.98538733589985,103,0.98538733589985,0.98538733589985,"NS","NS","Homeostatic",0.730769230769231,26
0.255835015570317,11.0054385068726,0.340936013583663,0.559290493915409,0.877541657379582,104,0.877541657379582,0.877541657379582,"NS","NS","DAM",1,43
0.49775177896499,11.2693316077972,1.58851214507058,0.207541200623436,0.657072615352181,105,0.657072615352181,0.657072615352181,"NS","NS","DAM",0.951219512195122,82
0.197093824173941,11.1840607595387,0.235013118643452,0.627832189342318,0.903790853924951,106,0.903790853924951,0.903790853924951,"NS","NS","DAM",1,63
0.136879060433552,11.0569235437868,0.113272401756385,0.73644944165991,0.939586500658481,107,0.939586500658481,0.939586500658481,"NS","NS","DAM",0.811320754716981,53
0.120056090106316,11.1735464248607,0.0820353138115328,0.774558409463765,0.951895421574395,108,0.951895421574395,0.951895421574395,"NS","NS","Homeostatic",0.923076923076923,65
-0.0835067253718936,10.9539984375518,0.0377700651591636,0.845905896338379,0.967559964288612,109,0.967559964288612,0.967559964288612,"NS","NS","Homeostatic",0.973684210526316,38
-0.0783525337814849,11.1646295265453,0.0362931466615013,0.848911697227635,0.967559964288612,110,0.967559964288612,0.967559964288612,"NS","NS","Homeostatic",0.952380952380952,63
0.641481365540064,11.1434920707201,2.29974819951681,0.129397515829632,0.557757375201725,111,0.557757375201725,0.557757375201725,"NS","NS","DAM",1,58
-1.03206373497113,10.8939912592969,5.43066270530524,0.0197877601955781,0.293190074192253,112,0.293190074192253,0.293190074192253,"NS","NS","DAM",0.875,32
0.507124631369916,11.1957218766966,1.50118567525608,0.220491337175978,0.668353616432022,113,0.668353616432022,0.668353616432022,"NS","NS","DAM",1,65
0.0250715178328459,10.9485762778143,0.00353672758057428,0.952577542674732,0.980846934508217,114,0.980846934508217,0.980846934508217,"NS","NS","Homeostatic",0.947368421052632,38
0.0809619715491372,10.9713422532915,0.0370044165496893,0.847456369378917,0.967559964288612,115,0.967559964288612,0.967559964288612,"NS","NS","Homeostatic",1,39
1.12854952536252,11.007704353774,6.55860480643346,0.0104389863896956,0.239258157599905,116,0.239258157599905,0.239258157599905,"NS","NS","DAM",1,42
0.281541527871776,11.0118769929002,0.446673659605324,0.503920068254279,0.857473663046369,117,0.857473663046369,0.857473663046369,"NS","NS","DAM",0.955555555555556,45
0.415456681862733,11.1128246489921,0.956927742989916,0.327964049473709,0.755615472543492,118,0.755615472543492,0.755615472543492,"NS","NS","DAM",1,55
1.08367804766687,10.9643767953395,6.09861762089715,0.0135300999680067,0.255147901928719,119,0.255147901928719,0.255147901928719,"NS","NS","DAM",1,39
-0.00552526401537959,11.1527226805647,4.33902109881807e-05,0.994744283526165,0.99576926475597,120,0.99576926475597,0.99576926475597,"NS","NS","DAM",1,68
0.858686162977108,10.9298857264726,3.720101920229,0.0537633625383517,0.429885651901306,121,0.429885651901306,0.429885651901306,"NS","NS","DAM",1,33
0.107557163833867,10.9193617561194,0.0598148741288523,0.806789182559876,0.956431593480073,122,0.956431593480073,0.956431593480073,"NS","NS","DAM",1,31
-0.00141189518127312,10.9009167620731,6.27559816736954e-05,0.993679343198572,0.99576926475597,123,0.99576926475597,0.99576926475597,"NS","NS","Homeostatic",0.764705882352941,34
-0.336396999042621,11.0130320488835,0.624127461182903,0.429519124621483,0.823595076094849,124,0.823595076094849,0.823595076094849,"NS","NS","Homeostatic",0.955555555555556,45
0.195380344471817,11.2180848412216,0.218345335481692,0.64030441093252,0.906126344094601,125,0.906126344094601,0.906126344094601,"NS","NS","DAM",1,68
0.105274620288292,11.0988993129291,0.0613562126718646,0.804365499700538,0.954723375637231,126,0.954723375637231,0.954723375637231,"NS","NS","DAM",1,55
0.236154756200236,11.1901083889455,0.324548073062857,0.568888183024421,0.883950594588768,127,0.883950594588768,0.883950594588768,"NS","NS","DAM",1,66
-0.234107151373778,10.9508056036873,0.288104536515226,0.591438716223669,0.892443028721712,128,0.892443028721712,0.892443028721712,"NS","NS","Homeostatic",0.973684210526316,38
-0.0157987428501121,11.1305311691799,0.00124564126384591,0.971845648662641,0.9881193591583,129,0.9881193591583,0.9881193591583,"NS","NS","Homeostatic",0.88135593220339,59
0.687496650077711,11.0217238805938,2.49562699059279,0.114165446159705,0.538761164841037,130,0.538761164841037,0.538761164841037,"NS","NS","DAM",1,43
-0.176782385688765,10.9693654235137,0.174522788950673,0.676123870562967,0.918464951926968,131,0.918464951926968,0.918464951926968,"NS","NS","Homeostatic",0.8,40
0.113835135089116,11.092600160356,0.0860484726214825,0.769262619164091,0.951895421574395,132,0.951895421574395,0.951895421574395,"NS","NS","DAM",1,60
0.271890432830069,11.0820038761293,0.420726423757907,0.516575993127451,0.860943870744726,133,0.860943870744726,0.860943870744726,"NS","NS","Homeostatic",0.962264150943396,53
0.633496065567012,10.9174663303549,2.12200475242648,0.145198904096874,0.58764385907398,134,0.58764385907398,0.58764385907398,"NS","NS","DAM",1,33
0.151326727555215,10.9533910983335,0.124337467084087,0.724377551306352,0.936764968147575,135,0.936764968147575,0.936764968147575,"NS","NS","Homeostatic",0.552631578947368,38
-0.300354522419705,10.994605879847,0.478112359497704,0.489279877416153,0.854287843693618,136,0.854287843693618,0.854287843693618,"NS","NS","DAM",0.777777777777778,45
0.746025030102041,11.0536004720617,3.02853243704524,0.0818144578240296,0.491279396192635,137,0.491279396192635,0.491279396192635,"NS","NS","DAM",1,48
0.120287472935584,11.1383078073762,0.0841110874058338,0.771802097235499,0.951895421574395,138,0.951895421574395,0.951895421574395,"NS","NS","Homeostatic",0.948275862068966,58
0.627340252391762,11.167928588594,2.36379695543557,0.124182156862247,0.554426704592233,139,0.554426704592233,0.554426704592233,"NS","NS","DAM",1,68
-0.435195162872828,11.4500491560202,1.38991677720501,0.238421410195459,0.682495248698149,140,0.682495248698149,0.682495248698149,"NS","NS","Homeostatic",0.936363636363636,110
-0.422707840007596,10.9624817954403,0.954200160959805,0.328654382103984,0.755615472543492,141,0.755615472543492,0.755615472543492,"NS","NS","DAM",0.975609756097561,41
-0.649357271508716,10.8387090222751,2.2320564406522,0.135176368572304,0.569053796751772,142,0.569053796751772,0.569053796751772,"NS","NS","Homeostatic",1,24
0.676122534617509,11.2457363504059,2.74621303130231,0.0974875946622222,0.517547844820348,143,0.517547844820348,0.517547844820348,"NS","NS","DAM",1,72
0.515728574551351,11.3733265772545,1.84805683675896,0.174012030067942,0.622661831348088,144,0.622661831348088,0.622661831348088,"NS","NS","DAM",1,95
-0.0138849260830054,11.2305022987251,0.00104620716360403,0.974196874734344,0.989474400213712,145,0.989474400213712,0.989474400213712,"NS","NS","DAM",1,71
1.29269086946345,11.0524116478125,8.35980659780403,0.00383677814180982,0.158614041053968,146,0.158614041053968,0.158614041053968,"NS","NS","DAM",1,44
-0.197067768751836,11.2393975896177,0.24770428764161,0.61869709803299,0.903790853924951,147,0.903790853924951,0.903790853924951,"NS","NS","Homeostatic",0.772151898734177,79
-0.721287589819916,11.0986033724082,2.98780324793907,0.0838963882230155,0.492551498538425,148,0.492551498538425,0.492551498538425,"NS","NS","DAM",0.932203389830508,59
-0.684699613812594,10.9690019094564,2.43307770631024,0.118801992763636,0.543789177142941,149,0.543789177142941,0.543789177142941,"NS","NS","Homeostatic",0.846153846153846,39
-0.559995474900085,10.8796462243884,1.65791471945241,0.197887505866038,0.652486046176291,150,0.652486046176291,0.652486046176291,"NS","NS","Homeostatic",0.666666666666667,30
-0.208574903050338,10.8611447659805,0.22923649761935,0.632091374571102,0.903790853924951,151,0.903790853924951,0.903790853924951,"NS","NS","Homeostatic",0.962962962962963,27
-0.271331625713387,11.3813472549443,0.510742367664655,0.474819008852685,0.844958959121357,152,0.844958959121357,0.844958959121357,"NS","NS","DAM",0.900990099009901,101
0.971052192270645,11.0814873078276,5.0492126310058,0.0246388777641268,0.319155596637989,153,0.319155596637989,0.319155596637989,"NS","NS","DAM",1,50
0.194892442743006,11.1289837295669,0.225006904149115,0.635251940119896,0.904780738286852,154,0.904780738286852,0.904780738286852,"NS","NS","DAM",1,60
0.179196128402149,10.9824927552731,0.166031786057046,0.683663538475197,0.923754002265166,155,0.923754002265166,0.923754002265166,"NS","NS","DAM",0.95,40
0.442014366276394,10.9868827260713,1.01592557043979,0.313489389941951,0.746052767196148,156,0.746052767196148,0.746052767196148,"NS","NS","DAM",1,40
-0.023627256491949,11.0663351593554,0.0019582873126782,0.964703173085941,0.98538733589985,157,0.98538733589985,0.98538733589985,"NS","NS","DAM",1,54
-0.342416050754817,11.202996551467,0.708884077622595,0.399816139335843,0.800036004467402,158,0.800036004467402,0.800036004467402,"NS","NS","Homeostatic",0.7,70
-0.350542213091504,10.9320810444377,0.63343207260733,0.426100714075661,0.820955365326984,159,0.820955365326984,0.820955365326984,"NS","NS","DAM",1,37
0.962731475904377,10.993160344215,4.81913656061215,0.0281472820699529,0.32598166617206,160,0.32598166617206,0.32598166617206,"NS","NS","DAM",1,41
-0.32596441435378,10.9958160214059,0.591401029312162,0.441879320786058,0.828736988694316,161,0.828736988694316,0.828736988694316,"NS","NS","DAM",0.976744186046512,43
-0.628769798865119,10.8558982618147,2.06794830381206,0.150426280809252,0.59591446780159,162,0.59591446780159,0.59591446780159,"NS","NS","DAM",1,28
0.259825259894215,10.8926492641236,0.354901528876775,0.551352606237957,0.876327069100279,163,0.876327069100279,0.876327069100279,"NS","NS","Homeostatic",1,31
0.218377879267951,11.1092493293971,0.274002697205434,0.600660212673789,0.89363154152004,164,0.89363154152004,0.89363154152004,"NS","NS","DAM",1,58
0.643423059941091,10.93286115133,2.23521945696311,0.134900007744318,0.569053796751772,165,0.569053796751772,0.569053796751772,"NS","NS","DAM",1,36
0.735356191246378,11.0519893997956,2.90915813955054,0.0880803371421962,0.506331642210909,166,0.506331642210909,0.506331642210909,"NS","NS","DAM",1,47
-0.42579794729373,11.0445055195512,0.986647917081974,0.320564967982383,0.755275421184666,167,0.755275421184666,0.755275421184666,"NS","NS","DAM",1,45
0.650304497013074,10.9083005411508,2.2504936913889,0.13357432110915,0.566670100251263,168,0.566670100251263,0.566670100251263,"NS","NS","DAM",0.818181818181818,33
-0.0266448820032433,10.8624846766969,0.00512990865787099,0.942901747961372,0.977619048179801,169,0.977619048179801,0.977619048179801,"NS","NS","DAM",1,27
-0.289533900376535,11.02978900278,0.432805472176953,0.510616764776608,0.860943870744726,170,0.860943870744726,0.860943870744726,"NS","NS","DAM",1,43
0.043736231115185,10.8868897036672,0.0155361065317067,0.900805658678774,0.975592905112442,171,0.975592905112442,0.975592905112442,"NS","NS","DAM",1,29
0.54141734249788,10.9744893546885,1.57584941462388,0.209361925164532,0.657072615352181,172,0.657072615352181,0.657072615352181,"NS","NS","DAM",1,39
0.547972776723207,11.316206550488,1.96853086688796,0.160606385300316,0.608552815924006,173,0.608552815924006,0.608552815924006,"NS","NS","DAM",0.976744186046512,86
0.0744526743726198,10.9208731845832,0.0332829601624382,0.855240731225271,0.968711370783491,174,0.968711370783491,0.968711370783491,"NS","NS","Homeostatic",0.939393939393939,33
0.63018868493956,10.8419122237237,2.09144990822374,0.14812795121927,0.593428060245448,175,0.593428060245448,0.593428060245448,"NS","NS","DAM",0.8,25
0.380407757829661,10.982467887976,0.779905094533775,0.377171874042784,0.788926662301635,176,0.788926662301635,0.788926662301635,"NS","NS","DAM",1,40
0.196636426801858,11.1444636346257,0.229861368980393,0.63162748349375,0.903790853924951,177,0.903790853924951,0.903790853924951,"NS","NS","DAM",1,62
0.570070862791765,11.0528153086035,1.76921637403379,0.183481528114574,0.636615373440388,178,0.636615373440388,0.636615373440388,"NS","NS","DAM",1,48
0.294146053291449,10.918943261498,0.467588044574676,0.494100152631944,0.854287843693618,179,0.854287843693618,0.854287843693618,"NS","NS","DAM",1,34
-0.123921366748431,11.0307376679634,0.0757348789474602,0.783163268990792,0.951895421574395,180,0.951895421574395,0.951895421574395,"NS","NS","DAM",0.931818181818182,44
