"","D1_NC1","D1_NC10","D1_NC11","D1_NC15","D1_NC16","D1_NC17","D1_NC18","D1_NC19","D1_NC2","D1_NC20","D1_NC21","D1_NC22","D1_NC23","D1_NC26","D1_NC27","D1_NC3","D1_NC4","D1_NC8","D1_NC9","D1_UC1","D1_UC10","D1_UC11","D1_UC13","D1_UC14","D1_UC15","D1_UC17","D1_UC18","D1_UC19","D1_UC2","D1_UC20","D1_UC22","D1_UC23","D1_UC24","D1_UC25","D1_UC26","D1_UC27","D1_UC28","D1_UC3","D1_UC4","D1_UC5","D1_UC6","D1_UC8"
"GEM",5.25898477447543,4.27911010613526,3.66760083661843,4.49047508741608,3.66760083661843,4.55080313513109,6.35618518134086,5.49688243467855,5.81914748837017,4.25544945056183,3.66760083661843,7.41822747016848,4.15089816722667,3.66760083661843,4.21924401456847,6.0895510616879,3.66760083661843,6.77177153814777,3.66760083661843,6.05573614632829,6.51803422155612,5.29263770877631,4.39720563431597,5.66295484456453,4.49439048194429,3.66760083661843,6.94118403967189,4.87421858540329,3.66760083661843,6.27692715883656,3.66760083661843,5.65471640580891,5.31625672470817,8.04807032794189,4.42379960379488,5.31916184094763,4.37747344241623,4.96452563388161,5.89466869950411,3.66760083661843,5.7641071107088,4.05984541839745
