sample,group,LR_Pair,source,target,ligand,receptor,communication_strength,nvu_priority_score,n_source_target_edges,holonet_db_exact,support_status,support_reason,ligand_in_var,receptor_in_var,ligand_detected_frac,receptor_detected_frac,spatial_score_mean,spatial_score_max,official_ce_mean,official_ce_hotspot_mean,official_ce_hotspot_max,top_ce_contributor
18-64,CN,VEGFC:FLT1,CapEC_ActHigh,CapEC_ActHigh,VEGFC,FLT1,4.31533439774322,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0047275441652152,0.2500622045284896,5.610608517172697e-05,0.0819029181237168,,,,
18-64,CN,ANGPT2:TIE1,CapEC_ActHigh,CapEC_ActMid,ANGPT2,TIE1,4.30796734573952,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0893257029111719,0.1137098780791241,0.0780947324234872,1.0,,,,
18-64,CN,FN1:ITGA6,CapEC_ActHigh,CapEC_ActMid,FN1,ITGA6,4.26439504314963,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2465787509330679,0.1380940532470763,0.1516616052084666,1.0,,,,
18-64,CN,VWF:ITGB1,CapEC_ActMid,CapEC_ActMid,VWF,ITGB1,4.26182597876555,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.2239363025628265,0.179147376818186,1.0,,,,
18-64,CN,VEGFC:FLT1,CapEC_ActMid,CapEC_ActMid,VEGFC,FLT1,4.24588149208192,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0047275441652152,0.2500622045284896,5.610608517172697e-05,0.0819029181237168,,,,
18-64,CN,SPARC:ENG,CapEC_ActHigh,CapEC_ActMid,SPARC,ENG,4.2313900266333,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.488927593928838,0.1841254043294352,0.1469748940685726,1.0,,,,
18-64,CN,EDN1:ADGRL4,CapEC_ActHigh,CapEC_ActLow,EDN1,ADGRL4,4.22032329726955,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0395620801194326,0.0689226175665588,0.0545904342657951,1.0,,,,
18-64,CN,VEGFC:FLT1,CapEC_ActHigh,CapEC_ActMid,VEGFC,FLT1,4.21313631423109,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0047275441652152,0.2500622045284896,5.610608517172697e-05,0.0819029181237168,,,,
18-64,CN,FN1:ITGA6,CapEC_ActHigh,CapEC_ActHigh,FN1,ITGA6,4.20410799381511,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2465787509330679,0.1380940532470763,0.1516616052084666,1.0,,,,
18-64,CN,PDGFC:FLT1,CapEC_ActHigh,CapEC_ActHigh,PDGFC,FLT1,4.08019529361381,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0726548892759392,0.2500622045284896,0.1037168113533703,1.0,,,,
18-64,CN,ANGPT2:TIE1,CapEC_ActHigh,CapEC_ActLow,ANGPT2,TIE1,4.04859840853247,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0893257029111719,0.1137098780791241,0.0780947324234872,1.0,,,,
18-64,CN,VEGFC:FLT1,CapEC_ActLow,CapEC_ActLow,VEGFC,FLT1,4.02600600071754,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0047275441652152,0.2500622045284896,5.610608517172697e-05,0.0819029181237168,,,,
18-64,CN,PDGFC:FLT1,CapEC_ActHigh,CapEC_ActMid,PDGFC,FLT1,4.02350804712969,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0726548892759392,0.2500622045284896,0.1037168113533703,1.0,,,,
18-64,CN,TGM2:SDC4,CapEC_ActLow,Astrocytes,TGM2,SDC4,4.01077358387843,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2453346603632744,0.4038317989549639,0.1519542998161952,1.0,,,,
18-64,CN,VWF:ITGB1,CapEC_ActLow,CapEC_ActHigh,VWF,ITGB1,3.97536257725821,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.2239363025628265,0.179147376818186,1.0,,,,
18-64,CN,TGM2:ITGB1,CapEC_ActHigh,CapEC_ActHigh,TGM2,ITGB1,3.89763193889997,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2453346603632744,0.2239363025628265,0.1308759208258355,1.0,,,,
18-64,CN,PDGFC:FLT1,CapEC_ActHigh,CapEC_ActLow,PDGFC,FLT1,3.89569937689265,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0726548892759392,0.2500622045284896,0.1037168113533703,1.0,,,,
18-64,CN,VEGFC:FLT1,CapEC_ActMid,CapEC_ActLow,VEGFC,FLT1,3.88311539457363,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0047275441652152,0.2500622045284896,5.610608517172697e-05,0.0819029181237168,,,,
18-64,CN,VEGFC:FLT1,CapEC_ActHigh,CapEC_ActLow,VEGFC,FLT1,3.87220743527883,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0047275441652152,0.2500622045284896,5.610608517172697e-05,0.0819029181237168,,,,
18-64,CN,VWF:LRP1,CapEC_ActLow,OPCs,VWF,LRP1,3.868944399429,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.6710624533466036,0.322065446586548,1.0,,,,
18-64,CN,EDN1:ADGRL4,CapEC_ActMid,CapEC_ActMid,EDN1,ADGRL4,3.84909649065464,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0395620801194326,0.0689226175665588,0.0545904342657951,1.0,,,,
18-64,CN,TGM2:ITGA9,CapEC_ActHigh,Microglia,TGM2,ITGA9,3.80877750513831,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2453346603632744,0.095794973874098,0.1286307879036834,1.0,,,,
18-64,CN,SPARC:ENG,CapEC_ActHigh,CapEC_ActLow,SPARC,ENG,3.80619833605669,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.488927593928838,0.1841254043294352,0.1469748940685726,1.0,,,,
18-64,CN,PDGFC:FLT1,CapEC_ActMid,CapEC_ActHigh,PDGFC,FLT1,3.78122747656311,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0726548892759392,0.2500622045284896,0.1037168113533703,1.0,,,,
18-64,CN,VWF:ITGB1,CapEC_ActHigh,Endothelial,VWF,ITGB1,3.77418129832661,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.2239363025628265,0.1846395594439899,1.0,,,,
18-64,CN,VWF:ITGB1,CapEC_ActLow,CapEC_ActMid,VWF,ITGB1,3.7584674831426,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.2239363025628265,0.179147376818186,1.0,,,,
18-64,CN,VWF:LRP1,CapEC_ActHigh,Astrocytes,VWF,LRP1,3.74982005142202,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.6710624533466036,0.3411874914811315,1.0,,,,
18-64,CN,PDGFC:FLT1,CapEC_ActMid,CapEC_ActMid,PDGFC,FLT1,3.72422218612749,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0726548892759392,0.2500622045284896,0.1037168113533703,1.0,,,,
18-64,CN,FN1:ITGA6,CapEC_ActHigh,CapEC_ActLow,FN1,ITGA6,3.72253369425623,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2465787509330679,0.1380940532470763,0.1516616052084666,1.0,,,,
18-64,CN,FN1:ITGA6,CapEC_ActMid,CapEC_ActMid,FN1,ITGA6,3.70410558689883,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2465787509330679,0.1380940532470763,0.1516616052084666,1.0,,,,
18-64,CN,VWF:ITGB1,CapEC_ActHigh,CapEC_ActLow,VWF,ITGB1,3.69086778987713,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.2239363025628265,0.179147376818186,1.0,,,,
18-64,CN,FN1:ITGA2,CapEC_ActHigh,Oligodendrocytes,FN1,ITGA2,3.66284018683941,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2465787509330679,0.0069669071908434,2.612583898088973e-05,0.0213927190632761,,,,
18-64,CN,VWF:ITGB1,CapEC_ActMid,Endothelial,VWF,ITGB1,3.65035964933864,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.2239363025628265,0.1846395594439899,1.0,,,,
18-64,CN,TGM2:ITGB1,CapEC_ActHigh,CapEC_ActMid,TGM2,ITGB1,3.63766296351018,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2453346603632744,0.2239363025628265,0.1308759208258355,1.0,,,,
18-64,CN,FN1:ITGA6,CapEC_ActMid,CapEC_ActHigh,FN1,ITGA6,3.63450836147113,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2465787509330679,0.1380940532470763,0.1516616052084666,1.0,,,,
18-64,CN,VWF:LRP1,CapEC_ActMid,Astrocytes,VWF,LRP1,3.62040803512039,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.6710624533466036,0.3411874914811315,1.0,,,,
18-64,CN,FN1:MAG,CapEC_ActHigh,Oligodendrocytes,FN1,MAG,4.46072536580911,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2465787509330679,0.1361035083354068,0.1478601819066314,1.0,,,,
18-64,CN,PDGFB:ADGRV1,CapEC_ActHigh,Astrocytes,PDGFB,ADGRV1,4.36124789214048,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.1164468773326698,0.309529733764618,0.1729153590405947,1.0,,,,
18-64,CN,FN1:ROBO4,CapEC_ActHigh,CapEC_ActHigh,FN1,ROBO4,4.19207994522959,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2465787509330679,0.0741477979596914,0.133237415389399,1.0,,,,
18-64,CN,SORBS1:ITGA1,CapEC_ActMid,CapEC_ActHigh,SORBS1,ITGA1,3.98360728722512,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6541428215974123,0.0823587957203284,0.1253579362834455,1.0,,,,
18-64,CN,VWF:SIRPA,CapEC_ActHigh,Excitatory,VWF,SIRPA,3.98360728722512,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.8651405822343866,0.3973135718351637,1.0,,,,
18-64,CN,SORBS1:ITGA1,CapEC_ActHigh,CapEC_ActHigh,SORBS1,ITGA1,3.96717039385805,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6541428215974123,0.0823587957203284,0.1253579362834455,1.0,,,,
18-64,CN,SORBS1:ITGA1,CapEC_ActLow,CapEC_ActHigh,SORBS1,ITGA1,3.95700302477388,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6541428215974123,0.0823587957203284,0.1253579362834455,1.0,,,,
18-64,CN,VWF:SIRPA,CapEC_ActMid,Excitatory,VWF,SIRPA,3.90344712748931,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.8651405822343866,0.3973135718351637,1.0,,,,
18-64,CN,VWF:SIRPA,CapEC_ActHigh,Astrocytes,VWF,SIRPA,3.86328298116282,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.8651405822343866,0.3783902495140988,1.0,,,,
18-64,CN,SPARC:FGFR1,CapEC_ActHigh,OPCs,SPARC,FGFR1,3.83342130048246,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.488927593928838,0.2510574769843244,0.1721586835072985,1.0,,,,
18-64,CN,FN1:MAG,CapEC_ActMid,Oligodendrocytes,FN1,MAG,3.82987881623994,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.2465787509330679,0.1361035083354068,0.1478601819066314,1.0,,,,
18-64,CN,PDGFB:ADGRV1,CapEC_ActMid,Astrocytes,PDGFB,ADGRV1,3.81087589061174,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.1164468773326698,0.309529733764618,0.1729153590405947,1.0,,,,
18-64,CN,SORBS1:ITGA1,CapEC_ActMid,CapEC_ActMid,SORBS1,ITGA1,3.74637733727614,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6541428215974123,0.0823587957203284,0.1253579362834455,1.0,,,,
18-64,CN,VWF:SIRPA,CapEC_ActMid,Astrocytes,VWF,SIRPA,3.73781076761127,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6088579248569296,0.8651405822343866,0.3783902495140988,1.0,,,,
18-64,CN,SORBS1:ITGA1,CapEC_ActHigh,CapEC_ActMid,SORBS1,ITGA1,3.71580187585757,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6541428215974123,0.0823587957203284,0.1253579362834455,1.0,,,,
18-64,CN,LGALS3:ENG,CapEC_ActHigh,CapEC_ActHigh,LGALS3,ENG,3.71494992090924,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6984324458820602,0.1841254043294352,0.1770738626274031,1.0,,,,
18-64,CN,CFH:ITGAM,CapEC_ActMid,Microglia,CFH,ITGAM,3.71077610784202,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.1022642448370241,0.0268723563075391,0.0001272756014527,0.0694561575750964,,,,
18-64,CN,SORBS1:ITGA1,CapEC_ActLow,CapEC_ActMid,SORBS1,ITGA1,3.70410558689883,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6541428215974123,0.0823587957203284,0.1253579362834455,1.0,,,,
18-64,CN,ICAM2:ITGAM_ITGB2,CapEC_ActHigh,Microglia,ICAM2,ITGAM_ITGB2,3.69625626709721,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,False,0.1607365016173177,0.0,0.0,0.0,,,,
18-64,CN,SORBS1:ITGA1,CapEC_ActMid,CapEC_ActLow,SORBS1,ITGA1,3.65195562095133,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6541428215974123,0.0823587957203284,0.1253579362834455,1.0,,,,
18-64,CN,SORBS1:ITGA1,CapEC_ActHigh,CapEC_ActLow,SORBS1,ITGA1,3.62196709250441,3,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6541428215974123,0.0823587957203284,0.1253579362834455,1.0,,,,
18-64,CN,ANXA1:GRM7,CapEC_ActHigh,OPCs,ANXA1,GRM7,4.43127687263872,2,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0836028862901219,0.1607365016173177,0.1225003979841462,1.0,,,,
18-64,CN,GNAI2:S1PR1,CapEC_ActHigh,CapEC_ActHigh,GNAI2,S1PR1,4.0992378509831,2,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6919631749191341,0.396367255536203,0.2683940987483187,1.0,,,,
18-64,CN,GNAI2:P2RY12,CapEC_ActHigh,Microglia,GNAI2,P2RY12,3.933471439823,2,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.6919631749191341,0.0039810898233391,8.249946662904996e-05,0.0338735544277303,,,,
18-64,CN,ANXA2:TLR2,CapEC_ActHigh,Microglia,ANXA2,TLR2,3.645583630928,2,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.118686240358298,0.0261259019656631,0.0001557680155034,0.0462080049192628,,,,
2-5,CN,ANGPT2:TEK,CapEC_ActHigh,CapEC_ActMid,ANGPT2,TEK,4.54361491584708,4,,True,official_CE,official_CE_computed,True,True,0.0957496496964035,0.1546006539000467,0.1039890417245104,1.0,1.0,0.1327667006280805,1.0,Endo_Pericyte
2-5,CN,ANGPT2:TEK,CapEC_ActHigh,CapEC_ActHigh,ANGPT2,TEK,4.37288432730355,4,,True,official_CE,official_CE_computed,True,True,0.0957496496964035,0.1546006539000467,0.1039890417245104,1.0,1.0,0.1327667006280805,1.0,Endo_Pericyte
2-5,CN,DLL4:NOTCH3,CapEC_ActHigh,Endothelial,DLL4,NOTCH3,3.97571022943378,4,,True,official_CE,official_CE_computed,True,True,0.0614198972442783,0.1907986921999065,0.1041157998099279,1.0,0.9999997615814208,0.0806233920699016,1.0,Endo_Pericyte
2-5,CN,ANGPT2:ITGA5_ITGB1,CapEC_ActHigh,CapEC_ActHigh,ANGPT2,ITGA5_ITGB1,4.20261655015507,5,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,False,0.0957496496964035,0.0,0.0,0.0,,,,
2-5,CN,EDN1:ADGRL4,CapEC_ActHigh,CapEC_ActHigh,EDN1,ADGRL4,5.53000649543383,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.178654834189631,0.0754320411022886,0.1048527126184982,1.0,,,,
2-5,CN,TGM2:SDC4,CapEC_ActHigh,Astrocytes,TGM2,SDC4,5.30562680132779,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.294021485287249,0.4518916394208314,0.175036753431265,1.0,,,,
2-5,CN,EDN1:ADGRL4,CapEC_ActHigh,CapEC_ActMid,EDN1,ADGRL4,4.93295337198607,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.178654834189631,0.0754320411022886,0.1048527126184982,1.0,,,,
2-5,CN,TGM2:SDC4,CapEC_ActMid,Astrocytes,TGM2,SDC4,4.7448514396223,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.294021485287249,0.4518916394208314,0.175036753431265,1.0,,,,
2-5,CN,ANGPT2:TIE1,CapEC_ActHigh,CapEC_ActHigh,ANGPT2,TIE1,4.67077082937509,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0957496496964035,0.0607192900513778,0.0801646982970994,1.0,,,,
2-5,CN,VWF:ITGB1,CapEC_ActHigh,CapEC_ActHigh,VWF,ITGB1,4.61033774738797,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.5347968239140588,0.304063521718823,0.1883727086620523,1.0,,,,
2-5,CN,VWF:ITGB1,CapEC_ActMid,CapEC_ActHigh,VWF,ITGB1,4.5039011398043,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.5347968239140588,0.304063521718823,0.1883727086620523,1.0,,,,
2-5,CN,VWF:LRP1,CapEC_ActHigh,OPCs,VWF,LRP1,4.4793671420588,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.5347968239140588,0.6623073330219523,0.269661219938095,1.0,,,,
2-5,CN,SPARC:ENG,CapEC_ActHigh,CapEC_ActHigh,SPARC,ENG,4.46727274052437,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.7638953759925269,0.3099019149929939,0.185560396556796,1.0,,,,
2-5,CN,VEGFC:FLT1,CapEC_ActLow,CapEC_ActHigh,VEGFC,FLT1,4.39084021559002,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0130780009341429,0.3061653432975245,0.0535276400051805,1.0,,,,
2-5,CN,VWF:ITGB1,CapEC_ActHigh,CapEC_ActMid,VWF,ITGB1,4.36046463986151,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.5347968239140588,0.304063521718823,0.1883727086620523,1.0,,,,
2-5,CN,EDN1:ADGRL4,CapEC_ActMid,CapEC_ActHigh,EDN1,ADGRL4,4.35835110876904,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.178654834189631,0.0754320411022886,0.1048527126184982,1.0,,,,
2-5,CN,VEGFC:FLT1,CapEC_ActLow,CapEC_ActMid,VEGFC,FLT1,4.35226555679961,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0130780009341429,0.3061653432975245,0.0535276400051805,1.0,,,,
2-5,CN,VWF:LRP1,CapEC_ActMid,OPCs,VWF,LRP1,4.34668604700358,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.5347968239140588,0.6623073330219523,0.269661219938095,1.0,,,,
2-5,CN,VEGFC:FLT1,CapEC_ActMid,CapEC_ActHigh,VEGFC,FLT1,4.33360333036573,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0130780009341429,0.3061653432975245,0.0535276400051805,1.0,,,,
2-5,CN,VEGFC:FLT1,CapEC_ActHigh,CapEC_ActHigh,VEGFC,FLT1,4.31533439774322,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0130780009341429,0.3061653432975245,0.0535276400051805,1.0,,,,
2-5,CN,ANGPT2:TIE1,CapEC_ActHigh,CapEC_ActMid,ANGPT2,TIE1,4.30796734573952,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0957496496964035,0.0607192900513778,0.0801646982970994,1.0,,,,
2-5,CN,FN1:ITGA6,CapEC_ActHigh,CapEC_ActMid,FN1,ITGA6,4.26439504314963,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.278141055581504,0.2251284446520317,0.15524163262026,1.0,,,,
2-5,CN,VWF:ITGB1,CapEC_ActMid,CapEC_ActMid,VWF,ITGB1,4.26182597876555,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.5347968239140588,0.304063521718823,0.1883727086620523,1.0,,,,
2-5,CN,VEGFC:FLT1,CapEC_ActMid,CapEC_ActMid,VEGFC,FLT1,4.24588149208192,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0130780009341429,0.3061653432975245,0.0535276400051805,1.0,,,,
2-5,CN,SPARC:ENG,CapEC_ActHigh,CapEC_ActMid,SPARC,ENG,4.2313900266333,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.7638953759925269,0.3099019149929939,0.185560396556796,1.0,,,,
2-5,CN,EDN1:ADGRL4,CapEC_ActHigh,CapEC_ActLow,EDN1,ADGRL4,4.22032329726955,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.178654834189631,0.0754320411022886,0.1048527126184982,1.0,,,,
2-5,CN,VEGFC:FLT1,CapEC_ActHigh,CapEC_ActMid,VEGFC,FLT1,4.21313631423109,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0130780009341429,0.3061653432975245,0.0535276400051805,1.0,,,,
2-5,CN,FN1:ITGA6,CapEC_ActHigh,CapEC_ActHigh,FN1,ITGA6,4.20410799381511,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.278141055581504,0.2251284446520317,0.15524163262026,1.0,,,,
2-5,CN,PDGFC:FLT1,CapEC_ActHigh,CapEC_ActHigh,PDGFC,FLT1,4.08019529361381,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0758991125642223,0.3061653432975245,0.122507357842187,1.0,,,,
2-5,CN,ANGPT2:TIE1,CapEC_ActHigh,CapEC_ActLow,ANGPT2,TIE1,4.04859840853247,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0957496496964035,0.0607192900513778,0.0801646982970994,1.0,,,,
2-5,CN,VEGFC:FLT1,CapEC_ActLow,CapEC_ActLow,VEGFC,FLT1,4.02600600071754,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0130780009341429,0.3061653432975245,0.0535276400051805,1.0,,,,
2-5,CN,PDGFC:FLT1,CapEC_ActHigh,CapEC_ActMid,PDGFC,FLT1,4.02350804712969,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0758991125642223,0.3061653432975245,0.122507357842187,1.0,,,,
2-5,CN,TGM2:SDC4,CapEC_ActLow,Astrocytes,TGM2,SDC4,4.01077358387843,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.294021485287249,0.4518916394208314,0.175036753431265,1.0,,,,
2-5,CN,VWF:ITGB1,CapEC_ActLow,CapEC_ActHigh,VWF,ITGB1,3.97536257725821,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.5347968239140588,0.304063521718823,0.1883727086620523,1.0,,,,
2-5,CN,TGM2:ITGB1,CapEC_ActHigh,CapEC_ActHigh,TGM2,ITGB1,3.89763193889997,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.294021485287249,0.304063521718823,0.1666930026073109,1.0,,,,
2-5,CN,PDGFC:FLT1,CapEC_ActHigh,CapEC_ActLow,PDGFC,FLT1,3.89569937689265,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0758991125642223,0.3061653432975245,0.122507357842187,1.0,,,,
2-5,CN,VEGFC:FLT1,CapEC_ActMid,CapEC_ActLow,VEGFC,FLT1,3.88311539457363,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0130780009341429,0.3061653432975245,0.0535276400051805,1.0,,,,
2-5,CN,VEGFC:FLT1,CapEC_ActHigh,CapEC_ActLow,VEGFC,FLT1,3.87220743527883,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0130780009341429,0.3061653432975245,0.0535276400051805,1.0,,,,
2-5,CN,VWF:LRP1,CapEC_ActLow,OPCs,VWF,LRP1,3.868944399429,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.5347968239140588,0.6623073330219523,0.269661219938095,1.0,,,,
2-5,CN,EDN1:ADGRL4,CapEC_ActMid,CapEC_ActMid,EDN1,ADGRL4,3.84909649065464,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.178654834189631,0.0754320411022886,0.1048527126184982,1.0,,,,
2-5,CN,TGM2:ITGA9,CapEC_ActHigh,Microglia,TGM2,ITGA9,3.80877750513831,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.294021485287249,0.1074264362447454,0.1222991820324821,1.0,,,,
2-5,CN,SPARC:ENG,CapEC_ActHigh,CapEC_ActLow,SPARC,ENG,3.80619833605669,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.7638953759925269,0.3099019149929939,0.185560396556796,1.0,,,,
2-5,CN,PDGFC:FLT1,CapEC_ActMid,CapEC_ActHigh,PDGFC,FLT1,3.78122747656311,4,,False,spatial_LR_support,not_in_HoloNet_human_LR_database_exact_pair,True,True,0.0758991125642223,0.3061653432975245,0.122507357842187,1.0,,,,
